RefID,Accession,NS3,NS5A,NS5B,StructuredComment,source_PCR_primers,source_bio_material,source_cell_line,source_cell_type,source_clone,source_clone_lib,source_collected_by,source_collection_date,source_db_xref,source_geo_loc_name,source_haplotype,source_host,source_identified_by,source_isolate,source_isolation_source,source_lab_host,source_lat_lon,source_map,source_mol_type,source_note,source_organism,source_pop_variant,source_proviral,source_rearranged,source_segment,source_serotype,source_strain,source_sub_species,source_sub_strain,source_tissue_lib,source_tissue_type,source_variety
10,EU781747,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00Z,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781748,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00R,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781749,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00-21,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781750,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03-31,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781751,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-08,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781752,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03-11,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781753,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,99I,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781754,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,F730P,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781755,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L898,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781756,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L823PT,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781757,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L8119,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781758,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,F742,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781759,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L8168,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781760,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03D,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781761,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L8128,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781762,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,F781,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781763,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,99-29,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781764,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,F7106,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781765,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,F718P,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781766,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L8133,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781767,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,99-28,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781768,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03-36,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781769,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L861P,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781770,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,99H,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781771,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00-11,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781772,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,99N,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781773,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,99-31,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781774,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03-51,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781775,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L8106,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781776,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00A,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781777,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03-45,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781778,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L860P,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781779,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00M,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781780,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03S,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781781,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00W,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781782,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-44,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781783,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03-13,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781784,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L838,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781785,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,99-38,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781786,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-39,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781787,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-26,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781788,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,01-33,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781789,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-64,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781790,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03A,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781791,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L836PT,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781792,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,F7133,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781793,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,01-37,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781794,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-30,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781795,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-35,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781796,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,01L,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781797,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00-66,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781798,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,01U,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781799,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,01-39,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781800,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-11,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781801,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,L844PT,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781802,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,00G,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781803,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,03-10,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
10,EU781804,yes,yes,yes,,,,,,,,,,taxon:2847144,"USA: Massachusetts, Boston area",,Homo sapiens,,02-46,plasma from patient with chronic HCV infection,,,,genomic RNA,,hepatitis C virus genotype 1a,,,,,,,,,,,
100,AJ278830,yes,yes,yes,,,,,,,,,,taxon:3052230,,,,,,,,,,genomic RNA,"derived from serum of a non-A, non-B hepatitis patient",Hepacivirus hominis,,,,,,,,,,,
1000,KC285197,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM1,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285198,,,yes,,,,,,,,,2008,taxon:3052230,Iran,,Homo sapiens,,FSM5,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285199,,,yes,,,,,,,,,2010,taxon:3052230,Iran,,Homo sapiens,,FSM8,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285200,,,yes,,,,,,,,,2010,taxon:3052230,Iran,,Homo sapiens,,FSM10,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285201,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM13,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285202,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM14,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285203,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM15,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285204,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM19,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285205,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM20,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285206,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM21,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285207,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM24,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285208,,,yes,,,,,,,,,2010,taxon:3052230,Iran,,Homo sapiens,,FSM27,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285209,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM30,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285210,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM31,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285211,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM34,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285212,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM41,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285213,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM49,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285214,,,yes,,,,,,,,,2009,taxon:3052230,Iran,,Homo sapiens,,FSM50,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285215,,,yes,,,,,,,,,2008,taxon:3052230,Iran,,Homo sapiens,,FSM53,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285216,,,yes,,,,,,,,,2010,taxon:3052230,Iran,,Homo sapiens,,FSM55,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285217,,,yes,,,,,,,,,2007,taxon:3052230,Iran,,Homo sapiens,,FSM68,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285218,,,yes,,,,,,,,,2007,taxon:3052230,Iran,,Homo sapiens,,FSM69,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285219,,,yes,,,,,,,,,2007,taxon:3052230,Iran,,Homo sapiens,,FSM77,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285220,,,yes,,,,,,,,,2008,taxon:3052230,Iran,,Homo sapiens,,FSM79,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285221,,,yes,,,,,,,,,2008,taxon:3052230,Iran,,Homo sapiens,,FSM83,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285222,,,yes,,,,,,,,,2007,taxon:3052230,Iran,,Homo sapiens,,FSM88,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285223,,,yes,,,,,,,,,2006,taxon:3052230,Iran,,Homo sapiens,,FSM96,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285224,,,yes,,,,,,,,,2006,taxon:3052230,Iran,,Homo sapiens,,FSM103,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285225,,,yes,,,,,,,,,2010,taxon:3052230,Iran,,Homo sapiens,,FSM108,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285226,,,yes,,,,,,,,,2006,taxon:3052230,Iran,,Homo sapiens,,FSM115,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285227,,,yes,,,,,,,,,2006,taxon:3052230,Iran,,Homo sapiens,,FSM117,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285228,,,yes,,,,,,,,,2005,taxon:3052230,Iran,,Homo sapiens,,FSM123,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
1000,KC285229,,,yes,,,,,,,,,2005,taxon:3052230,Iran,,Homo sapiens,,FSM124,plasma,,,,genomic RNA,subtype: 1a,Hepacivirus hominis,,,,,,,,,,,
