name,virus,subtype,bootstrap support
MT893905|geneNS3|query1-504|h77_aa14-181|extracted_nt504|aligned_aa168|pident81.548,HCV,4r,100.0
MT893906|geneNS3|query1-507|h77_aa13-181|extracted_nt507|aligned_aa169|pident81.657,HCV,4r,100.0
MT995313|geneNS3|query3091-4983|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,2b,100.0
MT995315|geneNS3|query3091-4983|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,2b,100.0
MT995316|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MT995319|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
MT995320|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MT995323|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.666,HCV,3a,100.0
MT995324|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.666,HCV,3a,100.0
MT995325|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.666,HCV,3a,100.0
MT995329|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MT995330|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MT995334|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.824,HCV,3a,100.0
MT995335|geneNS3|query3097-4989|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.824,HCV,3a,100.0
MT995341|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.710,HCV,1b,100.0
MW531222|geneNS3|query3419-5311|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.529,HCV,4a,100.0
ON630764|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630768|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.306,HCV,1a,100.0
ON630770|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630774|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.415,HCV,1a,100.0
ON630777|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630779|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630782|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630785|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630788|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630791|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630795|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630796|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630800|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
ON630804|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630805|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630809|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.147,HCV,1a,100.0
ON630811|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630814|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630819|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630820|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630823|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.732,HCV,1a,100.0
ON630827|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630831|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630832|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630836|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.147,HCV,1a,100.0
ON630840|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.989,HCV,1a,100.0
ON630841|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630846|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630847|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
ON630851|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.147,HCV,1a,100.0
ON630855|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.989,HCV,1a,100.0
ON630857|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630861|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630864|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630866|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.989,HCV,1a,100.0
ON630869|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630872|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON630876|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON630879|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident87.005,HCV,4d,100.0
ON630881|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.529,HCV,4d,100.0
ON630883|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.688,HCV,4d,100.0
ON630888|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.529,HCV,4d,100.0
ON630891|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.212,HCV,4d,100.0
ON630892|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON630896|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON603922|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON630900|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.529,HCV,4d,100.0
ON630899|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON603925|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603924|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603926|geneNS3|query4-543|h77_aa2-181|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
ON603930|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.691,HCV,3a,100.0
ON603928|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.138,HCV,3a,100.0
ON603927|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.243,HCV,3a,100.0
ON603932|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603931|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident74.033,HCV,3a,100.0
ON603934|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.243,HCV,3a,100.0
ON603938|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603937|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603936|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603940|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603939|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.138,HCV,3a,100.0
ON603935|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.691,HCV,3a,100.0
MW629117|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
MW675788|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.732,HCV,1a,100.0
MW675790|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
MW675794|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.891,HCV,1a,100.0
MW675797|geneNS3|query3076-4968|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.688,HCV,4d,100.0
MW689944|geneNS3|query3368-5260|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.355,HCV,1a,100.0
MW689945|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.197,HCV,"unassigned_1, 1a-4a",NA
MW689947|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.306,HCV,1a,100.0
MW689946|geneNS3|query3079-4971|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
MW689949|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.355,HCV,1a,100.0
MW689953|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
MW689955|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
MW689959|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
MW689961|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
MW689963|geneNS3|query3224-5116|h77_aa1-631|extracted_nt1893|aligned_aa631|pident95.563,HCV,"unassigned_1, 1a-4a",NA
MW689965|geneNS3|query3427-5319|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.393,HCV,1b,100.0
MW689964|geneNS3|query3442-5334|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.076,HCV,1l,100.0
MW689968|geneNS3|query3388-5280|h77_aa1-631|extracted_nt1893|aligned_aa631|pident93.027,HCV,1b,100.0
MW689969|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident95.880,HCV,"unassigned_1, 1b-1a",NA
MW689970|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.513,HCV,1a,100.0
MW689971|geneNS3|query3383-5275|h77_aa1-631|extracted_nt1893|aligned_aa631|pident90.967,HCV,1b,100.0
MW689974|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.513,HCV,1a,100.0
MW689976|geneNS3|query3383-5275|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.393,HCV,1b,100.0
MW689979|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
MW689983|geneNS3|query3442-5334|h77_aa1-631|extracted_nt1893|aligned_aa631|pident91.125,HCV,1l,100.0
MW689985|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
MW689988|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident93.978,HCV,1b,55.0
MW689992|geneNS3|query3388-5280|h77_aa1-631|extracted_nt1893|aligned_aa631|pident93.344,HCV,1b,100.0
MW689995|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident95.087,HCV,"unassigned_1, 1b-4k",NA
MW689993|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
MW689994|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
MW689998|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.989,HCV,1a,100.0
MW689999|geneNS3|query3388-5280|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.868,HCV,1b,100.0
MW690003|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident95.721,HCV,1a,100.0
MW690007|geneNS3|query3404-5296|h77_aa1-631|extracted_nt1893|aligned_aa631|pident91.601,HCV,1g,100.0
MW690009|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident94.612,HCV,"unassigned_1, 1b-1a",NA
MW690010|geneNS3|query3425-5317|h77_aa1-631|extracted_nt1893|aligned_aa631|pident90.967,HCV,1e,100.0
MW690008|geneNS3|query3404-5296|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.710,HCV,1a,61.0
MW690013|geneNS3|query3403-5295|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.076,HCV,1c,58.0
MW690014|geneNS3|query3388-5280|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.235,HCV,1b,100.0
MW690019|geneNS3|query3269-5161|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
MN628575|geneNS3|query3427-5319|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.824,HCV,3a,100.0
MN628577|geneNS3|query3425-5317|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MN628580|geneNS3|query3413-5305|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
MN628582|geneNS3|query3455-5347|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MN628586|geneNS3|query3421-5313|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
MN628590|geneNS3|query3437-5329|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MN628592|geneNS3|query3413-5305|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.415,HCV,1a,100.0
MN628596|geneNS3|query3569-5461|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MN650758|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.778,HCV,1a,100.0
MN650760|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident95.000,HCV,1a,100.0
MN650762|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident94.444,HCV,1a,100.0
MN650763|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650765|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650761|geneNS3|query1-537|h77_aa1-179|extracted_nt537|aligned_aa179|pident94.972,HCV,1a,100.0
MN650764|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650769|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650770|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650768|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650766|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident95.556,HCV,1a,100.0
MN650773|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.778,HCV,1a,100.0
MN650771|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident93.889,HCV,1a,100.0
MN650772|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650779|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650780|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650782|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650785|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650786|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650784|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650787|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650781|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650789|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650790|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650794|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident73.889,HCV,3a,100.0
MN650795|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650796|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650798|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident74.444,HCV,3a,100.0
MN650793|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident70.000,HCV,3a,100.0
MN650791|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident73.333,HCV,3a,100.0
MN650802|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.556,HCV,4d,100.0
MN650800|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.556,HCV,4d,100.0
MN650799|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.000,HCV,4d,100.0
MN650805|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident81.111,HCV,4d,100.0
MN650806|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.000,HCV,4d,100.0
MN650803|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident81.667,HCV,4d,100.0
MN650808|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.111,HCV,1a,100.0
MN650801|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident81.111,HCV,4d,100.0
MN650810|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.111,HCV,1a,100.0
MN650811|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650812|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650815|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.000,HCV,4d,100.0
MN650814|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident71.667,HCV,3a,100.0
MN650813|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.111,HCV,1a,100.0
MN650817|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident78.889,HCV,4d,100.0
MN650819|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident74.444,HCV,3a,100.0
MN970193|geneNS3|query46-606|h77_aa1-187|extracted_nt561|aligned_aa187|pident66.310,HCV,3a,100.0
MN782309|geneNS3|query3359-5251|h77_aa1-631|extracted_nt1893|aligned_aa631|pident87.322,HCV,4a,100.0
MN970194|geneNS3|query44-544|h77_aa1-167|extracted_nt501|aligned_aa167|pident64.072,HCV,3b,88.0
MN977328|geneNS3|query3358-5250|h77_aa1-631|extracted_nt1893|aligned_aa631|pident87.322,HCV,4a,100.0
MT113074|geneNS3|query1-840|h77_aa352-631|extracted_nt840|aligned_aa280|pident88.571,HCV,4l,100.0
MT113075|geneNS3|query415-1449|h77_aa1-345|extracted_nt1035|aligned_aa345|pident85.797,HCV,4l,100.0
MN977330|geneNS3|query231-2123|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.846,HCV,4a,100.0
MT113079|geneNS3|query2-1729|h77_aa39-614|extracted_nt1728|aligned_aa576|pident88.194,HCV,4a,100.0
MT184370|geneNS3|query3404-5296|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.868,HCV,1b,100.0
MT184373|geneNS3|query3355-5247|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.868,HCV,1b,100.0
MT254535|geneNS3|query3145-3606|h77_aa1-154|extracted_nt462|aligned_aa154|pident75.325,HCV,3a,100.0
MT185686|geneNS3|query3435-5327|h77_aa1-631|extracted_nt1893|aligned_aa631|pident85.578,HCV,6a,100.0
MT416767|geneNS3|query3028-4902|h77_aa1-625|extracted_nt1875|aligned_aa625|pident97.760,HCV,1a,100.0
MT416769|geneNS3|query3028-4902|h77_aa1-625|extracted_nt1875|aligned_aa625|pident98.080,HCV,1a,100.0
MT416772|geneNS3|query3028-4902|h77_aa1-625|extracted_nt1875|aligned_aa625|pident97.920,HCV,1a,100.0
MT416774|geneNS3|query3028-4902|h77_aa1-625|extracted_nt1875|aligned_aa625|pident97.760,HCV,1a,100.0
MT416779|geneNS3|query3028-4902|h77_aa1-625|extracted_nt1875|aligned_aa625|pident97.600,HCV,1a,100.0
MT416782|geneNS3|query3028-4902|h77_aa1-625|extracted_nt1875|aligned_aa625|pident97.760,HCV,1a,100.0
