name,virus,subtype,bootstrap support
MW205383|geneNS5A|query10-648|h77_aa9-221|extracted_nt639|aligned_aa213|pident79.812,HCV,4o,100.0
MZ327740|geneNS5A|query6167-7510|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.080,HCV,1a,100.0
MZ327767|geneNS5A|query6167-7510|h77_aa1-448|extracted_nt1344|aligned_aa448|pident96.205,HCV,1a,100.0
MZ327770|geneNS5A|query6167-7510|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MZ327768|geneNS5A|query6154-7497|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MZ327771|geneNS5A|query6182-7525|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
MZ327777|geneNS5A|query6184-7527|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.089,HCV,1a,100.0
MZ327779|geneNS5A|query6198-7553|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.518,HCV,3a,100.0
MZ327780|geneNS5A|query6198-7553|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
MZ327781|geneNS5A|query6200-7555|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.518,HCV,3a,100.0
PQ320127|geneNS5A|query133-435|h77_aa1-101|extracted_nt303|aligned_aa101|pident71.287,HCV,3b,100.0
ON123734|geneNS5A|query9-1115|h77_aa26-394|extracted_nt1107|aligned_aa369|pident81.572,HCV,1b,100.0
ON506766|geneNS5A|query187-642|h77_aa1-152|extracted_nt456|aligned_aa152|pident94.737,HCV,1a,100.0
MW205400|geneNS5A|query1-633|h77_aa7-217|extracted_nt633|aligned_aa211|pident78.673,HCV,4k,100.0
MW205402|geneNS5A|query1-645|h77_aa7-221|extracted_nt645|aligned_aa215|pident76.744,HCV,4k,100.0
MW205403|geneNS5A|query1-633|h77_aa11-221|extracted_nt633|aligned_aa211|pident79.147,HCV,4k,100.0
MW205401|geneNS5A|query1-645|h77_aa7-221|extracted_nt645|aligned_aa215|pident78.140,HCV,4k,100.0
ON630836|geneNS5A|query6140-7483|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
MW205404|geneNS5A|query1-633|h77_aa11-221|extracted_nt633|aligned_aa211|pident79.147,HCV,4k,100.0
MW205399|geneNS5A|query1-645|h77_aa7-221|extracted_nt645|aligned_aa215|pident79.535,HCV,4k,100.0
MW205405|geneNS5A|query13-651|h77_aa9-221|extracted_nt639|aligned_aa213|pident77.934,HCV,4f,100.0
ON630818|geneNS5A|query6140-7483|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.411,HCV,1a,100.0
ON630834|geneNS5A|query6140-7483|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.982,HCV,1a,100.0
ON630837|geneNS5A|query6140-7483|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.866,HCV,1a,100.0
ON595723|geneNS5A|query2-526|h77_aa163-337|extracted_nt525|aligned_aa175|pident73.714,HCV,3a,100.0
MW675799|geneNS5A|query5920-7245|h77_aa3-448|extracted_nt1326|aligned_aa449|pident73.274,HCV,4d,100.0
MW689958|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident91.295,HCV,1a,100.0
MW689956|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.420,HCV,1a,100.0
MW689954|geneNS5A|query6197-7540|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.857,HCV,1a,100.0
MW689957|geneNS5A|query6062-7405|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.866,HCV,1a,100.0
MW689968|geneNS5A|query6226-7566|h77_aa1-448|extracted_nt1341|aligned_aa449|pident79.510,HCV,1b,100.0
MW689964|geneNS5A|query6280-7623|h77_aa1-448|extracted_nt1344|aligned_aa453|pident80.132,HCV,1l,100.0
MW689966|geneNS5A|query6251-7591|h77_aa1-448|extracted_nt1341|aligned_aa448|pident79.464,HCV,1b,100.0
MW689967|geneNS5A|query6226-7566|h77_aa1-448|extracted_nt1341|aligned_aa449|pident80.846,HCV,1b,100.0
MW689978|geneNS5A|query6242-7585|h77_aa1-448|extracted_nt1344|aligned_aa448|pident79.241,HCV,1g,100.0
MW689977|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
MW689974|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
MW689976|geneNS5A|query6221-7561|h77_aa1-448|extracted_nt1341|aligned_aa453|pident80.574,HCV,1b,100.0
MW689984|geneNS5A|query6242-7585|h77_aa1-448|extracted_nt1344|aligned_aa452|pident78.761,HCV,1g,100.0
MW689985|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.312,HCV,1a,100.0
MW689987|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident91.964,HCV,1a,100.0
MW689988|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident87.946,HCV,1a,100.0
MW690011|geneNS5A|query6240-7583|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.411,HCV,1a,100.0
MW690013|geneNS5A|query6241-7584|h77_aa1-448|extracted_nt1344|aligned_aa448|pident83.482,HCV,1c,55.0
MW690010|geneNS5A|query6263-7606|h77_aa1-448|extracted_nt1344|aligned_aa448|pident79.018,HCV,1e,100.0
MW690012|geneNS5A|query6242-7585|h77_aa1-448|extracted_nt1344|aligned_aa450|pident80.000,HCV,1g,100.0
MN628583|geneNS5A|query6069-7424|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.670,HCV,3a,100.0
MN628585|geneNS5A|query6271-7626|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.110,HCV,3a,100.0
MN628586|geneNS5A|query6259-7614|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
MN628582|geneNS5A|query6293-7648|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.110,HCV,3a,100.0
MN628587|geneNS5A|query6266-7621|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
MN628588|geneNS5A|query6267-7622|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
MN628590|geneNS5A|query6275-7630|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
MN628591|geneNS5A|query6280-7635|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.110,HCV,3a,100.0
MN641936|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident72.381,HCV,3a,100.0
MN641934|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident72.381,HCV,1a,100.0
MN641937|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident74.286,HCV,3a,100.0
MN641935|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident78.095,HCV,3a,100.0
MN641940|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident76.190,HCV,3a,100.0
MN641941|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident76.190,HCV,3a,100.0
MN641970|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident80.000,HCV,4d,100.0
MN641972|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident73.333,HCV,4d,100.0
MN641975|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident98.095,HCV,1a,100.0
MN641976|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident99.048,HCV,1a,100.0
MN641969|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident76.190,HCV,4d,100.0
MN641977|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident89.524,HCV,1a,100.0
MN641978|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident78.095,HCV,3a,100.0
MN641973|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident99.048,HCV,1a,100.0
MN641979|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident70.476,HCV,3a,100.0
MN641971|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident80.000,HCV,4d,100.0
MN782310|geneNS5A|query6202-7530|h77_aa3-448|extracted_nt1329|aligned_aa450|pident72.222,HCV,4a,100.0
MT062958|geneNS5A|query4-291|h77_aa8-103|extracted_nt288|aligned_aa96|pident77.083,HCV,3a,100.0
MT062959|geneNS5A|query4-291|h77_aa8-103|extracted_nt288|aligned_aa96|pident75.000,HCV,3a,100.0
MT062960|geneNS5A|query4-291|h77_aa8-103|extracted_nt288|aligned_aa96|pident76.042,HCV,3a,100.0
MT062962|geneNS5A|query4-291|h77_aa8-103|extracted_nt288|aligned_aa96|pident76.042,HCV,3a,100.0
MT062964|geneNS5A|query4-291|h77_aa8-103|extracted_nt288|aligned_aa96|pident76.042,HCV,3a,100.0
MT151164|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident79.310,HCV,4v,100.0
MT151166|geneNS5A|query13-354|h77_aa5-118|extracted_nt342|aligned_aa114|pident78.070,HCV,4r,100.0
MT151167|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident79.661,HCV,1l,100.0
MT151165|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident67.797,HCV,2j,100.0
MT151169|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident80.508,HCV,1l,100.0
MT151200|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident92.373,HCV,1a,100.0
MT151199|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident83.051,HCV,1b,100.0
MT151198|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident78.448,HCV,4v,100.0
MT151203|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident79.310,HCV,4d,100.0
MT151201|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident81.356,HCV,1b,100.0
MT151230|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident77.586,HCV,4r,100.0
MT151233|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident75.000,HCV,4m,100.0
MT151234|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident81.356,HCV,1g,100.0
MT151232|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident76.724,HCV,4r,100.0
MT151237|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident81.034,HCV,4r,100.0
MT151280|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident81.356,HCV,1b,100.0
MT151284|geneNS5A|query7-354|h77_aa3-118|extracted_nt348|aligned_aa116|pident79.310,HCV,4k,100.0
MT151285|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident80.508,HCV,1b,100.0
MT151281|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident73.729,HCV,3a,100.0
MT151286|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident69.492,HCV,3h,100.0
MT151282|geneNS5A|query1-354|h77_aa1-118|extracted_nt354|aligned_aa118|pident67.797,HCV,2j,42.0
MT184371|geneNS5A|query6242-7582|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
MT184370|geneNS5A|query6242-7582|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
MW205418|geneNS5A|query1-414|h77_aa7-144|extracted_nt414|aligned_aa138|pident71.014,HCV,6e,100.0
MW205379|geneNS5A|query1-636|h77_aa10-221|extracted_nt636|aligned_aa212|pident78.774,HCV,4v,50.0
MW205458|geneNS5A|query1-462|h77_aa1-154|extracted_nt462|aligned_aa154|pident65.584,HCV,2j,65.0
MZ327761|geneNS5A|query6170-7510|h77_aa2-448|extracted_nt1341|aligned_aa447|pident93.736,HCV,1a,100.0
MZ327772|geneNS5A|query6200-7552|h77_aa1-448|extracted_nt1353|aligned_aa456|pident70.175,HCV,3a,100.0
MZ327783|geneNS5A|query6198-7553|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.549,HCV,3a,100.0
MZ327775|geneNS5A|query6182-7522|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.134,HCV,1b,100.0
MZ327749|geneNS5A|query6167-7510|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MZ327786|geneNS5A|query6198-7553|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.956,HCV,3a,100.0
MZ327791|geneNS5A|query6183-7523|h77_aa1-448|extracted_nt1341|aligned_aa448|pident79.911,HCV,1b,100.0
MZ327788|geneNS5A|query6154-7497|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MZ327784|geneNS5A|query6194-7591|h77_aa1-448|extracted_nt1398|aligned_aa472|pident58.475,HCV,2b,100.0
MZ327800|geneNS5A|query6194-7591|h77_aa1-448|extracted_nt1398|aligned_aa472|pident58.686,HCV,2b,100.0
MZ327792|geneNS5A|query6167-7510|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.089,HCV,1a,100.0
MZ327799|geneNS5A|query6198-7553|h77_aa1-448|extracted_nt1356|aligned_aa456|pident68.860,HCV,3a,100.0
MZ327798|geneNS5A|query6182-7525|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.866,HCV,1a,100.0
ON506748|geneNS5A|query112-717|h77_aa1-202|extracted_nt606|aligned_aa202|pident93.564,HCV,1a,100.0
ON506760|geneNS5A|query175-783|h77_aa1-203|extracted_nt609|aligned_aa203|pident94.089,HCV,1a,100.0
ON506780|geneNS5A|query134-751|h77_aa1-206|extracted_nt618|aligned_aa206|pident80.583,HCV,1b,100.0
ON506799|geneNS5A|query180-761|h77_aa3-196|extracted_nt582|aligned_aa194|pident78.866,HCV,4d,100.0
ON506801|geneNS5A|query64-672|h77_aa1-203|extracted_nt609|aligned_aa203|pident78.818,HCV,4a,100.0
ON506805|geneNS5A|query167-778|h77_aa1-204|extracted_nt612|aligned_aa204|pident75.490,HCV,3a,100.0
ON506793|geneNS5A|query153-722|h77_aa3-192|extracted_nt570|aligned_aa190|pident78.421,HCV,4d,100.0
ON595719|geneNS5A|query1-342|h77_aa15-128|extracted_nt342|aligned_aa114|pident75.439,HCV,3a,100.0
MW689951|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.312,HCV,1a,100.0
MW689949|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident90.402,HCV,1a,100.0
MW689950|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident88.393,HCV,1a,100.0
MW689962|geneNS5A|query6062-7405|h77_aa1-448|extracted_nt1344|aligned_aa448|pident89.286,HCV,1a,100.0
MW689963|geneNS5A|query6062-7405|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.643,HCV,1a,100.0
MW689961|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
MW689959|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.634,HCV,1a,100.0
MW689970|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
MW689973|geneNS5A|query6226-7566|h77_aa1-448|extracted_nt1341|aligned_aa453|pident79.029,HCV,1b,100.0
MW689972|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.750,HCV,1a,100.0
MW689971|geneNS5A|query6221-7561|h77_aa1-448|extracted_nt1341|aligned_aa449|pident79.733,HCV,1b,100.0
MW689982|geneNS5A|query6062-7405|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.866,HCV,1a,100.0
MW689983|geneNS5A|query6280-7623|h77_aa1-448|extracted_nt1344|aligned_aa448|pident79.911,HCV,1l,100.0
MW689980|geneNS5A|query6062-7405|h77_aa1-448|extracted_nt1344|aligned_aa448|pident88.616,HCV,1a,100.0
MW689979|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.759,HCV,1a,100.0
MW689990|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident92.188,HCV,1a,100.0
MW689991|geneNS5A|query6226-7566|h77_aa1-448|extracted_nt1341|aligned_aa449|pident80.178,HCV,1b,100.0
MW689992|geneNS5A|query6226-7566|h77_aa1-448|extracted_nt1341|aligned_aa449|pident81.069,HCV,1b,100.0
MW689993|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.089,HCV,1a,100.0
MW689995|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident89.286,HCV,"unassigned_1, 1a-1b",NA
MW689998|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.080,HCV,1a,100.0
MW689997|geneNS5A|query6226-7566|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.357,HCV,1b,100.0
MW689996|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.420,HCV,1a,100.0
MW690001|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident87.946,HCV,1a,100.0
MW690003|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident91.071,HCV,1a,100.0
MW690000|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident89.509,HCV,1a,100.0
MW690002|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.304,HCV,1a,100.0
MW690007|geneNS5A|query6242-7585|h77_aa1-448|extracted_nt1344|aligned_aa450|pident80.000,HCV,1g,100.0
MW690005|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.750,HCV,1a,100.0
MW690008|geneNS5A|query6242-7585|h77_aa1-448|extracted_nt1344|aligned_aa448|pident79.688,HCV,1b,55.0
MW690006|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident90.402,HCV,1a,100.0
MW690015|geneNS5A|query6249-7592|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.982,HCV,1a,100.0
MW690017|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.420,HCV,1a,100.0
MW690018|geneNS5A|query6107-7450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.866,HCV,1a,100.0
MW690016|geneNS5A|query6226-7566|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.580,HCV,1b,100.0
MN628574|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.110,HCV,3a,100.0
MN628575|geneNS5A|query6265-7620|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.549,HCV,3a,100.0
MN628576|geneNS5A|query6311-7666|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.175,HCV,3a,100.0
MW690020|geneNS5A|query6258-7601|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.536,HCV,1a,100.0
MN628581|geneNS5A|query6270-7625|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
MN628580|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.196,HCV,1a,100.0
MN628579|geneNS5A|query6262-7617|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.989,HCV,3a,100.0
MN628577|geneNS5A|query6263-7618|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.298,HCV,3a,100.0
MN628593|geneNS5A|query6221-7576|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.670,HCV,3a,100.0
MN628594|geneNS5A|query6277-7632|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.769,HCV,3a,100.0
MN628592|geneNS5A|query6251-7594|h77_aa1-448|extracted_nt1344|aligned_aa448|pident95.759,HCV,1a,100.0
MN628596|geneNS5A|query6407-7762|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.737,HCV,3a,100.0
MN641919|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident98.095,HCV,1a,100.0
MN641923|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident98.095,HCV,1a,100.0
MN641921|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident97.143,HCV,1a,100.0
MN641922|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident99.048,HCV,1a,100.0
MN641925|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident90.476,HCV,1a,100.0
MN641926|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident89.524,HCV,1a,100.0
MN641954|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident77.143,HCV,3a,100.0
MN641956|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident76.190,HCV,3a,100.0
MN641955|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident76.190,HCV,3a,100.0
MN641960|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident79.048,HCV,4d,100.0
MN641962|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident76.190,HCV,4d,100.0
MN641959|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident79.048,HCV,4d,100.0
