name,virus,subtype,bootstrap support
ON630764|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630768|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.306,HCV,1a,100.0
ON630770|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630774|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.415,HCV,1a,100.0
ON630777|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630779|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630782|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630785|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630788|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630791|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630795|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630796|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630800|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
ON630804|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630805|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630809|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.147,HCV,1a,100.0
ON630811|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630814|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630819|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630820|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630823|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.732,HCV,1a,100.0
ON630827|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630831|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630832|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
ON630836|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.147,HCV,1a,100.0
ON630840|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.989,HCV,1a,100.0
ON630841|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
ON630846|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630847|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
ON630851|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.147,HCV,1a,100.0
ON630855|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.989,HCV,1a,100.0
ON630857|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
ON630861|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630864|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON630866|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.989,HCV,1a,100.0
ON630869|geneNS3|query3302-5194|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
ON630872|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON630876|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON630879|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident87.005,HCV,4d,100.0
ON630881|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.529,HCV,4d,100.0
ON630883|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.688,HCV,4d,100.0
ON630888|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.529,HCV,4d,100.0
ON630891|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.212,HCV,4d,100.0
ON630892|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON630896|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON603922|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON630900|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.529,HCV,4d,100.0
ON630899|geneNS3|query3299-5191|h77_aa1-631|extracted_nt1893|aligned_aa631|pident86.371,HCV,4d,100.0
ON603925|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603924|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603926|geneNS3|query4-543|h77_aa2-181|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
ON603930|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.691,HCV,3a,100.0
ON603928|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.138,HCV,3a,100.0
ON603927|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.243,HCV,3a,100.0
ON603932|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603931|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident74.033,HCV,3a,100.0
ON603934|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.243,HCV,3a,100.0
ON603938|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603937|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603936|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603940|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident76.796,HCV,3a,100.0
ON603939|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.138,HCV,3a,100.0
ON603935|geneNS3|query1-543|h77_aa1-181|extracted_nt543|aligned_aa181|pident75.691,HCV,3a,100.0
MN628575|geneNS3|query3427-5319|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.824,HCV,3a,100.0
MN628577|geneNS3|query3425-5317|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MN628580|geneNS3|query3413-5305|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
MN628582|geneNS3|query3455-5347|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MN628586|geneNS3|query3421-5313|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
MN628590|geneNS3|query3437-5329|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MN628592|geneNS3|query3413-5305|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.415,HCV,1a,100.0
MN628596|geneNS3|query3569-5461|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MN650758|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.778,HCV,1a,100.0
MN650760|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident95.000,HCV,1a,100.0
MN650762|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident94.444,HCV,1a,100.0
MN650763|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650765|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650761|geneNS3|query1-537|h77_aa1-179|extracted_nt537|aligned_aa179|pident94.972,HCV,1a,100.0
MN650764|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650769|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650770|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650768|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650766|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident95.556,HCV,1a,100.0
MN650773|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.778,HCV,1a,100.0
MN650771|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident93.889,HCV,1a,100.0
MN650772|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident97.222,HCV,1a,100.0
MN650779|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650780|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650782|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650785|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650786|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650784|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650787|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650781|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650789|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.556,HCV,3a,100.0
MN650790|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident76.111,HCV,3a,100.0
MN650794|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident73.889,HCV,3a,100.0
MN650795|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650796|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident75.000,HCV,3a,100.0
MN650798|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident74.444,HCV,3a,100.0
MN650793|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident70.000,HCV,3a,100.0
MN650791|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident73.333,HCV,3a,100.0
MN650802|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.556,HCV,4d,100.0
MN650800|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.556,HCV,4d,100.0
MN650799|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.000,HCV,4d,100.0
MN650805|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident81.111,HCV,4d,100.0
MN650806|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.000,HCV,4d,100.0
MN650803|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident81.667,HCV,4d,100.0
MN650808|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.111,HCV,1a,100.0
MN650801|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident81.111,HCV,4d,100.0
MN650810|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.111,HCV,1a,100.0
MN650811|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650812|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.667,HCV,1a,100.0
MN650815|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident80.000,HCV,4d,100.0
MN650814|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident71.667,HCV,3a,100.0
MN650813|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident96.111,HCV,1a,100.0
MN650817|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident78.889,HCV,4d,100.0
MN650819|geneNS3|query1-540|h77_aa1-180|extracted_nt540|aligned_aa180|pident74.444,HCV,3a,100.0
MW041297|geneNS3|query3432-5324|h77_aa1-631|extracted_nt1893|aligned_aa631|pident82.726,HCV,2j,99.0
MW041294|geneNS3|query3431-5323|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.933,HCV,2j,67.0
MW041296|geneNS3|query3428-5320|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.775,HCV,2c,95.0
MW041298|geneNS3|query3388-5280|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.933,HCV,2a,82.0
MZ327742|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.891,HCV,1a,100.0
MZ327737|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
MZ327735|geneNS3|query3360-5252|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.616,HCV,3a,100.0
MZ327730|geneNS3|query3363-5255|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MZ327738|geneNS3|query3362-5254|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
MZ327739|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
MZ327731|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
MZ327732|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.355,HCV,1a,100.0
MZ327749|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
MZ327747|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
MZ327740|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.147,HCV,1a,100.0
MZ327744|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
MZ327758|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.574,HCV,1a,100.0
MZ327750|geneNS3|query3362-5254|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MZ327745|geneNS3|query3359-5251|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.824,HCV,3a,100.0
MZ327754|geneNS3|query3362-5254|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MZ327756|geneNS3|query3362-5254|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
MZ327748|geneNS3|query3362-5254|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MZ327752|geneNS3|query3341-5233|h77_aa1-631|extracted_nt1893|aligned_aa631|pident85.578,HCV,4d,100.0
MZ327759|geneNS3|query3363-5255|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,3a,100.0
MZ327760|geneNS3|query3332-5224|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
MZ327757|geneNS3|query3362-5254|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,3a,100.0
MZ327762|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident96.038,HCV,1a,100.0
MZ327768|geneNS3|query3316-5208|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.306,HCV,1a,100.0
MZ327763|geneNS3|query3504-5381|h77_aa6-631|extracted_nt1878|aligned_aa626|pident97.764,HCV,1a,100.0
MZ327765|geneNS3|query3345-5237|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.415,HCV,1a,100.0
MZ327774|geneNS3|query3345-5237|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.552,HCV,1b,100.0
MZ327771|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.306,HCV,1a,100.0
MZ327767|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.257,HCV,1a,100.0
MZ327770|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
MZ327769|geneNS3|query3353-5245|h77_aa1-631|extracted_nt1893|aligned_aa631|pident92.393,HCV,1b,100.0
MZ327761|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
MZ327766|geneNS3|query3325-5217|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.940,HCV,1a,100.0
MZ327773|geneNS3|query3357-5249|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
MZ327781|geneNS3|query3362-5254|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,3a,100.0
MZ327775|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident93.185,HCV,1b,100.0
MZ327782|geneNS3|query3339-5231|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
MZ327777|geneNS3|query3346-5238|h77_aa1-631|extracted_nt1893|aligned_aa631|pident95.880,HCV,1a,100.0
MZ327786|geneNS3|query3360-5252|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
MZ327779|geneNS3|query3360-5252|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,3a,100.0
MZ327795|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
MZ327785|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
MZ327784|geneNS3|query3356-5248|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.933,HCV,2b,100.0
MZ327780|geneNS3|query3360-5252|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.349,HCV,3a,100.0
ON314812|geneNS3|query3154-5046|h77_aa1-631|extracted_nt1893|aligned_aa631|pident77.813,HCV,2j,33.0
ON314813|geneNS3|query3154-5046|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,2k,47.0
MZ327787|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident99.049,HCV,1a,100.0
MZ327792|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.464,HCV,1a,100.0
ON314814|geneNS3|query3154-5046|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,2q,72.0
MZ327793|geneNS3|query3329-5221|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
MZ327789|geneNS3|query3364-5256|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
MZ327799|geneNS3|query3360-5252|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
ON314818|geneNS3|query3157-5049|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,2k,85.0
ON314816|geneNS3|query3153-5045|h77_aa1-631|extracted_nt1893|aligned_aa631|pident82.092,HCV,2j,98.0
MZ327798|geneNS3|query3344-5236|h77_aa1-631|extracted_nt1893|aligned_aa631|pident98.098,HCV,1a,100.0
ON314825|geneNS3|query3404-5296|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,2q,58.0
MZ327800|geneNS3|query3356-5248|h77_aa1-631|extracted_nt1893|aligned_aa631|pident82.250,HCV,2b,100.0
ON314819|geneNS3|query3157-5049|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.775,HCV,2k,58.0
ON314828|geneNS3|query3417-5309|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,2k,95.0
PQ365500|geneNS3|query3413-5305|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.623,HCV,1a,100.0
PQ365498|geneNS3|query3425-5317|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,3a,100.0
PQ365501|geneNS3|query3428-5320|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.300,HCV,3a,100.0
ON314823|geneNS3|query3353-5245|h77_aa1-631|extracted_nt1893|aligned_aa631|pident78.922,HCV,2m,51.0
PQ365503|geneNS3|query3217-5109|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
PQ365513|geneNS3|query3429-5321|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,97.0
PQ365516|geneNS3|query3217-5109|h77_aa1-631|extracted_nt1893|aligned_aa631|pident95.404,HCV,1a,100.0
MZ327797|geneNS3|query3346-5238|h77_aa1-631|extracted_nt1893|aligned_aa631|pident97.781,HCV,1a,100.0
PQ365505|geneNS3|query3433-5325|h77_aa1-631|extracted_nt1893|aligned_aa631|pident82.250,HCV,3b,100.0
PQ365512|geneNS3|query3428-5320|h77_aa1-631|extracted_nt1893|aligned_aa631|pident80.983,HCV,3a,100.0
PQ365509|geneNS3|query3395-5287|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.141,HCV,3a,100.0
PQ365511|geneNS3|query3395-5287|h77_aa1-631|extracted_nt1893|aligned_aa631|pident81.458,HCV,3a,100.0
