Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
PQ660857,"UNASSIGNED_1, 4A-1A","UNASSIGNED_1, 4A-1A",4A,4A,4A,5,,2,"4A;UNASSIGNED_1, 4A-1A",AllFiveDisagree
MK327981,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327983,6G,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327984,6G,6A,6G,6G,,4,GenBank,2,6A;6G,AvailableCallsDisagree
MK327985,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK327987,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK327989,6W,2B,6XH,6XH,,4,GenBank,3,2B;6W;6XH,AvailableCallsDisagree
MK327990,6W,1B,6N,6S,,4,GenBank,4,1B;6N;6S;6W,AvailableCallsDisagree
MK327991,6W,1B,6XA,6XD,,4,GenBank,4,1B;6W;6XA;6XD,AvailableCallsDisagree
MK327993,1B,1B,6XD,6XD,,4,GenBank,2,1B;6XD,AvailableCallsDisagree
MK327995,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327996,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK327998,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK327999,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328001,6W,1B,6XA,6D,,4,GenBank,4,1B;6D;6W;6XA,AvailableCallsDisagree
MK328002,6W,1B,6XH,6XH,,4,GenBank,3,1B;6W;6XH,AvailableCallsDisagree
MK328003,6W,1B,6XH,6XH,,4,GenBank,3,1B;6W;6XH,AvailableCallsDisagree
MK328004,6A,6A,6B,6XD,,4,GenBank,3,6A;6B;6XD,AvailableCallsDisagree
MK328005,6G,1B,6G,6G,,4,GenBank,2,1B;6G,AvailableCallsDisagree
MK328006,6W,1B,6XH,6XH,,4,GenBank,3,1B;6W;6XH,AvailableCallsDisagree
MK328007,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK328009,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK328010,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328012,1B,1B,6D,6D,,4,GenBank,2,1B;6D,AvailableCallsDisagree
MK328014,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328015,6G,1B,6G,6G,,4,GenBank,2,1B;6G,AvailableCallsDisagree
MK328016,"UNASSIGNED_1, 6G-3B",1B,6G,6G,,4,GenBank,3,"1B;6G;UNASSIGNED_1, 6G-3B",AvailableCallsDisagree
MK328018,6W,2B,6G,6G,,4,GenBank,3,2B;6G;6W,AvailableCallsDisagree
MK328019,6G,1B,6G,6G,,4,GenBank,2,1B;6G,AvailableCallsDisagree
MK328020,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK328021,6W,6W,6XA,6S,,4,GenBank,3,6S;6W;6XA,AvailableCallsDisagree
MK328022,6G,2B,6G,6G,,4,GenBank,2,2B;6G,AvailableCallsDisagree
MK328023,6W,4F,6L,6XD,,4,GenBank,4,4F;6L;6W;6XD,AvailableCallsDisagree
MK328024,6G,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328025,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328026,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK548362,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK548363,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK548364,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK548365,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK548366,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK548367,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK548368,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK548369,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
MK962402,1B,1B,1H,1H,,4,GenBank,2,1B;1H,AvailableCallsDisagree
MK962404,1B,1B,1M,1M,,4,GenBank,2,1B;1M,AvailableCallsDisagree
MK962411,4K,4K,4G,4K,4H,5,,3,4G;4H;4K,AllFiveDisagree
MK962414,1B,2C,2L,2L,2L,5,,3,1B;2C;2L,AllFiveDisagree
MK962418,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
MK962419,4V,4V,4B,4B,4B,5,,2,4B;4V,AllFiveDisagree
MK962420,2J,2J,2Q,2Q,2I,5,,3,2I;2J;2Q,AllFiveDisagree
MK990302,2J,2J,2M,2D,,4,GenBank,3,2D;2J;2M,AvailableCallsDisagree
MK990303,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MK990304,2C,2C,2F,2F,,4,GenBank,2,2C;2F,AvailableCallsDisagree
MK990306,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
MK990307,2K,2K,2D,2J,,4,GenBank,3,2D;2J;2K,AvailableCallsDisagree
MK990308,2C,2C,2Q,2Q,,4,GenBank,2,2C;2Q,AvailableCallsDisagree
MN164845,1A,1B,1A,1O,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164847,1A,1B,1A,1O,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164848,"UNASSIGNED_1, 1A-1L",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1A-1L",AvailableCallsDisagree
MN164849,1A,1C,1A,1C,,4,GenBank,2,1A;1C,AvailableCallsDisagree
MN164850,"UNASSIGNED_1, 1A-1C",1A,1A,1O,,4,GenBank,3,"1A;1O;UNASSIGNED_1, 1A-1C",AvailableCallsDisagree
MN164851,"UNASSIGNED_1, 1B-1A",1B,1B,1I,,4,GenBank,3,"1B;1I;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN164852,1A,1C,1A,1M,,4,GenBank,3,1A;1C;1M,AvailableCallsDisagree
MN164853,"UNASSIGNED_1, 1A-1B",1B,1A,1B,,4,GenBank,3,"1A;1B;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
MN164854,"UNASSIGNED_1, 1A-1L","UNASSIGNED_1, 1L-1A",1A,1L,,4,GenBank,4,"1A;1L;UNASSIGNED_1, 1A-1L;UNASSIGNED_1, 1L-1A",AvailableCallsDisagree
MN164855,"UNASSIGNED_1, 1B-1A",1B,1A,1I,,4,GenBank,4,"1A;1B;1I;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN164856,1A,1B,1A,1A,1P,5,,3,1A;1B;1P,AllFiveDisagree
MN164857,"UNASSIGNED_1, 1A-4A","UNASSIGNED_1, 1B-4A",1A,1A,1P,5,,4,"1A;1P;UNASSIGNED_1, 1A-4A;UNASSIGNED_1, 1B-4A",AllFiveDisagree
MN164858,1A,1B,1A,1O,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164859,1A,1B,1A,1O,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164862,"UNASSIGNED_1, 1A-1B",1B,1A,1A,,4,GenBank,3,"1A;1B;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
MN164863,1A,1B,1A,1A,,4,GenBank,2,1A;1B,AvailableCallsDisagree
MN164868,"UNASSIGNED_1, 1A-1B",1B,1A,1B,,4,GenBank,3,"1A;1B;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
MN164870,"UNASSIGNED_1, 1L-1A-1B",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-1A-1B",AvailableCallsDisagree
MN164871,1A,1B,1O,1O,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164872,1A,1A,1A,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
MN164873,"UNASSIGNED_1, 1B-1A",1B,1B,1B,1P,5,,3,"1B;1P;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MN164874,"UNASSIGNED_1, 1B-1A",1B,1A,1B,,4,GenBank,3,"1A;1B;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN164876,"UNASSIGNED_1, 1B-1A",1B,1A,1B,1P,5,,4,"1A;1B;1P;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MN164877,"UNASSIGNED_1, 1L-1A",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-1A",AvailableCallsDisagree
MN240359,6W,2B,6XA,6XA,,4,GenBank,3,2B;6W;6XA,AvailableCallsDisagree
LC773639,4F,4A,4C,4F,4E,5,,4,4A;4C;4E;4F,AllFiveDisagree
LC773640,4A,4A,4C,4C,4E,5,,3,4A;4C;4E,AllFiveDisagree
PQ899568,"UNASSIGNED_1, 5A-1C",2B,5B,5B,,4,GenBank,3,"2B;5B;UNASSIGNED_1, 5A-1C",AvailableCallsDisagree
PP092205,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
PP092206,6W,2B,8A,8A,,4,GenBank,3,2B;6W;8A,AvailableCallsDisagree
PP092207,6W,1B,5A,8A,,4,GenBank,4,1B;5A;6W;8A,AvailableCallsDisagree
PP092208,6W,1B,8A,8A,,4,GenBank,3,1B;6W;8A,AvailableCallsDisagree
MG878999,1B,1B,6XG,6XD,,4,GenBank,3,1B;6XD;6XG,AvailableCallsDisagree
MG879000,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MH477423,2A,2J,2U,2U,,4,GenBank,3,2A;2J;2U,AvailableCallsDisagree
MH477425,2A,2J,2C,2A,,4,GenBank,3,2A;2C;2J,AvailableCallsDisagree
MH492360,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH492361,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH492362,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH590698,"UNASSIGNED_1, 2J-5A",1B,8A,8A,,4,GenBank,3,"1B;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590699,"UNASSIGNED_1, 2J-5A",1B,8A,8A,,4,GenBank,3,"1B;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590700,"UNASSIGNED_1, 1B-6W",1B,8A,8A,,4,GenBank,3,"1B;8A;UNASSIGNED_1, 1B-6W",AvailableCallsDisagree
MH590701,"UNASSIGNED_1, 2J-5A",1B,8A,8A,,4,GenBank,3,"1B;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH714567,6E,6E,6E,6E,6EZ,5,,2,6E;6EZ,AllFiveDisagree
MH714570,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MH714578,6E,6E,6XC,6XC,6XC,5,,2,6E;6XC,AllFiveDisagree
MH714587,6L,6L,6XB,6XB,,4,GenBank,2,6L;6XB,AvailableCallsDisagree
MH714596,4K,4K,6Q,6Q,,4,GenBank,2,4K;6Q,AvailableCallsDisagree
MH742360,"UNASSIGNED_1, 4V-4K","UNASSIGNED_1, 4V-4K",4Q,4Q,4Q,5,,2,"4Q;UNASSIGNED_1, 4V-4K",AllFiveDisagree
MH742362,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
MH742366,"UNASSIGNED_1, 4V-4M",4V,4Q,4Q,4Q,5,,3,"4Q;4V;UNASSIGNED_1, 4V-4M",AllFiveDisagree
MH742368,"UNASSIGNED_1, 4V-4G",4F,4S,4S,4S,5,,3,"4F;4S;UNASSIGNED_1, 4V-4G",AllFiveDisagree
MH742369,"UNASSIGNED_1, 4V-4A-4P",4V,4V,4V,4V,5,,2,"4V;UNASSIGNED_1, 4V-4A-4P",AllFiveDisagree
MH885469,1C,1C,1O,1O,,4,GenBank,2,1C;1O,AvailableCallsDisagree
MH940291,7A,2A,7A,7A,,4,GenBank,2,2A;7A,AvailableCallsDisagree
MK139015,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139016,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139017,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139018,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139019,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139020,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139021,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139022,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
D84263,6D,6D,8A,6D,,4,GenBank,2,6D;8A,AvailableCallsDisagree
D89815,"UNASSIGNED_1, 1B-6D-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6D-6B",AvailableCallsDisagree
DQ155560,"UNASSIGNED_1, 6P-2J-2A-2K-2J",6P,2I,6P,2I,5,,3,"2I;6P;UNASSIGNED_1, 6P-2J-2A-2K-2J",AllFiveDisagree
DQ278891,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ278893,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ364460,"UNASSIGNED_1, 1B-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
DQ835767,6M,6M,8A,6M,6M,5,,2,6M;8A,AllFiveDisagree
EF026073,2J,1B,5A,5A,,4,GenBank,3,1B;2J;5A,AvailableCallsDisagree
EF139664,"UNASSIGNED_1, 1B-3B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-3B",AvailableCallsDisagree
EF420134,6H,1B,8A,5A,,4,GenBank,4,1B;5A;6H;8A,AvailableCallsDisagree
OR497876,"UNASSIGNED_1, 1B-2K",1B,1B,1B,2K1B,5,,3,"1B;2K1B;UNASSIGNED_1, 1B-2K",AllFiveDisagree
AB049088,"UNASSIGNED_1, 1B-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6B",AllFiveDisagree
AB049089,"UNASSIGNED_1, 1B-6H-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-6B",AllFiveDisagree
AB049090,"UNASSIGNED_1, 1B-6K-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6K-6B",AllFiveDisagree
AB049091,"UNASSIGNED_1, 1B-2B-6D-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-2B-6D-6B",AllFiveDisagree
AB049095,"UNASSIGNED_1, 1B-6H-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-6B",AllFiveDisagree
AB049101,"UNASSIGNED_1, 1B-6K-6D-6B",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6K-6D-6B",AllFiveDisagree
AB622121,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB622123,"UNASSIGNED_1, 2B-1B",1B,2B,1B,,4,GenBank,3,"1B;2B;UNASSIGNED_1, 2B-1B",AvailableCallsDisagree
AB677527,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677528,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677529,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677530,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677531,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677532,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677533,"UNASSIGNED_1, 1B-2B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB709477,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
AF356827,"UNASSIGNED_1, 1B-6H-2A-6H-6D-3G",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-2A-6H-6D-3G",AllFiveDisagree
AM408911,2J,1B,5A,5A,,4,GenBank,3,1B;2J;5A,AvailableCallsDisagree
AY070170,"UNASSIGNED_1, 2K-1B",1B,2K,1B,,4,GenBank,3,"1B;2K;UNASSIGNED_1, 2K-1B",AvailableCallsDisagree
AY070171,"UNASSIGNED_1, 2K-1B",1B,2K,1B,,4,GenBank,3,"1B;2K;UNASSIGNED_1, 2K-1B",AvailableCallsDisagree
AY070172,"UNASSIGNED_1, 2K-1B",1B,2K,1B,,4,GenBank,3,"1B;2K;UNASSIGNED_1, 2K-1B",AvailableCallsDisagree
AY070214,"UNASSIGNED_1, 2K-1B",1B,2K,1B,,4,GenBank,3,"1B;2K;UNASSIGNED_1, 2K-1B",AvailableCallsDisagree
AY070215,"UNASSIGNED_1, 2K-1B",1B,2K,1B,,4,GenBank,3,"1B;2K;UNASSIGNED_1, 2K-1B",AvailableCallsDisagree
AY878650,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
AY878651,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
HQ537005,"UNASSIGNED_1, 1B-2J-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2J-2K",AllFiveDisagree
HQ537006,"UNASSIGNED_1, 1B-2J-2Q-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2J-2Q-2K",AllFiveDisagree
HQ537007,1B,1B,1K,1K,,4,GenBank,2,1B;1K,AvailableCallsDisagree
HQ623202,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
HQ623209,1B,1B,1I,1I,1B,5,,2,1B;1I,AllFiveDisagree
HQ623229,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
HQ623252,1E,1E,1E,1E,1A,5,,2,1A;1E,AllFiveDisagree
HQ623274,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
HQ623282,5A,5A,2L,2L,,4,GenBank,2,2L;5A,AvailableCallsDisagree
HQ623283,6W,6W,2T,2T,,4,GenBank,2,2T;6W,AvailableCallsDisagree
HQ623284,2J,2J,2F,2F,,4,GenBank,2,2F;2J,AvailableCallsDisagree
HQ623287,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
HQ623293,6W,6W,2L,2L,,4,GenBank,2,2L;6W,AvailableCallsDisagree
HQ623295,4V,4V,2L,2L,,4,GenBank,2,2L;4V,AvailableCallsDisagree
HQ623303,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
HQ623305,2J,2J,2C,2C,,4,GenBank,2,2C;2J,AvailableCallsDisagree
HQ623306,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
HQ623310,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
HQ623318,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
HQ623340,2J,3A,3A,3A,3A,5,,2,2J;3A,AllFiveDisagree
HQ623402,4A,4A,4P,4P,,4,GenBank,2,4A;4P,AvailableCallsDisagree
HQ623403,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JF735110,2J,2B,2D,2J,,4,GenBank,3,2B;2D;2J,AvailableCallsDisagree
JF735112,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
JF735116,2J,2J,2Q,2F,,4,GenBank,3,2F;2J;2Q,AvailableCallsDisagree
JF735117,2J,2J,2D,2C,,4,GenBank,3,2C;2D;2J,AvailableCallsDisagree
JF735118,2K,2K,2Q,2Q,,4,GenBank,2,2K;2Q,AvailableCallsDisagree
JF735119,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
JF735121,3H,3H,3H,8A,3H,5,,2,3H;8A,AllFiveDisagree
JF735124,"UNASSIGNED_1, 3A-3G",2B,3H,3I,,4,GenBank,4,"2B;3H;3I;UNASSIGNED_1, 3A-3G",AvailableCallsDisagree
JF735125,"UNASSIGNED_1, 3I-3H-6H-6B",3I,3I,3I,3I,5,,2,"3I;UNASSIGNED_1, 3I-3H-6H-6B",AllFiveDisagree
JF735127,4K,4K,4B,4B,,4,GenBank,2,4B;4K,AvailableCallsDisagree
JF735129,"UNASSIGNED_1, 4V-4K",4V,4Q,4V,,4,GenBank,3,"4Q;4V;UNASSIGNED_1, 4V-4K",AvailableCallsDisagree
JF735130,"UNASSIGNED_1, 4V-4O",4V,4Q,4V,,4,GenBank,3,"4Q;4V;UNASSIGNED_1, 4V-4O",AvailableCallsDisagree
JF735131,"UNASSIGNED_1, 4V-4G",4V,4Q,4Q,,4,GenBank,3,"4Q;4V;UNASSIGNED_1, 4V-4G",AvailableCallsDisagree
JF735132,4V,4F,4Q,4Q,,4,GenBank,3,4F;4Q;4V,AvailableCallsDisagree
JF735134,4K,4A,4B,4B,,4,GenBank,3,4A;4B;4K,AvailableCallsDisagree
JF735135,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JF735136,"UNASSIGNED_1, 4V-4G",4F,4S,4S,,4,GenBank,3,"4F;4S;UNASSIGNED_1, 4V-4G",AvailableCallsDisagree
JF735138,4K,4K,4B,4B,,4,GenBank,2,4B;4K,AvailableCallsDisagree
JN704286,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
PX361034,"UNASSIGNED_1, 1L-2A",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2A",AvailableCallsDisagree
PX376057,"UNASSIGNED_1, 1L-2K-2J-2A-2Q",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2K-2J-2A-2Q",AvailableCallsDisagree
PX376058,"UNASSIGNED_1, 1L-2A",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2A",AvailableCallsDisagree
PX376059,"UNASSIGNED_1, 1L-4V-4F",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-4V-4F",AvailableCallsDisagree
PX386811,"UNASSIGNED_1, 1A-3A",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-3A",AllFiveDisagree
PX386926,2J,2J,2M,2M,,4,GenBank,2,2J;2M,AvailableCallsDisagree
PX386968,"UNASSIGNED_1, 3H-6A",3H,1K,3H,,4,GenBank,3,"1K;3H;UNASSIGNED_1, 3H-6A",AvailableCallsDisagree
PX386994,4A,4A,4A,4A,4C,5,,2,4A;4C,AllFiveDisagree
PX386995,4A,4A,4A,4A,4C,5,,2,4A;4C,AllFiveDisagree
