Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
ON630825,1,94.770,1a,94.344,2683-2855,
ON630826,1,94.540,1a,94.114,2683-2855,
ON630827,1,91.355,1a,91.083,2683-2855,
ON630828,1,91.112,1a,91.035,2683-2855,
ON630829,1,91.189,1a,91.080,2683-2855,
ON630830,1,95.075,1a,94.606,2683-2855,
ON630831,1,91.177,1a,91.068,2683-2855,
ON630832,1,95.097,1a,94.628,2683-2855,
ON630833,1,93.613,1a,93.459,2683-2855,
ON630834,1,94.781,1a,94.333,2683-2855,
ON630835,1,93.580,1a,93.416,2683-2855,
ON630836,1,94.377,1a,93.940,2683-2855,
ON630837,1,94.693,1a,94.289,2683-2855,
ON630838,1,94.857,1a,94.453,2683-2855,
ON630839,1,93.678,1a,93.448,2683-2855,
ON630840,1,93.328,1a,93.044,2683-2855,
ON630841,1,94.693,1a,94.213,2683-2855,
ON630842,1,94.573,1a,94.071,2683-2855,
ON630843,1,94.770,1a,94.366,2683-2855,
ON630844,1,93.743,1a,93.536,2683-2855,
ON630845,1,94.442,1a,94.049,2683-2855,
ON630846,1,94.497,1a,94.060,2683-2855,
ON630847,1,94.344,1a,94.016,2683-2855,
ON630848,1,94.224,1a,93.983,2683-2855,
ON630849,1,94.813,1a,94.311,2683-2855,
ON630850,1,91.428,1a,91.221,2683-2855,
ON630851,1,94.301,1a,93.994,2683-2855,
ON630852,1,94.890,1a,94.409,2683-2855,
ON630853,1,94.235,1a,93.994,2683-2855,
ON630854,1,93.931,1a,93.503,2683-2855,
ON630855,1,91.341,1a,91.352,2683-2855,
ON630856,1,91.057,1a,90.697,2683-2855,
ON630857,1,90.904,1a,90.610,2683-2855,
ON630858,1,92.062,1a,91.974,2683-2855,
ON630859,1,90.882,1a,90.821,2683-2855,
ON630860,1,93.787,1a,93.481,2683-2855,
ON630861,1,94.628,1a,94.202,2683-2855,
ON630862,1,91.559,1a,91.319,2683-2855,
ON630863,1,94.529,1a,94.366,2683-2855,
ON630864,1,94.715,1a,94.289,2683-2855,
ON630865,1,92.597,1a,92.411,2683-2855,
ON630866,1,91.723,1a,91.450,2683-2855,
ON630867,1,94.486,1a,93.994,2683-2855,
ON630868,1,94.912,1a,94.802,2683-2855,
ON630869,1,92.673,1a,92.509,2683-2855,
ON630870,4,80.072,4d,94.051,2683-2855,
ON630871,4,79.943,4d,93.930,2683-2855,
ON630872,4,79.884,4d,93.952,2683-2855,
ON630873,4,79.941,4d,93.984,2683-2855,
ON630874,4,80.061,4d,93.799,2683-2855,
ON630875,4,80.120,4d,93.764,2683-2855,
ON630876,4,79.983,4d,93.701,2683-2855,
ON630877,4,79.926,4d,93.732,2683-2855,
ON630878,4,79.969,4d,93.677,2683-2855,
ON630879,4,80.039,4d,94.301,2683-2855,
ON630880,4,80.138,4d,94.246,2683-2855,
ON630881,4,80.085,4d,94.104,2683-2855,
ON630882,4,80.310,4d,94.203,2683-2855,
ON630883,4,80.094,4d,94.257,2683-2855,
ON630884,4,79.967,4d,94.192,2683-2855,
ON630885,4,80.162,4d,93.786,2683-2855,
ON630886,4,80.089,4d,93.973,2683-2855,
ON630887,4,80.022,4d,93.983,2683-2855,
ON630888,4,80.120,4d,93.941,2683-2855,
ON630889,4,80.155,4d,93.930,2683-2855,
ON630890,4,80.009,4d,93.983,2683-2855,
ON630891,4,79.871,4d,93.830,2683-2855,
ON630892,4,79.980,4d,94.071,2683-2855,
ON630893,4,80.041,4d,93.809,2683-2855,
ON630894,4,80.037,4d,93.994,2683-2855,
ON630895,4,80.068,4d,94.531,2683-2855,
ON630896,4,79.900,4d,93.733,2683-2855,
ON630897,4,80.162,4d,93.983,2683-2855,
ON630898,4,80.037,4d,93.688,2683-2855,
ON630899,4,79.862,4d,93.786,2683-2855,
ON630900,4,78.953,4d,93.865,2683-2855,
MW675788,1,96.081,1a,95.638,2683-2855,
MW675789,1,96.103,1a,95.660,2683-2855,
MW675790,1,91.389,1a,91.289,2683-2855,
MW675791,1,91.232,1a,91.055,2683-2855,
MW675792,1,93.535,1a,93.147,2683-2855,
MW675793,1,91.611,1a,91.367,2683-2855,
MW675794,1,91.622,1a,91.378,2683-2855,
MW675795,1,91.586,1a,91.409,2683-2855,
MW675796,1,91.556,1a,91.322,2683-2855,
MW675797,4,79.677,4d,94.078,2683-2855,
MW675798,4,79.688,4d,94.033,2683-2855,
MW675799,4,79.642,4d,94.045,2683-2855,
MW675800,4,79.717,4d,93.978,2683-2855,
MN628574,3,93.701,3a,92.237,2683-2855,
MN628575,3,92.927,3a,91.593,2683-2855,
MN628576,3,93.122,3a,91.733,2683-2855,
MN628577,3,92.884,3a,91.668,2683-2855,
MN628578,3,92.651,3a,91.421,2683-2855,
MN628579,3,93.202,3a,91.828,2683-2855,
MN628580,1,92.147,1a,91.846,2683-2855,
MN628581,3,93.066,3a,91.769,2683-2855,
MN628582,3,93.318,3a,91.846,2683-2855,
MN628584,3,92.904,3a,91.408,2683-2855,
MN628585,3,93.314,3a,92.099,2683-2855,
MN628586,3,93.242,3a,91.675,2683-2855,
MN628587,3,93.512,3a,91.996,2683-2855,
MN628588,3,92.384,3a,91.029,2683-2855,
MN628589,3,93.082,3a,91.587,2683-2855,
MN628590,3,93.319,3a,91.703,2683-2855,
MN628591,3,93.488,3a,92.197,2683-2855,
MN628592,1,93.791,1a,94.123,2683-2855,
MN628593,3,93.457,3a,91.878,2683-2855,
MN628594,3,93.346,3a,91.676,2683-2855,
MN628595,3,93.401,3a,91.938,2683-2855,
MN628596,3,93.368,3a,91.897,2683-2855,
MN628597,3,93.426,3a,92.113,2683-2855,
MT032265,6,72.205,6n,95.981,2683-2855,
MT032266,8,73.209,8a,73.209,2683-2855,
MT032267,1,70.853,1g,71.296,2683-2855,
MT032268,6,72.050,6n,96.600,2683-2855,
MT032269,8,72.274,8a,72.274,2683-2855,
MT032270,8,72.430,8a,72.430,2683-2855,
MT032271,6,72.601,6n,95.827,2683-2855,
MT032272,8,71.807,8a,71.807,2683-2855,
MT032273,1,72.643,1a,72.531,2683-2855,
MT032274,6,71.933,6n,95.827,2683-2855,
MT032275,8,71.807,8a,71.807,2683-2855,
MT032276,8,72.446,8a,72.446,2683-2855,
MT032277,6,71.695,6n,95.672,2683-2855,
MT032278,8,72.741,8a,72.741,2683-2855,
MT032279,8,72.741,8a,72.741,2683-2855,
MT032280,8,71.919,8a,71.919,2683-2855,
MT032281,6,74.650,6xa,97.836,2683-2855,
MT032282,6,75.272,6xa,97.682,2683-2855,
MT032283,6,74.299,6xa,84.389,2683-2855,
MT032286,6,74.961,6xa,98.145,2683-2855,
MT032287,6,75.272,6xa,97.991,2683-2855,
MT032288,6,75.117,6xa,98.145,2683-2855,
MT032289,6,74.961,6xa,97.836,2683-2855,
MT032290,6,75.428,6xa,97.682,2683-2855,
MT032291,6,75.039,6xa,97.372,2683-2855,
MT032292,6,75.272,6xa,97.682,2683-2855,
MT032293,6,74.961,6xa,97.836,2683-2855,
MT032294,6,74.650,6xa,98.454,2683-2855,
MT032295,6,74.961,6xa,97.527,2683-2855,
MT032296,6,75.117,6xa,98.454,2683-2855,
MT032297,6,74.650,6xa,97.063,2683-2855,
MT032298,6,74.650,6xa,97.218,2683-2855,
MT032299,6,74.495,6xa,97.527,2683-2855,
MT032300,6,75.272,6xa,98.300,2683-2855,
MT032301,6,74.961,6xa,97.991,2683-2855,
MT032302,6,75.195,6xa,84.853,2683-2855,
MT032303,6,75.117,6xa,98.300,2683-2855,
MT032304,6,75.659,6xa,97.063,2683-2855,
MT032305,6,74.961,6xa,97.372,2683-2855,
MT603264,1,82.620,1b,95.250,2683-2855,
MT603266,1,81.140,1b,95.984,2683-2855,
MT603267,1,82.902,1b,96.275,2683-2855,
MT603268,3,97.655,3a,93.311,2688-2855,
MT603269,3,96.189,3a,92.085,2683-2855,
MT603270,3,96.707,3a,91.928,2683-2855,
MT603271,3,94.845,3a,91.176,2683-2855,
MT603272,3,95.759,3a,92.182,2683-2855,
MT603273,3,96.160,3a,92.171,2683-2855,
MT603275,3,97.206,3a,92.658,2683-2855,
MT603276,3,97.019,3a,93.006,2683-2855,
MT603277,3,94.118,3a,90.749,2683-2855,
MT603278,3,95.041,3a,91.749,2683-2855,
MT603279,3,96.933,3a,92.343,2683-2855,
MT603280,3,96.856,3a,93.572,2683-2855,
MT603281,3,97.353,3a,93.979,2683-2855,
MT603282,3,95.833,3a,92.000,2683-2855,
MT632105,1,79.005,1b,90.738,2683-2855,
MT632106,1,79.136,1b,91.282,2683-2855,
MT632107,1,78.650,1b,90.049,2683-2855,
MT632108,1,78.984,1b,90.899,2683-2855,
MT632109,1,79.640,1b,91.445,2683-2855,
MT632110,1,92.077,1a,91.795,2683-2855,
MT632111,1,79.272,1b,91.408,2683-2855,
MT632112,1,78.502,1b,91.011,2683-2855,
MT632113,1,78.988,1b,90.055,2683-2855,
MT632114,1,79.325,1b,89.670,2683-2855,
MT632115,1,91.669,1a,91.647,2683-2855,
MT632116,1,94.977,1a,95.236,2683-2855,
MT632117,1,79.309,1b,90.554,2683-2855,
MT632118,1,94.257,1a,94.716,2683-2855,
MT632119,1,79.120,1b,91.344,2683-2855,
MT632120,1,78.828,1b,90.994,2683-2855,
MT632121,1,91.965,1a,92.008,2683-2855,
MT632122,1,79.002,1b,90.355,2683-2855,
MT632123,1,78.775,1b,89.874,2683-2855,
MT632124,1,79.003,1b,89.854,2683-2855,
MT632125,1,86.979,1a,87.300,,
MT632128,1,78.980,1b,90.731,2683-2855,
MT632129,1,79.187,1b,90.616,2683-2855,
MT632130,1,94.649,1a,94.852,2683-2855,
MT632131,1,79.287,1b,90.913,2683-2855,
MT632132,1,79.252,1b,90.334,2683-2855,
MT632133,1,79.398,1b,91.129,2683-2855,
MT632134,1,79.011,1b,90.916,2683-2855,
MT632135,1,78.979,1b,90.902,2683-2855,
MT632136,1,78.703,1b,91.413,2683-2855,
MT632137,1,77.812,1b,89.757,2683-2855,
MT632138,1,78.771,1b,89.562,,
MT632139,1,78.824,1b,91.333,2683-2855,
MT632140,1,79.061,1b,90.444,2683-2855,
MT632141,1,78.834,1b,91.695,2683-2855,
MT632142,1,78.213,1b,90.111,2683-2855,
MT632143,1,79.182,1b,90.550,2683-2855,
MT632144,1,79.105,1b,90.896,2683-2855,
MT632145,1,78.910,1b,90.957,2683-2855,
MT632147,1,78.897,1b,90.453,,
MT632148,1,79.349,1b,90.279,2683-2855,
MT632149,1,79.474,1b,90.873,2683-2855,
MT632150,1,79.206,1b,90.509,2683-2855,
MT632151,1,79.017,1b,90.796,2683-2855,
MT632152,1,79.332,1b,91.641,2683-2855,
MT632153,1,79.188,1b,90.793,2683-2855,
MT632154,1,78.999,1b,90.867,2683-2855,
MT632155,1,94.154,1a,94.218,2683-2855,
MT632156,1,94.863,1a,94.692,2683-2855,
MT632157,1,93.591,1a,93.213,2683-2855,
MT632158,3,94.262,3a,92.689,2683-2855,
MT632159,1,93.718,1a,93.654,2683-2855,
MT632160,1,91.464,1a,91.162,2683-2855,
MT632161,1,78.880,1b,90.715,2683-2855,
MT632162,3,92.680,3a,91.056,2683-2855,
MT632163,1,78.627,1b,90.393,2683-2855,
MT632164,1,78.959,1b,90.774,2683-2855,
MT632165,1,79.215,1b,90.765,2683-2855,
MT632166,1,78.784,1b,90.770,2683-2855,
MT632167,1,79.182,1b,90.610,2683-2855,
MT632168,1,79.236,1b,90.850,2683-2855,
MT632169,1,94.215,1a,94.001,,
MT632170,3,92.787,3a,92.755,2683-2855,
MT632171,1,78.833,1b,90.722,2683-2855,
MT632172,3,92.295,3a,91.830,2683-2855,
MT632173,1,76.851,1b,89.121,2683-2855,
MT632174,1,79.546,1b,91.046,2683-2855,
MT632175,1,94.788,1a,95.022,2683-2855,
MT632176,1,79.137,1b,91.046,2683-2855,
MT632177,1,79.026,1b,91.339,2683-2855,
MT632178,1,78.468,1b,90.214,2683-2855,
MT632179,3,92.773,3a,91.177,2683-2855,
MT632180,3,93.098,3a,92.281,2683-2855,
MT632181,1,79.454,1b,90.924,2683-2855,
MT632182,1,78.639,1b,90.375,2683-2855,
MT632183,1,78.980,1b,90.479,2683-2855,
MT632184,1,79.149,1b,90.264,2683-2855,
MT632185,1,78.159,1b,90.977,2683-2855,
MT632186,3,91.900,3a,91.538,2683-2855,
MT632187,1,90.344,1a,90.641,,
MT632188,1,79.509,1b,90.188,2683-2855,
MT632190,1,79.241,1b,90.463,2683-2855,
MT632191,1,92.423,1a,92.294,2683-2855,
MT632192,1,94.214,1a,94.085,2683-2855,
MT632193,1,78.899,1b,90.164,2683-2855,
MT632194,3,93.810,3a,92.468,2683-2855,
PQ660823,1,94.456,1a,93.935,2683-2855,
PQ660824,1,94.112,1a,93.670,2683-2855,
PQ660825,1,94.245,1a,93.769,2683-2855,
PQ660826,1,94.400,1a,94.047,2683-2855,
PQ660827,1,94.522,1a,94.112,2683-2855,
PQ660828,1,94.245,1a,93.780,2683-2855,
PQ660829,1,94.190,1a,93.736,2683-2855,
PQ660830,4,90.240,4a,90.240,2683-2855,
PQ660831,1,94.013,1a,93.670,2683-2855,
PQ660832,1,94.356,1a,93.913,2683-2855,
PQ660833,1,94.201,1a,93.726,2683-2855,
PQ660834,1,94.168,1a,93.769,2683-2855,
PQ660836,1,93.758,1a,93.360,2683-2855,
PQ660837,4,90.246,4a,90.246,2683-2855,
PQ660838,1,93.769,1a,93.459,2683-2855,
PQ660839,4,90.415,4a,90.415,2683-2855,
PQ660840,4,89.928,4a,89.928,2683-2855,
PQ660841,1,94.644,1a,94.345,2683-2855,
PQ660842,1,94.411,1a,94.013,2683-2855,
PQ660843,1,94.057,1a,93.681,2683-2855,
PQ660844,1,93.825,1a,93.482,2683-2855,
PQ660845,1,93.980,1a,93.559,2683-2855,
PQ660846,1,93.836,1a,93.504,2683-2855,
PQ660848,4,90.387,4a,90.387,2683-2855,
PQ660849,1,91.467,1a,91.191,2683-2855,
PQ660850,1,94.312,1a,93.780,2683-2855,
PQ660851,1,94.531,1a,94.010,2683-2855,
PQ660854,1,94.301,1a,93.803,2683-2855,
PQ660856,4,90.564,4a,90.564,2683-2855,
PQ660858,1,93.825,1a,93.404,2683-2855,
PQ660859,4,90.176,4a,90.176,2683-2855,
MK252825,3,81.337,3b,92.500,2683-2855,
MK252826,6,74.648,6xa,97.829,2683-2855,
MK252828,6,72.188,6n,95.969,2683-2855,
MK252829,3,81.804,3b,92.969,2683-2855,
MK252830,3,81.960,3b,90.312,2683-2855,
MK252831,3,81.308,3b,91.783,2683-2855,
MK252832,1,95.814,1a,95.645,2683-2855,
MK252833,6,74.491,6xa,96.589,2683-2855,
MK252834,8,73.125,8a,73.125,2683-2855,
MK252835,6,74.961,6xa,98.140,2683-2855,
MK252836,3,81.776,3b,90.543,2683-2855,
MK252837,6,75.274,6xa,97.984,2683-2855,
MK252838,6,75.274,6xa,97.674,2683-2855,
MK252839,1,70.762,1g,71.207,2683-2855,
MK252840,6,75.117,6xa,98.140,2683-2855,
MK252841,6,74.961,6xa,97.829,2683-2855,
MK252842,6,72.031,6n,96.589,2683-2855,
MK252843,3,79.595,3b,91.318,2683-2855,
MK252844,3,81.931,3b,91.938,2683-2855,
MK252845,3,81.776,3b,91.318,2683-2855,
