Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype7aDistance,Subtype7bDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
HM348991,,7,,,,,,
HM348994,,7,,,,,,
HM348995,,7,,,,,,
HM348996,,7,,,,,,
HM348997,,7,,,,,,
HM348998,,7,,,,,,
HM348999,,7,,,,,,
HM349000,,7,,,,,,
HM349001,,7,,,,,,
HM349002,,7,,,,,,
HM349003,,7,,,,,,
HM349004,,7,,,,,,
HM349005,,7,,,,,,
HM349006,,7,,,,,,
HM349009,,7,,,,,,
HM349010,,7,,,,,,
HM349011,,7,,,,,,
HM349012,,7,,,,,,
HM349013,,7,,,,,,
HM349014,,7,,,,,,
HM349015,,7,,,,,,
HM349016,,7,,,,,,
HM349017,,7,,,,,,
HM349018,,7,,,,,,
HM349019,,7,,,,,,
HM349020,,7,,,,,,
HM349021,,7,,,,,,
HM349022,,7,,,,,,
HM349023,,7,,,,,,
HM349024,,7,,,,,,
HM349025,,7,,,,,,
HM349026,,7,,,,,,
HM349027,,7,,,,,,
HM349028,,7,,,,,,
HM349029,,7,,,,,,
HM349030,,7,,,,,,
HM349031,,7,,,,,,
HM349032,,7,,,,,,
HM349033,,7,,,,,,
HM349035,,7,,,,,,
HM349037,,7,,,,,,
HM349038,,7,,,,,,
HM349039,,7,,,,,,
HM349040,,7,,,,,,
HM349041,,7,,,,,,
HM349043,,7,,,,,,
HM349044,,7,,,,,,
HM349045,,7,,,,,,
HM349046,,7,,,,,,
HM349047,,7,,,,,,
HM349048,,7,,,,,,
HM349049,,7,,,,,,
HM349050,,7,,,,,,
HM349051,,7,,,,,,
HM349052,,7,,,,,,
HM349053,,7,,,,,,
HM349054,,7,,,,,,
HM349056,,7,,,,,,
HM349057,,7,,,,,,
HM349058,,7,,,,,,
HM349059,,7,,,,,,
HM349060,,7,,,,,,
HM349061,,7,,,,,,
HM349062,,7,,,,,,
HM349063,,7,,,,,,
HM349064,,7,,,,,,
HM349065,,7,,,,,,
HM349066,,7,,,,,,
HM349067,,7,,,,,,
HM349068,,7,,,,,,
HM349069,,7,,,,,,
HM349071,,7,,,,,,
HM349072,,7,,,,,,
HM349073,,7,,,,,,
HM349074,,7,,,,,,
HM349075,,7,,,,,,
HM349077,,7,,,,,,
HM349078,,7,,,,,,
HM349079,,7,,,,,,
HM349080,,7,,,,,,
HM349081,,7,,,,,,
HM349082,,7,,,,,,
HM349083,,7,,,,,,
HM349085,,7,,,,,,
HM349086,,7,,,,,,
HM349087,,7,,,,,,
HM349088,,7,,,,,,
HM349089,,7,,,,,,
HM349090,,7,,,,,,
HM349091,,7,,,,,,
HM349092,,7,,,,,,
HM349093,,7,,,,,,
HM349094,,7,,,,,,
HM349095,,7,,,,,,
HM349096,,7,,,,,,
HM349098,,7,,,,,,
HM349099,,7,,,,,,
HM349101,,7,,,,,,
HM349102,,7,,,,,,
HM349103,,7,,,,,,
HM349104,,7,,,,,,
HM349105,,7,,,,,,
HM349106,,7,,,,,,
HM349107,,7,,,,,,
HM349108,,7,,,,,,
HM349109,,7,,,,,,
HM349110,,7,,,,,,
HM349111,,7,,,,,,
HM349112,,7,,,,,,
HM349113,,7,,,,,,
HM349114,,7,,,,,,
HM349115,,7,,,,,,
HM349116,,7,,,,,,
HM349117,,7,,,,,,
HM349118,,7,,,,,,
HM349119,,7,,,,,,
HM349120,,7,,,,,,
HM349121,,7,,,,,,
KU861171,518,7,32.253,29.730,7b,29.730,7a,32.253
KX092342,630,7,33.630,0.000,7b,0.000,7a,33.630
