Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MZ327748,3,6.455,17.968,16.234,17.606,16.070,16.070,24.839,17.077,17.077,21.315,21.315,3a,6.455,3g,16.070
MZ327750,3,6.279,17.664,16.175,17.312,15.561,15.561,24.357,16.764,16.764,21.198,21.198,3a,6.279,3g,15.561
MZ327754,3,6.808,18.144,15.998,17.606,16.324,16.324,24.839,16.725,16.725,22.020,22.020,3a,6.808,3d,15.998
MZ327756,3,5.692,17.381,15.398,16.784,15.972,15.972,24.089,15.904,15.904,20.904,20.904,3a,5.692,3d,15.398
MZ327757,3,6.397,18.262,16.165,17.136,16.031,16.031,24.211,16.764,16.764,21.139,21.139,3a,6.397,3g,16.031
MZ327759,3,6.162,18.614,15.821,17.557,16.207,16.207,25.029,16.265,16.265,21.022,21.022,3a,6.162,3d,15.821
MZ327764,3,6.455,17.616,15.702,16.579,15.561,15.561,24.383,15.962,15.962,20.728,20.728,3a,6.455,3g,15.561
MZ327772,3,6.221,17.733,15.525,17.254,15.082,15.082,24.180,15.425,15.425,21.257,21.257,3a,6.221,3g,15.082
MZ327773,3,6.925,18.262,15.998,18.075,16.246,16.246,24.751,17.254,17.254,21.726,21.726,3a,6.925,3d,15.998
MZ327779,3,6.925,17.557,17.168,17.067,16.324,16.324,24.367,16.500,16.500,20.728,20.728,3a,6.925,3g,16.324
MZ327780,3,6.690,18.379,16.352,17.087,16.089,16.089,24.235,16.735,16.735,21.948,21.948,3a,6.690,3g,16.089
MZ327781,3,6.455,17.195,15.880,17.968,15.610,15.610,23.969,16.501,16.501,21.068,21.068,3a,6.455,3g,15.610
MZ327783,3,6.221,17.264,15.466,16.579,15.502,15.502,24.282,15.434,15.434,20.352,20.352,3a,6.221,3d,15.466
MZ327786,3,6.103,17.899,15.398,17.381,15.786,15.786,24.662,16.089,16.089,20.611,20.611,3a,6.103,3d,15.398
MZ327789,3,6.455,17.733,16.057,16.462,15.972,15.972,24.367,16.197,16.197,20.892,20.892,3a,6.455,3g,15.972
MZ327794,3,6.162,17.440,16.057,17.077,15.913,15.913,24.867,16.256,16.256,20.669,20.669,3a,6.162,3g,15.913
MZ327796,3,5.340,16.970,15.466,16.637,15.737,15.737,24.087,16.432,16.432,20.669,20.669,3a,5.340,3d,15.466
MZ327799,3,6.690,17.692,16.578,17.606,16.265,16.265,24.386,15.786,15.786,21.315,21.315,3a,6.690,3i,15.786
MZ356322,3,9.571,24.422,17.763,20.598,21.192,21.192,26.293,21.739,21.739,27.759,27.759,3a,9.571,3d,17.763
PQ320121,3,19.199,0.707,15.882,18.996,16.490,16.490,21.790,15.485,15.485,19.412,19.412,3b,0.707,3i,15.485
PQ320122,3,5.514,17.312,15.076,17.299,16.109,16.109,23.806,17.299,17.299,21.336,21.336,3a,5.514,3d,15.076
PQ320125,3,19.164,0.815,16.395,19.776,17.023,17.023,21.878,16.208,16.208,19.857,19.857,3b,0.815,3i,16.208
PQ320127,3,19.092,1.032,16.392,19.608,16.512,16.512,22.577,16.202,16.202,19.897,19.897,3b,1.032,3i,16.202
PQ320129,3,19.415,2.339,16.650,19.883,16.959,16.959,23.304,16.277,16.277,19.646,19.646,3b,2.339,3i,16.277
ON055295,3,8.946,21.865,17.949,19.614,20.513,20.513,24.082,21.154,21.154,22.047,22.047,3a,8.946,3d,17.949
ON055301,3,10.543,24.038,17.949,20.382,19.551,19.551,24.490,21.474,21.474,26.174,26.174,3a,10.543,3d,17.949
ON055312,3,10.863,23.077,20.513,19.108,21.795,21.795,27.347,21.795,21.795,26.510,26.510,3a,10.863,3e,19.108
PQ365498,3,6.261,16.920,15.825,16.977,15.820,15.820,24.184,16.215,16.215,20.549,20.549,3a,6.261,3d,15.825
PQ365501,3,6.821,17.080,15.363,17.202,15.685,15.685,24.182,16.308,16.308,20.549,20.549,3a,6.821,3d,15.363
PQ365502,3,6.761,17.660,15.467,17.905,16.443,16.443,24.665,16.477,16.477,21.120,21.120,3a,6.761,3d,15.467
PQ365504,3,18.105,15.745,16.431,18.454,14.769,14.769,23.731,4.301,4.301,20.899,20.899,3i,4.301,3g,14.769
PQ365505,3,17.372,7.219,16.156,17.597,15.059,15.059,23.523,14.496,14.496,19.731,19.731,3b,7.219,3i,14.496
PQ365506,3,6.885,17.766,15.769,17.090,16.112,16.112,25.161,16.412,16.412,20.841,20.841,3a,6.885,3d,15.769
PQ365508,3,6.599,17.428,15.655,17.146,15.820,15.820,24.723,16.212,16.212,20.945,20.945,3a,6.599,3d,15.655
PQ365509,3,6.933,17.306,14.853,16.845,15.645,15.645,25.015,16.176,16.176,21.262,21.262,3a,6.933,3d,14.853
PQ365511,3,6.994,17.315,15.428,17.043,16.920,16.920,24.636,16.346,16.346,21.412,21.412,3a,6.994,3d,15.428
PQ365512,3,7.272,17.597,15.703,18.489,16.813,16.813,24.622,17.374,17.374,22.125,22.125,3a,7.272,3d,15.703
PQ365513,3,17.342,16.977,12.365,16.704,18.510,18.510,25.132,18.192,18.192,21.083,21.083,3d,12.365,3e,16.704
PQ365514,3,6.990,17.531,15.646,17.700,17.756,17.756,25.029,16.450,16.450,21.412,21.412,3a,6.990,3d,15.646
PQ365515,3,6.595,16.845,15.023,16.864,16.229,16.229,24.518,15.993,15.993,21.237,21.237,3a,6.595,3d,15.023
PQ365517,3,8.737,17.541,15.136,17.202,15.685,15.685,25.102,17.072,17.072,21.529,21.529,3a,8.737,3d,15.136
PQ365518,3,7.219,17.823,16.336,18.105,18.049,18.049,25.292,17.374,17.374,21.775,21.775,3a,7.219,3d,16.336
PQ365519,3,6.933,16.977,15.703,16.958,16.287,16.287,24.126,16.686,16.686,20.490,20.490,3a,6.933,3d,15.703
PQ365520,3,6.257,16.695,14.796,16.967,15.802,15.802,24.140,15.927,15.927,20.607,20.607,3a,6.257,3d,14.796
PQ365521,3,6.764,17.306,15.816,16.939,16.861,16.861,24.927,16.951,16.951,20.641,20.641,3a,6.764,3d,15.816
PQ365522,3,6.370,17.372,15.533,16.911,15.587,15.587,24.331,15.984,15.984,21.016,21.016,3a,6.370,3d,15.533
PQ365523,3,7.389,17.607,16.222,17.033,15.860,15.860,24.446,16.299,16.299,20.724,20.724,3a,7.389,3d,16.222
PQ365524,3,17.379,17.690,15.742,7.558,17.690,17.690,23.818,17.065,17.065,19.942,19.942,3e,7.558,3d,15.742
PQ365525,3,7.272,17.136,15.420,18.264,17.046,17.046,24.898,16.212,16.212,21.249,21.249,3a,7.272,3d,15.420
PQ365526,3,7.445,16.451,14.796,17.033,17.315,17.315,25.029,16.724,16.724,20.478,20.478,3a,7.445,3d,14.796
PQ365528,3,7.506,17.710,15.485,17.541,17.362,17.362,23.846,16.865,16.865,21.354,21.354,3a,7.506,3d,15.485
PQ365529,3,6.595,17.372,15.646,16.770,16.598,16.598,24.825,16.705,16.705,20.444,20.444,3a,6.595,3d,15.646
PQ365530,3,7.219,17.372,16.204,17.306,16.628,16.628,24.272,16.629,16.629,20.653,20.653,3a,7.219,3d,16.204
PQ365531,3,6.828,17.202,15.258,17.202,16.152,16.152,23.965,16.098,16.098,21.249,21.249,3a,6.828,3d,15.258
PQ365532,3,5.809,16.685,15.145,17.014,15.820,15.820,23.907,15.941,15.941,21.133,21.133,3a,5.809,3d,15.145
PQ365534,3,6.373,17.193,15.258,17.372,16.229,16.229,24.518,16.610,16.610,21.179,21.179,3a,6.373,3d,15.258
PQ365535,3,6.539,17.239,15.420,17.372,16.170,16.170,25.102,16.335,16.335,21.529,21.529,3a,6.539,3d,15.420
PQ365536,3,6.708,17.315,14.739,16.967,15.762,15.762,24.956,16.186,16.186,20.420,20.420,3a,6.708,3d,14.739
PQ365537,3,6.373,16.526,14.464,17.117,15.937,15.937,24.431,15.927,15.927,21.249,21.249,3a,6.373,3d,14.464
PQ365538,3,7.103,17.362,16.156,18.095,17.104,17.104,24.343,17.179,17.179,21.366,21.366,3a,7.103,3d,16.156
PQ365539,3,16.516,14.777,16.487,19.007,8.911,8.911,23.904,14.552,14.552,21.016,21.016,3g,8.911,3i,14.552
PQ365540,3,7.143,17.422,15.479,17.944,16.929,16.929,24.359,17.063,17.063,20.899,20.899,3a,7.143,3d,15.479
PQ424136,3,11.144,22.287,18.529,19.231,20.588,20.588,27.193,18.529,18.529,24.556,24.556,3a,11.144,3i,18.529
PQ424137,3,7.670,23.304,18.047,17.353,18.935,18.935,27.114,19.231,19.231,25.294,25.294,3a,7.670,3e,17.353
PQ424138,3,11.437,20.528,15.882,15.976,19.706,19.706,27.697,18.129,18.129,24.340,24.340,3a,11.437,3d,15.882
PQ424139,3,10.850,22.059,15.882,16.568,20.294,20.294,28.280,17.836,17.836,24.633,24.633,3a,10.850,3d,15.882
PQ424140,3,10.850,22.059,15.882,16.568,20.294,20.294,28.280,17.836,17.836,24.633,24.633,3a,10.850,3d,15.882
PQ424141,3,10.850,22.059,15.882,16.568,20.294,20.294,28.280,17.836,17.836,24.633,24.633,3a,10.850,3d,15.882
PQ424142,3,10.850,22.059,15.882,16.568,20.294,20.294,28.280,17.836,17.836,24.633,24.633,3a,10.850,3d,15.882
PQ424143,3,11.144,21.408,18.235,18.343,20.588,20.588,27.485,18.824,18.824,24.556,24.556,3a,11.144,3d,18.235
PQ424144,3,11.144,21.408,18.235,18.343,20.588,20.588,27.485,18.824,18.824,24.556,24.556,3a,11.144,3d,18.235
PQ424145,3,10.264,23.235,18.529,18.529,20.235,20.235,28.655,20.175,20.175,24.375,24.375,3a,10.264,3d,18.529
PQ424146,3,10.264,23.235,18.529,18.529,20.235,20.235,28.655,20.175,20.175,24.375,24.375,3a,10.264,3d,18.529
MT897522,3,9.416,22.697,19.142,19.608,20.195,20.195,27.869,20.195,20.195,24.803,24.803,3a,9.416,3d,19.142
MT897523,3,7.792,24.172,18.212,19.205,20.847,20.847,25.203,21.498,21.498,26.441,26.441,3a,7.792,3d,18.212
MT897524,3,10.390,23.102,18.750,17.647,21.429,21.429,26.639,19.481,19.481,23.228,23.228,3a,10.390,3e,17.647
MT897525,3,10.390,23.684,16.832,19.802,18.241,18.241,24.590,19.544,19.544,23.228,23.228,3a,10.390,3d,16.832
MT897526,3,9.091,22.772,19.472,19.281,21.173,21.173,26.639,20.195,20.195,24.016,24.016,3a,9.091,3d,19.472
MT897527,3,10.065,23.102,18.812,19.672,20.521,20.521,24.390,20.521,20.521,23.938,23.938,3a,10.065,3d,18.812
MT897528,3,10.714,22.697,19.472,21.452,21.824,21.824,23.361,22.150,22.150,24.016,24.016,3a,10.714,3d,19.472
MT897529,3,9.740,21.452,17.822,19.142,19.870,19.870,22.764,19.870,19.870,23.166,23.166,3a,9.740,3d,17.822
MT897530,3,9.416,24.092,19.142,19.281,22.150,22.150,25.610,20.847,20.847,24.609,24.609,3a,9.416,3d,19.142
MT897531,3,9.416,24.092,19.142,19.802,22.476,22.476,25.610,23.127,23.127,23.622,23.622,3a,9.416,3d,19.142
MT897532,3,8.766,23.762,19.142,19.142,19.870,19.870,24.096,19.481,19.481,24.803,24.803,3a,8.766,3e,19.142
MT897533,3,10.065,23.102,19.142,17.822,20.521,20.521,24.180,19.218,19.218,24.806,24.806,3a,10.065,3e,17.822
MT897534,3,9.416,22.772,18.482,19.802,19.870,19.870,23.984,19.870,19.870,26.000,26.000,3a,9.416,3d,18.482
MT897535,3,9.416,23.432,16.502,19.802,19.870,19.870,25.000,20.195,20.195,24.016,24.016,3a,9.416,3d,16.502
MT897536,3,9.416,22.368,19.142,18.954,21.498,21.498,24.096,21.824,21.824,22.868,22.868,3a,9.416,3d,19.142
MT897537,3,8.766,23.102,17.822,19.608,21.824,21.824,27.869,20.195,20.195,24.016,24.016,3a,8.766,3d,17.822
MT897538,3,10.065,21.782,17.492,18.152,21.173,21.173,23.361,21.824,21.824,24.016,24.016,3a,10.065,3d,17.492
MT897539,3,7.792,23.762,17.822,20.792,19.544,19.544,24.797,20.847,20.847,23.228,23.228,3a,7.792,3d,17.822
MT897540,3,11.364,22.442,18.812,19.935,21.173,21.173,27.049,17.915,17.915,22.656,22.656,3a,11.364,3i,17.915
MT897541,3,9.416,24.092,18.543,20.199,20.521,20.521,24.380,19.544,19.544,25.418,25.418,3a,9.416,3d,18.543
MT897542,3,9.740,23.432,19.142,18.627,20.678,20.678,25.820,18.831,18.831,24.419,24.419,3a,9.740,3i,18.831
MT897543,3,10.098,24.422,19.472,18.954,21.824,21.824,25.820,20.521,20.521,24.806,24.806,3a,10.098,3e,18.954
MT897544,3,10.458,24.917,20.266,19.408,20.984,20.984,27.586,20.656,20.656,26.102,26.102,3a,10.458,3e,19.408
MT897545,3,11.688,24.013,21.122,20.132,21.824,21.824,25.000,22.801,22.801,24.031,24.031,3a,11.688,3e,20.132
MT995316,3,5.186,17.372,15.646,16.629,15.937,15.937,24.548,15.959,15.959,21.120,21.120,3a,5.186,3d,15.646
MT995317,3,5.299,17.428,15.590,16.516,16.112,16.112,24.490,16.016,16.016,21.120,21.120,3a,5.299,3d,15.590
MT995318,3,5.299,17.428,15.590,16.516,16.112,16.112,24.490,16.016,16.016,21.120,21.120,3a,5.299,3d,15.590
MT995319,3,5.468,17.484,15.873,16.855,16.170,16.170,24.490,16.072,16.072,21.062,21.062,3a,5.468,3d,15.873
MT995320,3,5.693,17.202,15.420,16.629,15.937,15.937,24.431,15.733,15.733,21.120,21.120,3a,5.693,3d,15.420
MT995321,3,5.637,17.766,16.043,16.770,15.879,15.879,25.102,15.903,15.903,20.841,20.841,3a,5.637,3d,16.043
MT995322,3,5.637,17.766,16.043,16.770,15.879,15.879,25.102,15.903,15.903,20.841,20.841,3a,5.637,3d,16.043
MT995323,3,5.750,17.879,16.156,16.882,15.995,15.995,25.219,16.016,16.016,20.957,20.957,3a,5.750,3d,16.156
MT995324,3,5.693,17.823,16.100,16.826,15.937,15.937,25.161,15.959,15.959,20.899,20.899,3a,5.693,3d,16.100
MT995325,3,5.809,17.879,16.043,16.770,15.995,15.995,25.205,16.129,16.129,20.957,20.957,3a,5.809,3d,16.043
MT995326,3,5.242,17.259,15.079,16.178,15.587,15.587,24.345,15.789,15.789,21.249,21.249,3a,5.242,3d,15.079
MT995327,3,5.355,17.259,15.079,16.178,15.703,15.703,24.228,15.903,15.903,21.133,21.133,3a,5.355,3d,15.079
MT995328,3,5.355,17.259,15.079,16.178,15.703,15.703,24.228,15.903,15.903,21.133,21.133,3a,5.355,3d,15.079
MT995329,3,5.468,17.259,14.966,16.178,15.587,15.587,24.112,15.676,15.676,21.366,21.366,3a,5.468,3d,14.966
MT995330,3,5.581,17.428,14.966,16.404,15.762,15.762,24.345,15.846,15.846,21.541,21.541,3a,5.581,3d,14.966
MT995331,3,5.133,18.002,15.655,16.751,15.636,15.636,24.345,15.903,15.903,21.050,21.050,3a,5.133,3d,15.655
MT995332,3,5.302,18.002,15.655,16.977,15.753,15.753,24.228,16.129,16.129,20.933,20.933,3a,5.302,3d,15.655
MT995333,3,5.358,18.059,15.485,17.043,15.578,15.578,24.184,16.195,16.195,20.816,20.816,3a,5.358,3d,15.485
MT995334,3,5.358,18.059,15.712,17.033,15.811,15.811,24.287,16.186,16.186,20.991,20.991,3a,5.358,3d,15.712
MT995335,3,5.358,18.059,15.712,17.033,15.811,15.811,24.287,16.186,16.186,20.991,20.991,3a,5.358,3d,15.712
MT995346,3,5.975,17.146,15.420,16.657,15.995,15.995,24.212,16.129,16.129,20.841,20.841,3a,5.975,3d,15.420
MT995347,3,5.862,17.146,15.363,16.714,15.937,15.937,24.271,16.072,16.072,20.782,20.782,3a,5.862,3d,15.363
MT995348,3,5.862,17.146,15.363,16.714,15.937,15.937,24.271,16.072,16.072,20.782,20.782,3a,5.862,3d,15.363
MT995349,3,5.919,17.146,15.363,16.657,16.054,16.054,24.154,16.129,16.129,20.841,20.841,3a,5.919,3d,15.363
MT995350,3,5.862,17.146,15.363,16.714,15.937,15.937,24.271,16.072,16.072,20.782,20.782,3a,5.862,3d,15.363
MW016378,3,16.919,6.566,11.616,15.404,13.889,13.889,19.171,11.609,11.609,13.953,13.953,3b,6.566,3d,11.616
MW016379,3,15.752,6.938,10.740,14.833,13.842,13.842,18.810,12.888,12.888,13.842,13.842,3b,6.938,3d,10.740
PQ144092,3,6.600,18.032,16.080,17.934,16.655,16.655,24.909,17.385,17.385,22.182,22.182,3a,6.600,3d,16.080
PQ144093,3,6.371,17.394,15.186,17.037,16.332,16.332,24.145,16.750,16.750,20.744,20.744,3a,6.371,3d,15.186
PP319962,3,5.546,16.591,15.258,17.035,15.272,15.272,23.815,15.730,15.730,20.738,20.738,3a,5.546,3d,15.258
PP319963,3,6.621,17.091,15.145,16.186,15.565,15.565,24.489,15.868,15.868,20.855,20.855,3a,6.621,3d,15.145
PP319964,3,6.625,17.554,15.655,16.761,16.579,16.579,24.312,15.625,15.625,20.831,20.831,3a,6.625,3d,15.655
PP319965,3,7.692,18.891,16.497,18.563,17.165,17.165,24.912,17.841,17.841,22.118,22.118,3a,7.692,3d,16.497
PP319966,3,8.145,18.598,17.460,18.382,17.241,17.241,25.952,18.140,18.140,22.573,22.573,3a,8.145,3d,17.460
PP319967,3,8.258,19.220,16.893,18.789,17.554,17.554,25.322,18.254,18.254,22.456,22.456,3a,8.258,3d,16.893
PP319968,3,6.731,18.336,15.873,17.072,16.218,16.218,23.860,17.066,17.066,21.148,21.148,3a,6.731,3d,15.873
PP319969,3,6.674,18.203,15.646,17.657,16.078,16.078,24.517,16.628,16.628,20.978,20.978,3a,6.674,3d,15.646
PP319970,3,7.583,18.959,16.893,17.374,16.667,16.667,24.444,17.386,17.386,21.031,21.031,3a,7.583,3d,16.893
PP319971,3,6.735,17.975,15.882,17.497,16.196,16.196,24.225,17.133,17.133,20.554,20.554,3a,6.735,3d,15.882
PP319972,3,7.187,17.554,16.222,16.949,16.110,16.110,24.678,16.809,16.809,20.562,20.562,3a,7.187,3d,16.222
ON351045,3,12.258,20.847,18.954,20.712,17.532,17.532,27.184,20.984,20.984,24.104,24.104,3a,12.258,3g,17.532
ON351046,3,14.098,21.639,20.066,21.242,20.261,20.261,25.806,23.355,23.355,24.510,24.510,3a,14.098,3d,20.066
ON351048,3,23.102,11.371,24.262,24.918,17.049,17.049,27.213,23.279,23.279,25.163,25.163,3b,11.371,3g,17.049
ON351051,3,12.857,22.041,21.583,22.064,21.591,21.591,29.707,22.053,22.053,25.000,25.000,3a,12.857,3d,21.583
ON351052,3,20.049,11.823,14.988,19.704,17.157,17.157,22.494,16.708,16.708,18.182,18.182,3b,11.823,3d,14.988
