name,virus,subtype,bootstrap support
MW205399,HCV,4k,100.0
MW205400,HCV,4k,100.0
MW205401,HCV,4k,100.0
MW205402,HCV,4k,100.0
MW205391,HCV,4t,100.0
MW205411,HCV,4n,100.0
MW205393,HCV,4r,100.0
MW205430,HCV,3b,100.0
MW205433,HCV,3b,100.0
MW205431,HCV,3b,100.0
MW205432,HCV,3b,100.0
MW205434,HCV,3b,100.0
MW205436,HCV,2j,99.0
MW205442,HCV,2j,54.0
MW205439,HCV,2j,38.0
MW205412,HCV,4n,100.0
MW205407,HCV,4n,100.0
MW205444,HCV,2e,100.0
MW205443,HCV,2j,89.0
MW205441,HCV,2a,57.0
MW205410,HCV,4n,100.0
MW205435,HCV,3k,100.0
MW205445,HCV,2j,64.0
MW205405,HCV,4f,100.0
MW205429,HCV,1g,100.0
MW205438,HCV,2j,70.0
MW205440,HCV,2a,99.0
MW205463,HCV,2a,91.0
MW675788,HCV,1a,100.0
MW675791,HCV,1a,100.0
MW675790,HCV,1a,100.0
MW675799,HCV,4d,100.0
MW675793,HCV,1a,100.0
MW675794,HCV,1a,100.0
MW675798,HCV,4d,100.0
MW675795,HCV,1a,100.0
MW675792,HCV,1a,100.0
MW675797,HCV,4d,100.0
MW675800,HCV,4d,100.0
MW675789,HCV,1a,100.0
MW675796,HCV,1a,100.0
MG000203,HCV,4r,100.0
MG000204,HCV,4r,100.0
MG000210,HCV,4r,100.0
MG000213,HCV,4r,100.0
MG000218,HCV,4r,100.0
MG000220,HCV,4r,100.0
MG000216,HCV,4r,100.0
MG000217,HCV,4r,100.0
MG000229,HCV,4r,100.0
MG000230,HCV,4r,100.0
MG000234,HCV,4r,100.0
MG000233,HCV,4r,100.0
MG000235,HCV,4r,100.0
MG000232,HCV,4r,100.0
MG739073,HCV,1a,100.0
MG739070,HCV,1a,100.0
MG739075,HCV,1a,100.0
MG739071,HCV,1a,100.0
MG739072,HCV,1a,100.0
MG739076,HCV,1a,100.0
MG739066,HCV,1a,100.0
MG739069,HCV,1a,100.0
MG739141,HCV,1a,100.0
MG739145,HCV,1a,100.0
MG739144,HCV,1a,100.0
MG739152,HCV,1a,100.0
MG739136,HCV,1a,100.0
MG879000,HCV,6w,100.0
MG000205,HCV,4r,100.0
MG000207,HCV,4r,100.0
MG000208,HCV,4r,100.0
MG000206,HCV,4r,100.0
MG000211,HCV,4r,100.0
MG000212,HCV,4r,100.0
MG000223,HCV,4r,100.0
MG000222,HCV,4r,99.0
MG000221,HCV,4r,100.0
MG000226,HCV,4r,100.0
MG000225,HCV,4r,100.0
MG000224,HCV,4r,100.0
MG000209,HCV,4r,100.0
MG000219,HCV,4r,100.0
MG000231,HCV,4r,100.0
MG000228,HCV,4r,100.0
MG000214,HCV,4r,100.0
MG000227,HCV,4r,100.0
MG000215,HCV,4r,100.0
MG739063,HCV,1a,100.0
MG739064,HCV,1a,100.0
MG739068,HCV,1a,100.0
MG739067,HCV,1a,100.0
MG739078,HCV,1a,100.0
MG739080,HCV,1a,100.0
MG739079,HCV,1a,100.0
MG739074,HCV,1a,100.0
MG739083,HCV,1a,100.0
MG739081,HCV,1a,100.0
MG739088,HCV,1a,100.0
MG739092,HCV,1a,100.0
MG739086,HCV,1a,100.0
MG739089,HCV,1a,100.0
MG739087,HCV,1a,100.0
MG739093,HCV,1a,100.0
MG739085,HCV,1a,100.0
MG739065,HCV,1a,100.0
MG739096,HCV,1a,100.0
MG739095,HCV,1a,100.0
MG739091,HCV,1a,100.0
MG739097,HCV,1a,100.0
MG739062,HCV,1a,100.0
MG739100,HCV,1a,100.0
MG739098,HCV,1a,100.0
MG739104,HCV,1a,100.0
MG739099,HCV,1a,100.0
MG739105,HCV,1a,100.0
MG739094,HCV,1a,100.0
MG739109,HCV,1a,100.0
MG739112,HCV,1a,100.0
MG739107,HCV,1a,100.0
MG739101,HCV,1a,100.0
MG739115,HCV,1a,100.0
MG739111,HCV,1a,100.0
MG739114,HCV,1a,100.0
MG739113,HCV,1a,100.0
MG739118,HCV,1a,100.0
MG739117,HCV,1a,100.0
MG739106,HCV,1a,100.0
MG739119,HCV,1a,100.0
MG739121,HCV,1a,100.0
MG739116,HCV,1a,100.0
MG739102,HCV,1a,100.0
MG739123,HCV,1a,100.0
MG739122,HCV,1a,100.0
MG739125,HCV,1a,100.0
MG739127,HCV,1a,100.0
MG739124,HCV,1a,100.0
MG739130,HCV,1a,100.0
MG739120,HCV,1a,100.0
MG739103,HCV,1a,100.0
MG739077,HCV,1a,100.0
MG739132,HCV,1a,100.0
MG739090,HCV,1a,100.0
MG739129,HCV,1a,100.0
MG739084,HCV,1a,100.0
MG739108,HCV,1a,100.0
MG739135,HCV,1a,100.0
MG739134,HCV,1a,100.0
MG739138,HCV,1a,100.0
MG739142,HCV,1a,100.0
MG739128,HCV,1a,100.0
MG739146,HCV,1a,100.0
MG739149,HCV,1a,100.0
MG739139,HCV,1a,100.0
MG739150,HCV,1a,100.0
MG739131,HCV,1a,100.0
MG739154,HCV,1a,100.0
MG739157,HCV,1a,100.0
MG739155,HCV,1a,100.0
MG739156,HCV,1a,100.0
MG739158,HCV,1a,100.0
MG739153,HCV,1a,100.0
MG739159,HCV,1a,100.0
MG739151,HCV,1a,100.0
MG739148,HCV,1a,100.0
MG739140,HCV,1a,100.0
MG739133,HCV,1a,100.0
MG739137,HCV,1a,100.0
PQ899568,HCV,"unassigned_1, 5a-1c",NA
PQ899567,HCV,5a,100.0
MG878999,HCV,1b,86.0
MG437050,HCV,6n,100.0
MH743148,HCV,4r,100.0
MH743150,HCV,4r,100.0
MH743151,HCV,4r,100.0
MH743147,HCV,4r,100.0
MK092111,HCV,1b,100.0
MK092097,HCV,1b,100.0
MK092100,HCV,1b,100.0
MK092098,HCV,1b,100.0
MK092106,HCV,1b,100.0
MK092103,HCV,1b,100.0
MK092104,HCV,1b,100.0
MK092099,HCV,1b,100.0
MK092096,HCV,1b,100.0
MK092101,HCV,1b,100.0
MK092107,HCV,1b,100.0
MK092105,HCV,1b,100.0
MK092102,HCV,1b,100.0
MK092110,HCV,1b,100.0
MK092108,HCV,1b,100.0
MK092109,HCV,1b,100.0
MH743149,HCV,4r,100.0
D10988,HCV,2b,100.0
D49374,HCV,3b,100.0
D17763,HCV,3a,100.0
DQ244140,HCV,1b,100.0
DQ244141,HCV,1b,100.0
MK252766,HCV,3b,100.0
MK252768,HCV,1a,100.0
MK252764,HCV,3b,100.0
MK252765,HCV,3b,100.0
MK252767,HCV,3b,100.0
MK252772,HCV,3b,100.0
MK252773,HCV,6xa,100.0
MK252769,HCV,6xa,100.0
MK252770,HCV,6n,100.0
MK252774,HCV,6n,100.0
MK252781,HCV,3b,100.0
MK252776,HCV,6xa,100.0
MK252783,HCV,3b,100.0
MK252777,HCV,3b,100.0
MK252782,HCV,6xa,100.0
MK252778,HCV,3b,100.0
MK252779,HCV,6n,100.0
MK252784,HCV,6xa,100.0
MK252780,HCV,6xa,100.0
MK252787,HCV,3b,100.0
MK252786,HCV,6n,100.0
MK252789,HCV,6n,100.0
MK252788,HCV,6v,100.0
MK252791,HCV,1a,100.0
MK252793,HCV,3b,100.0
MK252796,HCV,1a,100.0
MK252795,HCV,1a,100.0
MK252792,HCV,3b,100.0
MK252790,HCV,6xa,100.0
MK252794,HCV,3b,100.0
MK252797,HCV,6n,100.0
MK252798,HCV,6n,100.0
MK252799,HCV,6n,100.0
MK252802,HCV,6n,100.0
MK252806,HCV,3a,100.0
MK252803,HCV,6xa,100.0
MK252807,HCV,6xa,100.0
MK252804,HCV,1b,90.0
MK252805,HCV,3b,100.0
MK252810,HCV,6n,100.0
MK252813,HCV,3a,100.0
MK252815,HCV,6xa,100.0
MK252811,HCV,6n,100.0
MK252817,HCV,3b,100.0
MK252814,HCV,6xa,100.0
MK252812,HCV,6xa,100.0
MK252816,HCV,3a,100.0
MK252809,HCV,6xa,100.0
MK252818,HCV,3a,100.0
MK252822,HCV,6xa,100.0
MK252820,HCV,1a,100.0
MK252821,HCV,3a,100.0
MK252819,HCV,6xa,100.0
MK252824,HCV,3b,100.0
MK252823,HCV,6xa,100.0
MK252771,HCV,6xa,100.0
MK252775,HCV,6xa,100.0
MK252785,HCV,3b,100.0
MK252800,HCV,6n,100.0
MK252801,HCV,6n,100.0
MK252808,HCV,6xa,100.0
DQ516083,HCV,4d,100.0
DQ516084,HCV,4a,100.0
EF026073,HCV,2j,100.0
Y13184,HCV,5a,100.0
X61596,HCV,1b,100.0
Y11604,HCV,4a,100.0
Y12083,HCV,6a,100.0
AB047639,HCV,2a,100.0
AB558135,HCV,"unassigned_1, 1b-2b",NA
AF169003,HCV,2a,100.0
AF169002,HCV,2a,100.0
AF169004,HCV,2a,100.0
AF169005,HCV,2a,100.0
AB622121,HCV,"unassigned_1, 1b-2b",NA
AJ851228,HCV,1b,100.0
AF356827,HCV,"unassigned_1, 1b-6h-2a-6h-6d-3g",NA
AM408911,HCV,2j,100.0
AY051292,HCV,1c,100.0
AY587845,HCV,"unassigned_1, 1b-2j-2a-2j-2k",NA
AY587844,HCV,1b,100.0
AY878650,HCV,6l,100.0
HM777359,HCV,2j,100.0
HM777358,HCV,2j,100.0
HQ537005,HCV,"unassigned_1, 1b-2j-2k",NA
HQ537006,HCV,"unassigned_1, 1b-2j-2q-2k",NA
JF779679,HCV,"unassigned_1, 1a-2b",NA
JF509176,HCV,3a,100.0
JF509177,HCV,3a,100.0
JF509175,HCV,3a,100.0
PX446221,HCV,"unassigned_1, 1l-2k-2a",NA
EU392169,HCV,4f,100.0
EU934905,HCV,1a,100.0
PX446232,HCV,4f,100.0
PX459926,HCV,1e,100.0
PX445003,HCV,"unassigned_1, 1h-4f-4l-4f",NA
PX446960,HCV,"unassigned_1, 1l-4f",NA
PX376058,HCV,"unassigned_1, 1l-2a",NA
PX376057,HCV,"unassigned_1, 1l-2k-2j-2a-2q",NA
PX361034,HCV,"unassigned_1, 1l-2a",NA
PX376059,HCV,"unassigned_1, 1l-4v-4f",NA
PX376056,HCV,1l,100.0
PX290144,HCV,4f,100.0
FJ407092,HCV,3i,100.0
KC283194,HCV,1a,100.0
KF373567,HCV,5a,100.0
KM043285,HCV,"unassigned_1, 1b-6k-6b",NA
KM043279,HCV,1a,100.0
KM043277,HCV,1a,100.0
KM043276,HCV,1a,100.0
KM043278,HCV,1a,100.0
KM043272,HCV,1a,100.0
KM043275,HCV,1a,100.0
KM043273,HCV,1a,100.0
KM043274,HCV,1a,100.0
MK799639,HCV,4n,100.0
MK814771,HCV,4a,100.0
MK814770,HCV,4d,100.0
KY348757,HCV,1b,100.0
KY926905,HCV,3a,100.0
KY926906,HCV,4a,100.0
KY926904,HCV,4a,100.0
KY926916,HCV,4a,100.0
KY926926,HCV,4a,100.0
KY926939,HCV,4a,100.0
KY926940,HCV,4a,100.0
KY926956,HCV,4a,100.0
KY926954,HCV,4a,100.0
KY926973,HCV,4n,100.0
KY926963,HCV,4a,100.0
KY926991,HCV,4a,100.0
KY926986,HCV,4a,100.0
KY927005,HCV,1g,100.0
KY927004,HCV,1g,47.0
KY926987,HCV,4a,100.0
KY926992,HCV,1b,100.0
KY927018,HCV,4a,100.0
KY926907,HCV,1b,100.0
KY926908,HCV,4d,100.0
KY926909,HCV,4a,100.0
KY926910,HCV,1b,100.0
KY926911,HCV,4a,100.0
KY926915,HCV,4a,100.0
KY926917,HCV,4a,100.0
KY926913,HCV,3a,100.0
KY926919,HCV,4d,100.0
KY926922,HCV,4o,100.0
KY926923,HCV,4a,100.0
KY926921,HCV,3a,100.0
KY926918,HCV,4a,100.0
KY926920,HCV,4a,100.0
KY926924,HCV,4a,100.0
KY926929,HCV,4a,100.0
KY926925,HCV,4a,100.0
KY926928,HCV,4a,100.0
KY926927,HCV,4a,100.0
KY926932,HCV,4a,100.0
KY926933,HCV,4a,100.0
KY926914,HCV,4r,100.0
KY926934,HCV,4a,100.0
KY926935,HCV,1b,100.0
KY926912,HCV,1b,100.0
KY926937,HCV,1b,100.0
KY926941,HCV,4r,100.0
KY926938,HCV,4a,100.0
KY926943,HCV,1a,100.0
KY926944,HCV,4a,100.0
KY926930,HCV,4a,100.0
KY926946,HCV,4a,100.0
KY926947,HCV,4o,100.0
KY926948,HCV,4a,100.0
KY926950,HCV,4a,100.0
KY926951,HCV,4a,100.0
KY926949,HCV,4a,100.0
KY926945,HCV,4a,100.0
KY926953,HCV,4o,100.0
KY926936,HCV,4a,100.0
KY926960,HCV,4a,100.0
KY926959,HCV,4o,100.0
KY926942,HCV,4a,100.0
KY926958,HCV,4a,100.0
KY926957,HCV,4a,100.0
KY926961,HCV,4a,100.0
KY926962,HCV,4a,100.0
KY926952,HCV,4o,100.0
KY926965,HCV,4a,100.0
KY926972,HCV,4a,100.0
KY926967,HCV,4a,100.0
KY926968,HCV,4a,100.0
KY926969,HCV,4a,100.0
KY926970,HCV,4a,100.0
KY926974,HCV,4a,100.0
KY926964,HCV,4a,100.0
KY926976,HCV,4a,100.0
KY926975,HCV,4a,100.0
KY926977,HCV,4a,100.0
KY926978,HCV,4a,100.0
KY926980,HCV,4d,100.0
KY926979,HCV,4a,100.0
KY926981,HCV,4r,100.0
KY926982,HCV,4a,100.0
KY926983,HCV,4d,100.0
KY926984,HCV,4a,100.0
KY926985,HCV,4a,100.0
KY926931,HCV,4a,100.0
KY926966,HCV,4l,100.0
KY926988,HCV,4a,100.0
KY926990,HCV,4a,100.0
KY926993,HCV,1b,100.0
KY926996,HCV,1b,100.0
KY926994,HCV,1b,100.0
KY926995,HCV,1b,100.0
KY926999,HCV,1b,100.0
KY926997,HCV,1b,100.0
KY926998,HCV,1a,100.0
KY927001,HCV,1b,100.0
KY927003,HCV,1b,100.0
KY927000,HCV,1a,100.0
KY927002,HCV,1b,100.0
KY927006,HCV,1g,100.0
KY927007,HCV,3a,100.0
KY927008,HCV,4a,100.0
KY927012,HCV,4a,100.0
KY927010,HCV,4a,100.0
KY927011,HCV,4n,100.0
KY927009,HCV,4a,100.0
KY926971,HCV,4a,100.0
KY927021,HCV,4a,100.0
KY927016,HCV,4d,100.0
KY927022,HCV,4a,100.0
KY927017,HCV,1b,100.0
KY926989,HCV,4a,100.0
KY926955,HCV,4a,100.0
KY927013,HCV,4a,100.0
KY927014,HCV,4a,100.0
KY927015,HCV,4a,100.0
KY927020,HCV,4a,100.0
KY927019,HCV,4a,100.0
KT721915,HCV,1a,100.0
KT595242,HCV,5a,100.0
KT721918,HCV,1a,100.0
KT721919,HCV,1a,100.0
KT721920,HCV,1a,100.0
KT721923,HCV,1a,100.0
KT721924,HCV,1a,100.0
KT721926,HCV,1a,100.0
KT721929,HCV,1a,100.0
KT721927,HCV,1a,100.0
KT721931,HCV,1a,100.0
KT721935,HCV,1a,100.0
KT721936,HCV,1a,100.0
KT721934,HCV,1a,100.0
KT721941,HCV,1a,100.0
KT721939,HCV,1a,100.0
KT721938,HCV,1a,100.0
KT721942,HCV,1a,100.0
KT721945,HCV,1a,100.0
KT721946,HCV,1a,100.0
KT721947,HCV,1a,100.0
KT721950,HCV,1a,100.0
KT721951,HCV,1a,100.0
KT721956,HCV,1a,100.0
KT721953,HCV,1a,100.0
KT721955,HCV,1a,100.0
KT721959,HCV,1a,100.0
KT721960,HCV,1a,100.0
KT721961,HCV,1a,100.0
KT721964,HCV,1a,100.0
KT721965,HCV,1a,100.0
KT721963,HCV,1a,100.0
KT721971,HCV,1a,100.0
KT721967,HCV,1a,100.0
KT721969,HCV,1a,100.0
KT721974,HCV,1a,100.0
KT721975,HCV,1a,100.0
KT721976,HCV,1a,100.0
KT721978,HCV,1a,100.0
KT721980,HCV,1a,100.0
KT721979,HCV,1a,100.0
KT721981,HCV,1a,100.0
KT721985,HCV,1a,100.0
KT721984,HCV,1a,100.0
KT721982,HCV,1a,100.0
KT721990,HCV,1a,100.0
KT721991,HCV,1a,100.0
KT721989,HCV,1a,100.0
KT721995,HCV,1a,100.0
KT721994,HCV,1a,100.0
KT721993,HCV,1a,100.0
KT721999,HCV,1a,100.0
KT722000,HCV,1a,100.0
KT722001,HCV,1a,100.0
KT722003,HCV,1a,100.0
KT722002,HCV,1a,100.0
KT722006,HCV,1a,100.0
KT722010,HCV,1a,100.0
KT722011,HCV,1a,100.0
KT722008,HCV,1a,100.0
KT722012,HCV,1a,100.0
KT722014,HCV,1a,100.0
KT722015,HCV,1a,100.0
KT722017,HCV,1a,100.0
KT722020,HCV,1a,100.0
KT722021,HCV,1a,100.0
KT722026,HCV,1a,100.0
KT722022,HCV,1a,100.0
KT722023,HCV,1a,100.0
KT722028,HCV,1a,100.0
KT722031,HCV,1a,100.0
KT722030,HCV,1a,100.0
KT722033,HCV,1a,100.0
KT722035,HCV,1a,100.0
KT722034,HCV,1a,100.0
KT722036,HCV,1a,100.0
KT722037,HCV,1a,100.0
KT722041,HCV,1a,100.0
KT722039,HCV,1a,100.0
KT722045,HCV,1a,100.0
KT722043,HCV,1a,100.0
KT722044,HCV,1a,100.0
KT722047,HCV,1a,100.0
KT721916,HCV,1a,100.0
KT721917,HCV,1a,100.0
KT721921,HCV,1a,100.0
KT721922,HCV,1a,100.0
KT721925,HCV,1a,100.0
KT721930,HCV,1a,100.0
KT721932,HCV,1a,100.0
KT721933,HCV,1a,100.0
KT721928,HCV,1a,100.0
KT721937,HCV,1a,100.0
KT721943,HCV,1a,100.0
KT721940,HCV,1a,100.0
KT721949,HCV,1a,100.0
KT721948,HCV,1a,100.0
KT721944,HCV,1a,100.0
KT721954,HCV,1a,100.0
KT721957,HCV,1a,100.0
KT721952,HCV,1a,100.0
KT721958,HCV,1a,100.0
KT721962,HCV,1a,100.0
KT721968,HCV,1a,100.0
KT721966,HCV,1a,100.0
KT721970,HCV,1a,100.0
KT721973,HCV,1a,100.0
KT721972,HCV,1a,100.0
KT721977,HCV,1a,100.0
KT721983,HCV,1a,100.0
KT721986,HCV,1a,100.0
KT721987,HCV,1a,100.0
KT721992,HCV,1a,100.0
KT721998,HCV,1a,100.0
KT721988,HCV,1a,100.0
KT721997,HCV,1a,100.0
KT721996,HCV,1a,100.0
KT722004,HCV,1a,100.0
KT722005,HCV,1a,100.0
KT722007,HCV,1a,100.0
KT722009,HCV,1a,100.0
KT722013,HCV,1a,100.0
KT722016,HCV,1a,100.0
KT722018,HCV,1a,100.0
KT722019,HCV,1a,100.0
KT722024,HCV,1a,100.0
KT722025,HCV,1a,100.0
KT722027,HCV,1a,100.0
KT722029,HCV,1a,100.0
KT722032,HCV,1a,100.0
KT722038,HCV,1a,100.0
KT722040,HCV,1a,100.0
KT722042,HCV,1a,100.0
KT722046,HCV,1a,100.0
KT722236,HCV,2b,100.0
KT722087,HCV,1a,100.0
KT722075,HCV,1a,100.0
KT722086,HCV,1a,100.0
KT722085,HCV,1a,100.0
KT722080,HCV,1a,100.0
KT722081,HCV,1a,100.0
KT722089,HCV,1a,100.0
KT722079,HCV,1a,100.0
KT722095,HCV,1a,100.0
KT722096,HCV,1a,100.0
KT722092,HCV,1a,100.0
KT722094,HCV,1a,100.0
KT722098,HCV,1a,100.0
KT722097,HCV,1a,100.0
KT722102,HCV,1a,100.0
KT722103,HCV,1a,100.0
KT722099,HCV,1a,100.0
KT722090,HCV,1a,100.0
KT722104,HCV,1a,100.0
KT722091,HCV,1a,100.0
KT722107,HCV,1a,100.0
KT722101,HCV,1a,100.0
KT722088,HCV,1a,100.0
KT722112,HCV,1a,100.0
KT722109,HCV,1a,100.0
KT722105,HCV,1a,100.0
KT722110,HCV,1a,100.0
KT722093,HCV,1a,100.0
KT722108,HCV,1a,100.0
KT722114,HCV,1a,100.0
KT722111,HCV,1a,100.0
KT722106,HCV,1a,100.0
KT722115,HCV,1a,100.0
KT722116,HCV,1a,100.0
KT722117,HCV,1a,100.0
KT722122,HCV,1a,100.0
KT722120,HCV,1a,100.0
KT722121,HCV,1a,100.0
KT722123,HCV,1a,100.0
KT722124,HCV,1a,100.0
KT722125,HCV,1a,100.0
KT722126,HCV,1a,100.0
KT722100,HCV,1a,100.0
KT722128,HCV,1a,100.0
KT722129,HCV,1a,100.0
KT722118,HCV,1a,100.0
KT722131,HCV,1a,100.0
KT722133,HCV,1a,100.0
KT722113,HCV,1a,100.0
KT722135,HCV,1a,100.0
KT722139,HCV,1a,100.0
KT722136,HCV,1a,100.0
KT722137,HCV,1a,100.0
KT722140,HCV,1a,100.0
KT722132,HCV,1a,100.0
KT722144,HCV,1a,100.0
KT722127,HCV,1a,100.0
KT722130,HCV,1a,100.0
KT722146,HCV,1a,100.0
KT722147,HCV,1a,100.0
KT722142,HCV,1a,100.0
KT722145,HCV,1a,100.0
KT722151,HCV,1a,100.0
KT722119,HCV,1a,100.0
KT722138,HCV,1a,100.0
KT722143,HCV,1a,100.0
KT722153,HCV,1a,100.0
KT722155,HCV,1a,100.0
KT722148,HCV,1a,100.0
KT722157,HCV,1a,100.0
KT722156,HCV,1a,100.0
KT722158,HCV,1a,100.0
KT722152,HCV,1a,100.0
KT722159,HCV,1a,100.0
KT722161,HCV,1a,100.0
KT722154,HCV,1a,100.0
KT722160,HCV,1a,100.0
KT722163,HCV,1a,100.0
KT722168,HCV,1a,100.0
KT722165,HCV,1a,100.0
KT722166,HCV,1a,100.0
KT722141,HCV,1a,100.0
KT722164,HCV,1a,100.0
KT722171,HCV,1a,100.0
KT722172,HCV,1a,100.0
KT722162,HCV,1a,100.0
KT722150,HCV,1a,100.0
KT722175,HCV,1a,100.0
KT722176,HCV,1a,100.0
KT722167,HCV,1a,100.0
KT722177,HCV,1a,100.0
KT722174,HCV,1a,100.0
KT722180,HCV,1b,100.0
KT722170,HCV,1a,100.0
KT722183,HCV,1b,100.0
KT722184,HCV,1b,100.0
KT722187,HCV,1b,100.0
KT722179,HCV,1b,100.0
KT722185,HCV,1b,100.0
KT722178,HCV,1b,100.0
KT722190,HCV,1b,100.0
KT722188,HCV,1b,100.0
KT722182,HCV,1b,100.0
KT722189,HCV,1b,100.0
KT722186,HCV,1b,100.0
KT722194,HCV,1b,100.0
KT722196,HCV,1b,100.0
KT722199,HCV,1b,100.0
KT722195,HCV,1b,100.0
KT722197,HCV,1b,100.0
KT722192,HCV,1b,100.0
KT722201,HCV,1b,100.0
KT722193,HCV,1b,100.0
KT722191,HCV,1b,100.0
KT722198,HCV,1b,100.0
KT722206,HCV,1b,100.0
KT722173,HCV,1a,100.0
KT722200,HCV,1b,100.0
KT722149,HCV,1a,100.0
KT722203,HCV,1b,100.0
KT722204,HCV,1b,100.0
KT722214,HCV,2b,100.0
KT722202,HCV,1b,100.0
KT722205,HCV,1b,100.0
KT722213,HCV,2b,100.0
KT722210,HCV,1b,100.0
KT722207,HCV,1b,100.0
KT722212,HCV,1b,100.0
KT722217,HCV,2b,100.0
KT722215,HCV,2b,100.0
KT722208,HCV,1b,100.0
KT722209,HCV,1b,100.0
KT722223,HCV,2b,100.0
KT722224,HCV,2b,100.0
KT722211,HCV,1b,100.0
KT722227,HCV,2b,100.0
KT722216,HCV,2b,100.0
KT722181,HCV,1b,100.0
KT722219,HCV,2b,100.0
KT722229,HCV,2b,100.0
KT722222,HCV,2b,100.0
KT722225,HCV,2b,100.0
KT722220,HCV,2b,100.0
KT722218,HCV,2b,100.0
KT722235,HCV,2b,100.0
KT722230,HCV,2b,100.0
KT722242,HCV,3a,100.0
KT722233,HCV,2b,100.0
KT722243,HCV,3a,100.0
KT722245,HCV,3a,100.0
KT722250,HCV,3a,100.0
KT722241,HCV,3a,100.0
KT722248,HCV,3a,100.0
KT722247,HCV,3a,100.0
KT722254,HCV,3a,100.0
