name,virus,subtype,bootstrap support
MW205293,HCV,3b,100.0
MW205291,HCV,4f,100.0
MW205289,HCV,4k,100.0
MW205292,HCV,3b,100.0
MW205296,HCV,4k,100.0
MW205249,HCV,4r,100.0
MW205298,HCV,1c,100.0
MW205300,HCV,2k,100.0
MW205304,HCV,4k,100.0
MW205301,HCV,4t,87.0
MW205302,HCV,4o,79.0
MW205305,HCV,4l,52.0
MW205303,HCV,4o,100.0
MW205307,HCV,4v,77.0
MW205308,HCV,2q,91.0
MW205309,HCV,2j,96.0
MW205283,HCV,4k,100.0
MW205311,HCV,2j,96.0
MW205316,HCV,2a,89.0
MW205251,HCV,4n,100.0
MW205297,HCV,3k,100.0
MW205317,HCV,1g,94.0
MW205315,HCV,4v,99.0
MW205344,HCV,2a,88.0
MW205320,HCV,1g,100.0
MW205346,HCV,2j,100.0
MW205343,HCV,2j,61.0
MW205342,HCV,2j,90.0
MW205345,HCV,2j,57.0
MW205321,HCV,1g,100.0
MW205352,HCV,2j,42.0
MW205353,HCV,2j,92.0
MW205348,HCV,2e,36.0
MW205310,HCV,4v,100.0
MW205312,HCV,2j,100.0
MW205306,HCV,4v,100.0
MW205356,HCV,2j,100.0
MW205357,HCV,2j,100.0
MW205349,HCV,2e,85.0
MW205350,HCV,2j,86.0
MW205355,HCV,2j,100.0
MW205476,HCV,2j,100.0
MW205478,HCV,2j,98.0
MW205480,HCV,2b,54.0
MW205484,HCV,2j,92.0
MW205494,HCV,2j,49.0
MW205474,HCV,2k,100.0
MW205496,HCV,2i,100.0
MW205497,HCV,2i,100.0
MW205500,HCV,3b,100.0
MW205499,HCV,3b,100.0
MW234398,HCV,3b,100.0
MW205498,HCV,2i,92.0
MW205479,HCV,2j,62.0
MW205482,HCV,2j,52.0
MW234400,HCV,3a,100.0
MW234402,HCV,2b,100.0
MW234404,HCV,2b,100.0
MW234405,HCV,3a,100.0
MW205501,HCV,3b,100.0
MW205502,HCV,3b,100.0
MW205477,HCV,2j,73.0
PP583879,HCV,4k,32.0
PP583881,HCV,1e,100.0
PP583884,HCV,2j,100.0
PP583882,HCV,2j,89.0
PP583886,HCV,4f,100.0
PP583892,HCV,2j,78.0
MW234401,HCV,2b,100.0
PP583895,HCV,4f,100.0
PP583893,HCV,4v,99.0
PP583894,HCV,4f,100.0
PP583896,HCV,1e,100.0
PP583898,HCV,1h,100.0
PP583900,HCV,1e,100.0
PP583902,HCV,1l,100.0
PP583903,HCV,4f,100.0
PP583906,HCV,4f,100.0
PP583883,HCV,1e,100.0
PP583907,HCV,1h,100.0
PP583904,HCV,2j,100.0
PP583909,HCV,4f,79.0
PP583885,HCV,4v,70.0
PP583910,HCV,4f,100.0
PP583911,HCV,4f,100.0
PP583880,HCV,2a,56.0
PP583914,HCV,1l,100.0
PP583913,HCV,4f,100.0
PP583917,HCV,4a,100.0
PP583916,HCV,4v,74.0
PP583912,HCV,1l,100.0
PP583915,HCV,1l,100.0
PP583918,HCV,2j,91.0
PP583919,HCV,4f,100.0
PP583925,HCV,4f,100.0
PP583923,HCV,1e,94.0
PP583901,HCV,1l,100.0
PP583927,HCV,4p,88.0
PP583924,HCV,4f,100.0
PP583926,HCV,1e,100.0
PP583929,HCV,1e,100.0
PP583899,HCV,1h,100.0
PP583905,HCV,2j,100.0
PP583932,HCV,4v,77.0
PP583934,HCV,4f,100.0
PP583928,HCV,2q,44.0
PP583933,HCV,1l,100.0
PP583935,HCV,1l,100.0
PP583936,HCV,1h,100.0
PP583937,HCV,2q,87.0
PP583938,HCV,1e,100.0
PP583939,HCV,4f,100.0
PP583897,HCV,4r,31.0
PP583921,HCV,4v,100.0
PP583944,HCV,4f,100.0
PP583945,HCV,1e,100.0
PP583946,HCV,4m,57.0
PP583942,HCV,2a,67.0
PP583947,HCV,1l,97.0
PP583949,HCV,2j,99.0
PP583908,HCV,4f,100.0
PP583951,HCV,4f,100.0
PP583953,HCV,2a,81.0
PP583952,HCV,1e,97.0
PP583950,HCV,1l,100.0
PP583955,HCV,4f,100.0
PP583958,HCV,4v,98.0
PP583956,HCV,1e,100.0
PP583941,HCV,4f,100.0
PP583960,HCV,1e,100.0
PP583959,HCV,2a,76.0
PP583961,HCV,4f,100.0
PP583963,HCV,1h,100.0
PP583965,HCV,2j,73.0
PP583968,HCV,4p,59.0
PP583969,HCV,2j,100.0
PP583971,HCV,4f,100.0
PP583970,HCV,1e,100.0
PP583930,HCV,4f,100.0
PP583931,HCV,2j,60.0
PP583954,HCV,4f,100.0
PP583972,HCV,1l,100.0
PP583975,HCV,1h,100.0
PP583977,HCV,1e,100.0
PP583978,HCV,4f,100.0
PP583979,HCV,2j,68.0
PP583982,HCV,4f,100.0
PP583983,HCV,1l,100.0
PP583957,HCV,2a,42.0
PP583964,HCV,4t,97.0
PP583962,HCV,1a,97.0
PP583984,HCV,1e,100.0
PP583986,HCV,1l,100.0
PP583985,HCV,1l,100.0
PP583988,HCV,4f,100.0
PP583989,HCV,1e,100.0
PP583990,HCV,4f,100.0
PP583991,HCV,2j,71.0
PP583992,HCV,1e,100.0
PP583996,HCV,1l,100.0
PP583995,HCV,4l,41.0
PP583980,HCV,1l,100.0
PP583973,HCV,1l,76.0
PP583999,HCV,2j,69.0
PP583993,HCV,1l,100.0
PP583998,HCV,1l,100.0
PP584000,HCV,1l,100.0
PP584001,HCV,4f,100.0
PP583976,HCV,2j,82.0
PP584003,HCV,4t,56.0
PP584002,HCV,4f,100.0
PP584005,HCV,1e,100.0
PP584004,HCV,1l,100.0
PP583981,HCV,2r,57.0
PP583997,HCV,2j,70.0
PP584006,HCV,4f,100.0
PP584008,HCV,4t,64.0
PP583994,HCV,4t,50.0
PQ442791,HCV,4b,100.0
PQ442792,HCV,4b,100.0
PQ442798,HCV,4k,100.0
PQ442799,HCV,4k,100.0
PQ442801,HCV,4k,100.0
PQ442800,HCV,4k,100.0
PQ442803,HCV,4q,88.0
PQ442802,HCV,4v,87.0
PQ442804,HCV,4r,100.0
PQ442806,HCV,4r,100.0
PQ442807,HCV,4r,100.0
PQ442809,HCV,4v,100.0
PQ442805,HCV,4r,100.0
PQ442810,HCV,4v,100.0
PQ442808,HCV,4v,100.0
PQ442813,HCV,4k,100.0
PQ442814,HCV,4f,83.0
PQ442815,HCV,4v,100.0
PQ442816,HCV,4f,69.0
PQ442820,HCV,4k,100.0
PQ442819,HCV,4k,100.0
PQ442821,HCV,4b,79.0
PQ442818,HCV,4k,100.0
PQ442831,HCV,4k,100.0
PQ442832,HCV,4k,100.0
PQ442834,HCV,4k,100.0
PQ442833,HCV,4k,100.0
PQ442826,HCV,4k,100.0
PQ442836,HCV,4k,100.0
PQ442835,HCV,4k,100.0
PQ442838,HCV,4k,100.0
PQ442811,HCV,4v,100.0
PQ442841,HCV,4k,100.0
PQ442812,HCV,4k,100.0
PQ442842,HCV,4k,100.0
PQ442846,HCV,4v,100.0
PQ442849,HCV,4r,100.0
PQ442848,HCV,4r,100.0
PQ442851,HCV,4r,100.0
PQ442850,HCV,4r,100.0
PQ442853,HCV,4v,100.0
PQ442852,HCV,4r,100.0
PQ442854,HCV,4v,100.0
PQ442840,HCV,4k,100.0
PQ442823,HCV,4b,82.0
PQ442855,HCV,4v,100.0
PQ442859,HCV,4k,100.0
PQ442860,HCV,4k,100.0
PQ442861,HCV,4k,100.0
PQ442862,HCV,4k,100.0
PQ442863,HCV,4k,100.0
PQ442864,HCV,4k,100.0
PQ442857,HCV,4k,100.0
PQ442866,HCV,4k,100.0
PQ442868,HCV,4k,100.0
PQ442867,HCV,4k,100.0
PQ442869,HCV,4k,100.0
PQ442870,HCV,4v,100.0
PQ442871,HCV,4v,100.0
PQ442872,HCV,4q,79.0
PQ442873,HCV,4v,100.0
PQ442874,HCV,4v,100.0
PQ442877,HCV,4v,100.0
PQ442876,HCV,4v,100.0
PQ442879,HCV,4v,100.0
PQ442844,HCV,4k,100.0
PQ442880,HCV,4v,100.0
PQ442878,HCV,4v,100.0
PQ442885,HCV,4k,100.0
PQ442886,HCV,4k,100.0
PQ442856,HCV,4k,100.0
PQ442794,HCV,4k,100.0
PQ442891,HCV,4v,99.0
PQ442890,HCV,4v,99.0
PQ442892,HCV,4r,100.0
PQ442889,HCV,4v,100.0
PQ442893,HCV,4r,100.0
PQ442895,HCV,4r,100.0
PQ442894,HCV,4r,100.0
PQ442888,HCV,4v,100.0
PQ442896,HCV,4r,100.0
PQ442897,HCV,4r,100.0
PQ442914,HCV,4k,100.0
PQ442912,HCV,4k,100.0
PQ442915,HCV,4k,100.0
PQ442884,HCV,4k,100.0
PQ442918,HCV,4r,100.0
PQ442916,HCV,4r,100.0
PQ442920,HCV,4r,100.0
PQ442925,HCV,4r,100.0
PQ442924,HCV,4r,100.0
PQ442922,HCV,4r,100.0
PQ442923,HCV,4r,100.0
PQ442921,HCV,4r,100.0
PQ442919,HCV,4r,100.0
PQ442926,HCV,4r,100.0
PQ442927,HCV,4r,100.0
PQ442928,HCV,4r,100.0
PQ442898,HCV,4r,100.0
PQ442931,HCV,4r,100.0
PQ442903,HCV,4r,100.0
PQ442865,HCV,4k,100.0
PQ442917,HCV,4r,100.0
PQ442932,HCV,4v,100.0
PQ442911,HCV,4k,100.0
MT897489,HCV,2j,63.0
MT897490,HCV,2a,100.0
MT897493,HCV,2c,100.0
MT897496,HCV,2c,100.0
MT897495,HCV,2c,100.0
MT897497,HCV,2c,100.0
MT897499,HCV,2c,100.0
MT897500,HCV,2c,100.0
MT897501,HCV,2c,100.0
MT897503,HCV,2c,100.0
MT897502,HCV,2c,100.0
MT897505,HCV,2c,100.0
MT897506,HCV,2c,100.0
MT897504,HCV,2a,93.0
MT897507,HCV,2c,100.0
MT897509,HCV,2c,100.0
MT897508,HCV,2c,100.0
MT897510,HCV,2c,100.0
MT897511,HCV,2c,100.0
MT897513,HCV,2c,100.0
MT897515,HCV,2c,100.0
MT897514,HCV,2c,100.0
MT897516,HCV,2c,100.0
MT897520,HCV,2c,100.0
MT897518,HCV,2j,85.0
MT897519,HCV,2a,54.0
MT897492,HCV,2k,48.0
MT897491,HCV,2j,96.0
MT897521,HCV,2c,100.0
MT897524,HCV,3a,100.0
MT897494,HCV,2c,100.0
MT897525,HCV,3a,100.0
MT897526,HCV,3a,100.0
MT897528,HCV,3a,100.0
MT897498,HCV,2c,100.0
MT897527,HCV,3a,100.0
MT897530,HCV,3a,100.0
MT897531,HCV,3a,100.0
MT897533,HCV,3a,100.0
MT897534,HCV,3a,100.0
MT897535,HCV,3a,100.0
MT897536,HCV,3a,100.0
MT897537,HCV,3a,100.0
MT897538,HCV,3a,100.0
MT897539,HCV,3a,100.0
MT897541,HCV,3a,100.0
MT897540,HCV,3a,100.0
MT897517,HCV,2c,100.0
MT897512,HCV,2c,100.0
MT897542,HCV,3a,100.0
MT897522,HCV,3a,100.0
MT897552,HCV,4a,100.0
MT897551,HCV,4a,100.0
MT897553,HCV,4d,100.0
MT897555,HCV,4d,100.0
MT897554,HCV,4r,100.0
MT897556,HCV,4a,100.0
MT897529,HCV,3a,100.0
MT897558,HCV,1b,100.0
MT897560,HCV,1b,100.0
MT897559,HCV,1b,100.0
MT897561,HCV,1b,100.0
MT897562,HCV,1b,100.0
MT897563,HCV,1b,100.0
MT897564,HCV,1b,100.0
MT897565,HCV,1b,100.0
MT897572,HCV,1b,100.0
MT897574,HCV,1b,100.0
MT897573,HCV,1b,100.0
MT897550,HCV,4a,87.0
MT897575,HCV,1b,100.0
MT897577,HCV,1b,100.0
MT897576,HCV,1b,100.0
MT897578,HCV,1b,100.0
MT897557,HCV,4d,100.0
MT897579,HCV,1b,100.0
MT897580,HCV,1b,100.0
MT897532,HCV,3a,100.0
MT897582,HCV,1b,100.0
MT897585,HCV,1b,100.0
MT897583,HCV,1b,100.0
MT897586,HCV,1b,100.0
MT897592,HCV,1a,100.0
MT897593,HCV,1b,100.0
MT897594,HCV,1b,100.0
MT897595,HCV,1b,100.0
MT897597,HCV,1b,100.0
MT897598,HCV,1b,100.0
MT897596,HCV,1b,100.0
MT897600,HCV,1b,100.0
MT897607,HCV,1b,100.0
MT897606,HCV,1b,100.0
MT897609,HCV,1b,100.0
MT897608,HCV,1b,100.0
MT897610,HCV,1b,100.0
MT897611,HCV,1b,100.0
MT897612,HCV,1b,100.0
MT897613,HCV,1b,100.0
MT897624,HCV,1b,100.0
MT897616,HCV,1a,100.0
MT897599,HCV,1b,100.0
MT897626,HCV,1b,100.0
MT897622,HCV,1b,100.0
MT897627,HCV,1b,100.0
MT897628,HCV,1a,100.0
MT897629,HCV,1b,100.0
MT897625,HCV,1b,100.0
MT897631,HCV,1b,100.0
MT897630,HCV,1b,100.0
MT897632,HCV,1b,100.0
MT897633,HCV,1b,100.0
MT897636,HCV,1b,100.0
MT897634,HCV,1b,100.0
MT897637,HCV,1b,100.0
MT897639,HCV,1b,100.0
MT897615,HCV,1b,100.0
MT897644,HCV,1b,100.0
MT897646,HCV,1b,100.0
MT897647,HCV,1b,100.0
MT897648,HCV,1b,100.0
MT897619,HCV,1b,100.0
MT897651,HCV,1b,100.0
MT897652,HCV,1b,100.0
MT897650,HCV,1b,100.0
MT897621,HCV,1b,100.0
MT897654,HCV,1b,100.0
MT897602,HCV,1b,100.0
MT897656,HCV,1b,100.0
MT897658,HCV,1b,100.0
MT897657,HCV,1a,100.0
MT897655,HCV,1b,100.0
MT897664,HCV,1b,100.0
MT897663,HCV,1b,100.0
MT897666,HCV,1b,100.0
MT897668,HCV,1b,100.0
MT897671,HCV,1b,100.0
MT897605,HCV,1b,100.0
MT897670,HCV,1b,100.0
MT897672,HCV,1b,100.0
MT897673,HCV,1a,100.0
MT897674,HCV,1b,100.0
MT897675,HCV,1b,100.0
MT897676,HCV,1b,100.0
MT897677,HCV,1b,100.0
MT897645,HCV,1b,100.0
MT897649,HCV,1b,100.0
MW205327,HCV,2i,100.0
MW205328,HCV,2i,100.0
MW205326,HCV,2i,100.0
MW205325,HCV,2i,100.0
MW205329,HCV,2c,99.0
MT897667,HCV,1b,99.0
MT897669,HCV,1b,100.0
MW205333,HCV,2b,44.0
MW205331,HCV,2c,61.0
MW205334,HCV,2b,54.0
MW205336,HCV,2j,48.0
MW205338,HCV,2j,100.0
MW205337,HCV,2j,95.0
MW205335,HCV,2j,95.0
MW205339,HCV,2j,99.0
MW205340,HCV,2m,92.0
MW205341,HCV,2j,77.0
MW205330,HCV,2a,41.0
MW205375,HCV,6w,56.0
MW205332,HCV,2b,31.0
MW205468,HCV,2j,92.0
MW205472,HCV,2j,89.0
MW205485,HCV,2r,100.0
MW205471,HCV,2j,100.0
MW205473,HCV,2k,38.0
MW205486,HCV,2r,73.0
MW205487,HCV,2j,100.0
MW205488,HCV,2j,100.0
MW205489,HCV,2j,90.0
MW234383,HCV,2b,100.0
MW205259,HCV,4r,100.0
MW234382,HCV,2b,100.0
MW205491,HCV,2e,100.0
MW234384,HCV,3a,100.0
MW205490,HCV,2j,42.0
MW234386,HCV,3a,100.0
MW205506,HCV,3b,100.0
MW205492,HCV,2c,100.0
MW234387,HCV,3a,100.0
MW234389,HCV,2b,100.0
MW234393,HCV,3a,100.0
MW234391,HCV,2b,100.0
MW234394,HCV,3a,100.0
MW234396,HCV,3a,100.0
MW234397,HCV,3a,100.0
MW205266,HCV,4n,100.0
MW205267,HCV,4k,100.0
MW205493,HCV,2c,100.0
MW205505,HCV,3b,100.0
MW205270,HCV,5a,100.0
MW205272,HCV,4o,100.0
MW205276,HCV,4k,100.0
MW205274,HCV,4a,73.0
MW205275,HCV,4l,100.0
MW205273,HCV,4c,100.0
MW234395,HCV,3b,100.0
MW205277,HCV,1c,100.0
MW205278,HCV,1c,100.0
MW205467,HCV,2j,70.0
MW205268,HCV,4k,100.0
MW205265,HCV,4o,100.0
MW205507,HCV,3b,100.0
MW234392,HCV,3a,100.0
MW205279,HCV,3b,100.0
MW205280,HCV,4k,100.0
MW205271,HCV,2c,100.0
PP583868,HCV,4t,89.0
MW205281,HCV,6a,100.0
PP583876,HCV,2q,51.0
PP583869,HCV,1e,100.0
PP583878,HCV,1h,100.0
PP583877,HCV,2j,60.0
PP583870,HCV,1l,100.0
PP583867,HCV,1e,100.0
MW205282,HCV,2c,100.0
PP583874,HCV,2j,100.0
PP583873,HCV,1e,100.0
PP583875,HCV,4l,87.0
PP583871,HCV,4d,82.0
PP583872,HCV,4f,100.0
PP583866,HCV,2j,91.0
MW205254,HCV,1c,100.0
MW205256,HCV,4k,99.0
MW205252,HCV,6a,100.0
MW205253,HCV,4r,100.0
MW205255,HCV,6a,100.0
MW205363,HCV,2j,47.0
MW205264,HCV,6a,100.0
PQ442901,HCV,4r,100.0
PQ442902,HCV,4r,100.0
PQ442907,HCV,4k,100.0
PQ442906,HCV,4k,100.0
PQ442904,HCV,4r,100.0
PQ442905,HCV,4r,100.0
MT897566,HCV,1b,100.0
PQ442908,HCV,4k,100.0
PQ442887,HCV,4k,100.0
PQ442875,HCV,4v,100.0
PQ442910,HCV,4k,100.0
PP584009,HCV,2j,69.0
MT897568,HCV,1b,100.0
MT897570,HCV,1b,100.0
MT897581,HCV,1b,100.0
MT897584,HCV,1b,100.0
MT897601,HCV,1b,100.0
MT897603,HCV,1b,100.0
MT897604,HCV,1b,100.0
MT897549,HCV,4d,100.0
MT151155,HCV,1b,100.0
MT151154,HCV,3h,78.0
MT897696,HCV,1b,100.0
MT897697,HCV,1b,100.0
MT897716,HCV,1b,100.0
MT897739,HCV,1b,100.0
MT897760,HCV,1b,100.0
MT897777,HCV,1b,100.0
MT897799,HCV,1b,100.0
MT897787,HCV,1b,100.0
MT897823,HCV,1b,100.0
MT897841,HCV,1b,100.0
PQ110144,HCV,1l,46.0
PQ110145,HCV,4f,100.0
PQ110165,HCV,2j,41.0
PQ110169,HCV,2r,86.0
PQ110166,HCV,2j,76.0
PQ110176,HCV,1a,47.0
PQ110195,HCV,2j,40.0
PQ110210,HCV,4v,53.0
PQ110213,HCV,4a,41.0
PQ110211,HCV,1e,94.0
PQ110212,HCV,2j,66.0
PQ110207,HCV,1l,100.0
PQ110229,HCV,1h,100.0
PQ110231,HCV,4v,99.0
PQ110227,HCV,1e,98.0
PQ110230,HCV,2j,96.0
PQ110214,HCV,4f,73.0
MW675899,HCV,3a,100.0
MW675900,HCV,3a,100.0
MW675902,HCV,3a,100.0
MW675903,HCV,3a,100.0
MW675912,HCV,3a,100.0
MW675914,HCV,3a,100.0
MW675924,HCV,3a,100.0
MW675929,HCV,3a,100.0
MW675942,HCV,3a,100.0
MW675958,HCV,3a,100.0
MW675956,HCV,3a,100.0
MW675959,HCV,3a,100.0
MW675960,HCV,3a,100.0
MN807649,HCV,1a,100.0
MN807650,HCV,1a,100.0
MN807653,HCV,1a,100.0
MN807645,HCV,1a,100.0
MN807668,HCV,1a,100.0
MN807669,HCV,1a,100.0
MN807670,HCV,1a,100.0
MN807684,HCV,1a,100.0
MN807686,HCV,1a,100.0
MN807685,HCV,1a,100.0
MN895098,HCV,1l,100.0
MN807666,HCV,1a,100.0
MN895099,HCV,1l,100.0
MN895100,HCV,1h,100.0
MN895116,HCV,4f,100.0
MN895118,HCV,2j,94.0
MN895117,HCV,2j,65.0
MN895119,HCV,2j,58.0
MN895134,HCV,2j,98.0
MN895137,HCV,1e,100.0
MN895136,HCV,2b,93.0
MN895138,HCV,2m,42.0
MN982218,HCV,1a,100.0
MN982225,HCV,1a,100.0
MT032270,HCV,6n,100.0
MT032272,HCV,6n,100.0
MT032273,HCV,6n,100.0
MT032274,HCV,6n,100.0
MT032276,HCV,6n,100.0
MT032275,HCV,6n,100.0
MT032278,HCV,6n,100.0
MT032279,HCV,6n,100.0
MT032281,HCV,6xa,100.0
MT032290,HCV,6xa,100.0
MT032291,HCV,6xa,100.0
MT032292,HCV,6xa,100.0
MT032282,HCV,6xa,100.0
MT032286,HCV,6xa,100.0
MT032301,HCV,6xa,100.0
MT032285,HCV,6v,100.0
MT032304,HCV,6xa,100.0
MT032298,HCV,6xa,100.0
MT151035,HCV,4f,100.0
MT151049,HCV,4k,100.0
MT151050,HCV,4r,100.0
MT151071,HCV,3a,100.0
MT151076,HCV,1c,94.0
MT151073,HCV,1b,100.0
MT151092,HCV,1b,100.0
MT151097,HCV,1l,100.0
MT151098,HCV,1a,44.0
MT151112,HCV,4v,100.0
MT151113,HCV,4r,100.0
MT151114,HCV,4v,100.0
MT151136,HCV,3h,100.0
MT151135,HCV,4r,100.0
MT151122,HCV,4v,100.0
MT897699,HCV,1b,100.0
MT897700,HCV,1b,100.0
MT897701,HCV,1b,100.0
MT897685,HCV,1b,100.0
MT897698,HCV,1b,100.0
MT897704,HCV,1b,100.0
MT897702,HCV,1b,100.0
MT897703,HCV,1b,100.0
MT897706,HCV,1b,100.0
MT897705,HCV,1b,100.0
MT897707,HCV,1b,100.0
MT897708,HCV,1b,100.0
MT897714,HCV,1b,100.0
MT897711,HCV,1b,100.0
MT897710,HCV,1b,100.0
MT897712,HCV,1b,100.0
MT897715,HCV,1b,100.0
MT897713,HCV,1b,100.0
MT897717,HCV,1b,100.0
MT897719,HCV,1b,100.0
MT897722,HCV,1b,100.0
MT897721,HCV,1b,100.0
MT897720,HCV,1b,100.0
MT897725,HCV,1b,100.0
MT897724,HCV,1b,100.0
MT897726,HCV,1b,100.0
MT897727,HCV,1b,100.0
MT897718,HCV,1b,100.0
MT897729,HCV,1b,100.0
MT897728,HCV,1b,100.0
MT897731,HCV,1b,100.0
MT897730,HCV,1b,100.0
MT897732,HCV,1b,100.0
MT897709,HCV,1b,100.0
MT897733,HCV,1b,100.0
MT897737,HCV,1b,100.0
MT897736,HCV,1b,100.0
MT897734,HCV,1b,100.0
MT897741,HCV,1b,100.0
MT897740,HCV,1b,100.0
MT897742,HCV,1b,100.0
MT897745,HCV,1b,100.0
MT897744,HCV,1a,100.0
MT897743,HCV,1b,100.0
MT897735,HCV,1a,100.0
MT897746,HCV,1b,100.0
MT897747,HCV,1b,100.0
MT897748,HCV,1b,100.0
MT897749,HCV,1b,100.0
MT897752,HCV,1b,100.0
MT897751,HCV,1b,100.0
MT897755,HCV,1b,100.0
MT897756,HCV,1b,100.0
MT897723,HCV,1b,100.0
MT897758,HCV,1a,100.0
MT897761,HCV,1b,100.0
MT897753,HCV,1b,100.0
MT897762,HCV,1b,100.0
MT897763,HCV,1b,100.0
MT897766,HCV,1a,100.0
MT897764,HCV,1b,100.0
MT897759,HCV,1a,100.0
MT897765,HCV,1b,100.0
MT897769,HCV,1b,100.0
MT897767,HCV,1b,100.0
MT897770,HCV,1b,100.0
MT897768,HCV,1b,100.0
MT897772,HCV,1b,100.0
MT897775,HCV,1b,100.0
MT897771,HCV,1b,100.0
MT897773,HCV,1b,100.0
MT897776,HCV,1a,100.0
MT897778,HCV,1a,100.0
MT897738,HCV,1b,100.0
MT897757,HCV,1b,100.0
MT897784,HCV,1b,100.0
MT897774,HCV,1b,100.0
MT897781,HCV,1b,100.0
MT897782,HCV,1b,100.0
MT897780,HCV,1a,100.0
MT897783,HCV,1b,100.0
MT897790,HCV,1b,100.0
MT897788,HCV,1b,100.0
