Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
MW205431,3,72.549,3b,87.328,26-93,Yes
MW205432,3,74.652,3b,86.685,26-93,Yes
MW205433,3,73.720,3b,84.566,26-93,Yes
MW205434,3,71.886,3b,88.291,26-93,Yes
MW205435,3,71.913,3k,90.862,26-93,Yes
MW205436,2,82.175,2i,84.592,26-93,Yes
MW205437,2,80.374,2i,83.747,26-93,Yes
MW205438,2,83.988,2i,84.592,26-93,Yes
MW205439,2,78.540,2v,82.522,26-93,Yes
MW205440,2,83.082,2u,83.587,26-93,Yes
MW205441,2,80.174,2i,83.514,26-93,Yes
MW205442,2,74.755,2d,79.756,26-93,Yes
MW205443,2,77.778,2v,82.063,26-93,Yes
MW205444,2,82.558,2e,90.173,26-93,Yes
MW205445,2,79.956,2u,83.224,26-93,Yes
MW205446,2,81.882,2i,91.375,26-93,Yes
MW205447,2,84.870,2i,91.943,26-93,Yes
MW205448,2,84.688,2i,91.250,26-93,Yes
MW205449,2,81.004,2i,88.865,26-93,Yes
MW205450,2,80.706,2i,84.000,26-93,Yes
MW205451,2,79.680,2c,88.356,26-93,Yes
MW205452,2,79.266,2c,89.655,26-93,Yes
MW205453,2,78.478,2c,87.284,26-93,Yes
MW205454,2,81.779,2r,91.361,26-93,Yes
MW205455,2,80.952,2r,90.713,26-93,Yes
MW205456,2,82.393,2f,83.973,26-93,Yes
MW205457,2,80.126,2q,83.175,26-93,Yes
MW205458,2,80.952,2f,86.853,26-93,Yes
MW205459,2,78.139,2f,89.224,26-93,Yes
MW205460,2,81.798,2f,85.934,26-93,Yes
MW205461,2,80.952,2i,82.505,26-93,Yes
MW205462,2,78.994,2q,83.436,26-93,Yes
MW205463,2,77.419,2u,79.032,26-93,Yes
MW205464,2,78.556,2q,81.739,26-93,Yes
MW205465,2,77.027,2i,81.279,26-93,Yes
MW205466,2,76.573,2k,86.422,26-93,Yes
MW205467,,,,,,
MW205468,,,,,,
MW205469,,,,,,
MW205470,,,,,,
MW205471,,,,,,
MW205472,,,,,,
MW205473,,,,,,
MW205474,,,,,,
MW205475,,,,,,
MW205476,,,,,,
MW205477,,,,,,
MW205478,,,,,,
MW205479,,,,,,
MW205480,,,,,,
MW205481,,,,,,
MW205482,,,,,,
MW205483,,,,,,
MW205484,,,,,,
MW205485,,,,,,
MW205486,,,,,,
MW205487,,,,,,
MW205488,,,,,,
MW205489,,,,,,
MW205490,,,,,,
MW205491,,,,,,
MW205492,,,,,,
MW205493,,,,,,
MW205494,,,,,,
MW205495,,,,,,
MW205496,,,,,,
MW205497,,,,,,
MW205498,,,,,,
MW205499,,,,,,
MW205500,,,,,,
MW205501,,,,,,
MW205502,,,,,,
MW205503,,,,,,
MW205504,,,,,,
MW205505,,,,,,
MW205506,,,,,,
MW205507,,,,,,
MW221786,,,,,,
MW221787,,,,,,
MW221788,,,,,,
MW221789,,,,,,
MW221790,,,,,,
MW221791,,,,,,
MW221792,,,,,,
MW221793,,,,,,
MW221794,,,,,,
MW221795,,,,,,
MW221796,,,,,,
MW221797,,,,,,
MW221798,,,,,,
MW221799,,,,,,
MW221800,,,,,,
MW221801,,,,,,
MW221802,,,,,,
MW221803,,,,,,
MW221804,,,,,,
MW221805,,,,,,
MW221806,,,,,,
MW221807,,,,,,
MW221808,,,,,,
MW221809,,,,,,
MW221810,,,,,,
MW221811,,,,,,
MW221812,,,,,,
MW221813,,,,,,
MW221814,,,,,,
MW221815,,,,,,
MW221816,,,,,,
MW221817,,,,,,
MW221818,,,,,,
MW221819,,,,,,
MW221820,,,,,,
MW221821,,,,,,
MW234382,,,,,,
MW234383,,,,,,
MW234384,,,,,,
MW234385,,,,,,
MW234386,,,,,,
MW234387,,,,,,
MW234388,,,,,,
MW234389,,,,,,
MW234390,,,,,,
MW234391,,,,,,
MW234392,,,,,,
MW234393,,,,,,
MW234394,,,,,,
MW234395,,,,,,
MW234396,,,,,,
MW234397,,,,,,
MW234398,,,,,,
MW234399,,,,,,
MW234400,,,,,,
MW234401,,,,,,
MW234402,,,,,,
MW234403,,,,,,
MW234404,,,,,,
MW234405,,,,,,
MW234406,,,,,,
MW281563,,,,,,
MW307936,,,,,,
MW357752,,,,,,
MW357753,,,,,,
MW357754,,,,,,
MW357755,,,,,,
MW357756,,,,,,
MW357757,,,,,,
MW357758,,,,,,
MW357759,,,,,,
MW357760,,,,,,
MW357761,,,,,,
MW357762,,,,,,
MW357763,,,,,,
MW357764,,,,,,
MW357765,,,,,,
MW357766,,,,,,
MW357767,,,,,,
MW357768,,,,,,
MW357769,,,,,,
MW357770,,,,,,
MW357771,,,,,,
MW357772,,,,,,
MW357773,,,,,,
MW357774,,,,,,
MW357775,,,,,,
MW357776,,,,,,
MW357777,,,,,,
MW357778,,,,,,
MW357779,,,,,,
MW357780,,,,,,
MW357781,,,,,,
MW357782,,,,,,
MW357783,,,,,,
MW357784,,,,,,
MW357785,,,,,,
MW357786,,,,,,
MW357787,,,,,,
MW357788,,,,,,
MW357789,,,,,,
MW357790,,,,,,
MW357791,,,,,,
MW357792,,,,,,
MW357793,1,76.829,1b,90.754,26-93,Yes
MW357794,1,78.832,1b,91.241,26-93,Yes
MW357795,1,78.589,1b,92.457,26-93,Yes
MW357796,1,78.780,1b,91.241,26-93,Yes
MW357797,1,79.756,1b,93.187,26-93,Yes
MW357798,1,79.756,1b,93.187,26-93,Yes
MW357799,1,78.293,1b,91.727,26-93,Yes
MW357800,1,78.378,1b,93.857,26-93,Yes
MW357801,1,78.061,1b,91.071,26-93,Yes
MW357802,1,78.049,1b,91.089,26-93,Yes
MW357803,1,80.049,1b,91.707,26-93,Yes
MW357804,1,78.832,1b,94.161,26-93,Yes
MW357805,1,79.710,1b,93.431,26-93,Yes
MW357806,1,78.049,1b,92.214,26-93,Yes
MW357807,1,79.756,1b,93.674,26-93,Yes
MW357808,1,78.293,1b,92.457,26-93,Yes
MW357809,1,80.000,1b,93.917,26-93,Yes
MW357810,1,78.986,1b,90.268,26-93,Yes
MW357811,1,78.345,1b,93.187,26-93,Yes
MW357812,1,78.676,1b,91.176,26-93,Yes
MW357813,1,77.340,1b,92.840,26-93,Yes
MW357814,1,79.319,1b,92.944,26-93,Yes
MZ325443,3,92.257,3a,92.567,26-93,Yes
MZ325444,3,92.257,3a,92.567,26-93,Yes
MZ327730,3,93.363,3a,91.987,26-93,Yes
MZ327731,1,91.735,1a,93.291,26-93,Yes
MZ327732,1,94.420,1a,94.083,26-93,Yes
MZ327733,1,91.592,1a,91.442,26-93,Yes
MZ327734,1,92.783,1a,93.767,26-93,Yes
MZ327735,3,93.953,3a,93.045,26-93,Yes
MZ327736,1,91.518,1a,91.759,26-93,Yes
MZ327737,1,92.113,1a,93.555,26-93,Yes
MZ327738,3,94.174,3a,92.782,26-93,Yes
MZ327739,1,92.708,1a,93.238,26-93,Yes
MZ327740,1,92.113,1a,93.027,26-93,Yes
MZ327741,1,91.443,1a,91.653,26-93,Yes
MZ327742,1,91.741,1a,92.129,26-93,Yes
MZ327743,1,83.308,1a,89.118,26-93,Yes
MZ327744,1,91.667,1a,92.076,26-93,Yes
MZ327745,3,92.699,3a,93.309,26-93,Yes
MZ327746,1,91.964,1a,91.653,26-93,Yes
MZ327747,1,94.792,1a,95.298,26-93,Yes
MZ327748,3,92.994,3a,92.571,26-93,Yes
MZ327749,1,92.783,1a,94.189,26-93,Yes
MZ327750,3,93.289,3a,93.200,26-93,Yes
MZ327751,1,91.443,1a,93.502,26-93,Yes
MZ327752,4,75.901,4a,80.728,26-93,Yes
MZ327753,1,76.876,1b,93.431,26-93,Yes
MZ327754,3,94.174,3a,93.098,26-93,Yes
MZ327755,2,75.293,2b,91.495,26-93,Yes
MZ327756,3,92.920,3a,92.040,26-93,Yes
MZ327757,3,92.546,3a,92.409,26-93,Yes
MZ327758,1,92.188,1a,92.129,26-93,Yes
MZ327759,3,93.879,3a,92.725,26-93,Yes
MZ327760,1,93.304,1a,94.189,26-93,Yes
MZ327761,1,93.070,1a,94.665,26-93,Yes
MZ327762,1,91.660,1a,91.178,26-93,Yes
MZ327763,1,89.807,1a,93.457,26-93,Yes
MZ327764,3,92.699,3a,93.042,26-93,Yes
MZ327765,1,92.039,1a,92.340,26-93,Yes
MZ327766,1,92.033,1a,92.974,26-93,Yes
MZ327767,1,93.973,1a,94.189,26-93,Yes
MZ327768,1,91.964,1a,92.657,26-93,Yes
MZ327769,1,76.794,1b,90.597,26-93,Yes
MZ327770,1,92.932,1a,93.978,26-93,Yes
MZ327771,1,91.071,1a,91.337,26-93,Yes
MZ327772,3,91.962,3a,92.511,26-93,Yes
MZ327773,3,93.805,3a,91.935,26-93,Yes
MZ327774,1,75.483,1b,91.808,26-93,Yes
MZ327775,1,76.226,1b,90.909,26-93,Yes
MZ327776,1,93.229,1a,93.608,26-93,Yes
MZ327777,1,91.809,1a,90.438,26-93,Yes
MZ327778,1,94.494,1a,95.193,26-93,Yes
MZ327779,3,91.224,3a,92.936,26-93,Yes
MZ327780,3,92.472,3a,92.462,26-93,Yes
MZ327781,3,94.027,3a,91.618,26-93,Yes
MZ327782,1,95.312,1a,94.876,26-93,Yes
MZ327783,3,92.148,3a,91.724,26-93,Yes
MZ327784,2,72.242,2b,91.653,26-93,Yes
MZ327785,1,93.676,1a,94.400,26-93,Yes
MZ327786,3,92.699,3a,91.935,26-93,Yes
MZ327787,1,95.833,1a,96.513,26-93,Yes
MZ327788,1,92.262,1a,92.340,26-93,Yes
MZ327789,3,91.593,3a,92.251,26-93,Yes
MZ327790,1,92.560,1a,91.759,26-93,Yes
MZ327791,1,76.888,1b,90.803,26-93,Yes
MZ327792,1,93.601,1a,93.450,26-93,Yes
MZ327793,1,93.452,1a,94.083,26-93,Yes
MZ327794,3,93.658,3a,91.882,26-93,Yes
MZ327795,1,90.551,1a,92.393,26-93,Yes
MZ327796,3,93.732,3a,93.414,26-93,Yes
MZ327797,1,91.295,1a,91.918,26-93,Yes
MZ327798,1,92.113,1a,91.601,26-93,Yes
MZ327799,3,93.289,3a,92.989,26-93,Yes
MZ327800,2,74.859,2b,90.016,26-93,Yes
MZ356313,,,,,,
MZ356314,,,,,,
MZ356315,,,,,,
MZ356316,,,,,,
MZ356317,,,,,,
MZ356318,,,,,,
MZ356319,,,,,,
MZ356320,,,,,,
MZ356321,,,,,,
MZ356322,,,,,,
MZ356323,,,,,,
MZ356324,,,,,,
MZ356325,,,,,,
MZ356326,,,,,,
MZ356327,,,,,,
MZ356328,,,,,,
MZ356329,,,,,,
MZ356330,,,,,,
MZ356331,,,,,,
PP457742,,,,,,
PP457743,,,,,,
PP457744,,,,,,
PP457745,,,,,,
PP457746,,,,,,
PP457747,,,,,,
PP457748,,,,,,
PP457749,,,,,,
PP457750,,,,,,
PP457751,,,,,,
PP457752,,,,,,
PP457753,,,,,,
PP457754,,,,,,
PP457755,,,,,,
PP457756,,,,,,
PP457757,,,,,,
PP457758,,,,,,
PP457759,,,,,,
PP457760,,,,,,
PP457761,,,,,,
PP457762,,,,,,
PP457763,,,,,,
PP457764,,,,,,
PP457765,,,,,,
PP457766,,,,,,
PP457767,,,,,,
PP457768,,,,,,
PP457769,,,,,,
PP457770,,,,,,
PP457771,,,,,,
PP457772,,,,,,
PP457773,,,,,,
PP457774,,,,,,
PP457775,,,,,,
PP457776,,,,,,
PP457777,,,,,,
PP457778,,,,,,
PP457779,,,,,,
PP457780,,,,,,
PP457781,,,,,,
PP457782,,,,,,
PP457783,,,,,,
PP457784,,,,,,
PP457785,,,,,,
PP457786,,,,,,
PP457787,,,,,,
PP457788,,,,,,
PP457789,,,,,,
PP457790,,,,,,
PP457791,,,,,,
PP457792,,,,,,
PP457793,,,,,,
PP457794,,,,,,
PP457795,,,,,,
PP457796,,,,,,
PP457797,,,,,,
PP457798,,,,,,
PP457799,,,,,,
PP457800,,,,,,
PP457801,,,,,,
PP457802,,,,,,
PP484706,,,,,,
PP484707,,,,,,
PP484708,,,,,,
PP484709,,,,,,
PP484710,,,,,,
PP484711,,,,,,
PP484712,,,,,,
PP484713,,,,,,
PP484714,,,,,,
PP484715,,,,,,
PP484716,,,,,,
PP484717,,,,,,
PP484718,,,,,,
PP484719,,,,,,
PP484720,,,,,,
PP484721,,,,,,
PP484722,,,,,,
PP484723,,,,,,
PP484724,,,,,,
PP484725,,,,,,
PP484726,,,,,,
PP484727,,,,,,
PP484728,,,,,,
PP484729,,,,,,
PP484730,,,,,,
PP484731,,,,,,
PP484732,,,,,,
PP484733,,,,,,
PP484734,,,,,,
PP484735,,,,,,
PP484736,,,,,,
PP484737,,,,,,
PP484738,,,,,,
PP484739,,,,,,
PP484740,,,,,,
PP484741,,,,,,
PP484742,,,,,,
PP484743,,,,,,
PP484744,,,,,,
PP484745,,,,,,
PP484746,,,,,,
PP484747,,,,,,
PP484748,,,,,,
PP484749,,,,,,
PP484750,,,,,,
PP484751,,,,,,
PP484752,,,,,,
PP484753,,,,,,
PP484754,,,,,,
PP484755,,,,,,
PP484756,,,,,,
PP484757,,,,,,
PP484758,,,,,,
PP484759,,,,,,
PP484760,,,,,,
PP484761,,,,,,
PP484762,,,,,,
PP484763,,,,,,
PP484764,,,,,,
PP484765,,,,,,
PP484766,,,,,,
PP484767,,,,,,
PP484768,,,,,,
PP484769,,,,,,
PP484770,,,,,,
PP484771,,,,,,
PP484772,,,,,,
PP484773,,,,,,
PP484774,,,,,,
PP484775,,,,,,
PP484776,,,,,,
PP484777,,,,,,
PP484778,,,,,,
PP484779,,,,,,
PP484780,,,,,,
PP484781,,,,,,
PP484782,,,,,,
PP484783,,,,,,
PP484784,,,,,,
PP484785,,,,,,
PP484786,,,,,,
PP484787,,,,,,
PP484788,,,,,,
PP484789,,,,,,
PP484790,,,,,,
PP484791,,,,,,
PP484792,,,,,,
PP484793,,,,,,
PP484794,,,,,,
PP484795,,,,,,
PP484796,,,,,,
PP484797,,,,,,
PP484798,,,,,,
PP484799,,,,,,
PP484800,,,,,,
PP484801,,,,,,
PP484802,,,,,,
PP484803,,,,,,
PP484804,,,,,,
PP484805,,,,,,
PP484806,,,,,,
PP484807,,,,,,
PP484808,,,,,,
PP484809,,,,,,
PP484810,,,,,,
PP484811,,,,,,
PP484812,,,,,,
PP484813,,,,,,
PP484814,,,,,,
PP484815,,,,,,
PP484816,,,,,,
PP484817,,,,,,
PP484818,,,,,,
PP484819,,,,,,
PP484820,,,,,,
PP484821,,,,,,
PP484822,,,,,,
PP484823,,,,,,
PP484824,,,,,,
PP484825,,,,,,
PP484826,,,,,,
PP484827,,,,,,
PP484828,,,,,,
PP484829,,,,,,
PP484830,,,,,,
PP484831,,,,,,
PP484832,,,,,,
PP484833,,,,,,
PP484834,,,,,,
PP484835,,,,,,
PP484836,,,,,,
PP484837,,,,,,
PP484838,,,,,,
PP484839,,,,,,
PP484840,,,,,,
PP484841,,,,,,
PP484842,,,,,,
PP484843,,,,,,
PP484844,,,,,,
PP484845,,,,,,
PP484846,,,,,,
PP484847,,,,,,
PP484848,,,,,,
PP484849,,,,,,
PP484850,,,,,,
PP484851,,,,,,
PP484852,,,,,,
PP484853,,,,,,
PP484854,,,,,,
PP484855,,,,,,
PP484856,,,,,,
PP484857,,,,,,
PP484858,,,,,,
PP484859,,,,,,
PP484860,,,,,,
PP484861,,,,,,
PP484862,,,,,,
PP484863,,,,,,
PP484864,,,,,,
PP484865,,,,,,
PP484866,,,,,,
PP484867,,,,,,
PP484868,,,,,,
PP484869,,,,,,
PP484870,,,,,,
PP484871,,,,,,
PP484872,,,,,,
PP484873,,,,,,
PP484874,,,,,,
PP484875,,,,,,
PP484876,,,,,,
PP484877,,,,,,
PP583866,,,,,,
PP583867,,,,,,
PP583868,,,,,,
PP583869,,,,,,
PP583870,,,,,,
PP583871,,,,,,
PP583872,,,,,,
PP583873,,,,,,
PP583874,,,,,,
PP583875,,,,,,
PP583876,,,,,,
PP583877,,,,,,
PP583878,,,,,,
PP583879,,,,,,
PP583880,,,,,,
PP583881,,,,,,
PP583882,,,,,,
PP583883,,,,,,
PP583884,,,,,,
PP583885,,,,,,
PP583886,,,,,,
PP583887,,,,,,
PP583888,,,,,,
PP583889,,,,,,
PP583890,,,,,,
PP583891,,,,,,
PP583892,,,,,,
PP583893,,,,,,
PP583894,,,,,,
PP583895,,,,,,
PP583896,,,,,,
PP583897,,,,,,
PP583898,,,,,,
PP583899,,,,,,
PP583900,,,,,,
PP583901,,,,,,
PP583902,,,,,,
PP583903,,,,,,
PP583904,,,,,,
PP583905,,,,,,
PP583906,,,,,,
PP583907,,,,,,
PP583908,,,,,,
PP583909,,,,,,
PP583910,,,,,,
PP583911,,,,,,
PP583912,,,,,,
PP583913,,,,,,
PP583914,,,,,,
PP583915,,,,,,
PP583916,,,,,,
PP583917,,,,,,
PP583918,,,,,,
PP583919,,,,,,
PP583920,,,,,,
PP583921,,,,,,
PP583922,,,,,,
PP583923,,,,,,
PP583924,,,,,,
PP583925,,,,,,
PP583926,,,,,,
PP583927,,,,,,
PP583928,,,,,,
PP583929,,,,,,
PP583930,,,,,,
PP583931,,,,,,
PP583932,,,,,,
PP583933,,,,,,
PP583934,,,,,,
PP583935,,,,,,
PP583936,,,,,,
PP583937,,,,,,
PP583938,,,,,,
PP583939,,,,,,
PP583940,,,,,,
PP583941,,,,,,
PP583942,,,,,,
PP583943,,,,,,
PP583944,,,,,,
PP583945,,,,,,
PP583946,,,,,,
PP583947,,,,,,
PP583948,,,,,,
PP583949,,,,,,
PP583950,,,,,,
PP583951,,,,,,
PP583952,,,,,,
PP583953,,,,,,
PP583954,,,,,,
PP583955,,,,,,
PP583956,,,,,,
PP583957,,,,,,
PP583958,,,,,,
PP583959,,,,,,
PP583960,,,,,,
PP583961,,,,,,
PP583962,,,,,,
PP583963,,,,,,
PP583964,,,,,,
PP583965,,,,,,
PP583966,,,,,,
PP583967,,,,,,
PP583968,,,,,,
PP583969,,,,,,
PP583970,,,,,,
PP583971,,,,,,
PP583972,,,,,,
PP583973,,,,,,
PP583974,,,,,,
PP583975,,,,,,
PP583976,,,,,,
PP583977,,,,,,
PP583978,,,,,,
PP583979,,,,,,
PP583980,,,,,,
PP583981,,,,,,
PP583982,,,,,,
PP583983,,,,,,
PP583984,,,,,,
PP583985,,,,,,
PP583986,,,,,,
PP583987,,,,,,
PP583988,,,,,,
PP583989,,,,,,
PP583990,,,,,,
PP583991,,,,,,
PP583992,,,,,,
PP583993,,,,,,
PP583994,,,,,,
PP583995,,,,,,
PP583996,,,,,,
PP583997,,,,,,
PP583998,,,,,,
PP583999,,,,,,
PP584000,,,,,,
PP584001,,,,,,
PP584002,,,,,,
PP584003,,,,,,
PP584004,,,,,,
PP584005,,,,,,
PP584006,,,,,,
PP584007,,,,,,
PP584008,,,,,,
PP584009,,,,,,
PP584010,,,,,,
PP584011,,,,,,
PP584012,,,,,,
PP584013,,,,,,
PP584014,,,,,,
PQ212854,,,,,,
PQ212855,,,,,,
PQ212856,,,,,,
PQ212857,,,,,,
PQ212858,,,,,,
PQ212859,,,,,,
PQ212860,,,,,,
PQ320121,3,72.879,3b,99.293,26-93,Yes
PQ320122,3,96.245,3a,94.486,26-93,Yes
PQ320123,1,94.013,1a,93.490,26-93,Yes
PQ320124,1,93.596,1a,94.336,26-93,Yes
PQ320125,3,72.982,3b,99.185,26-93,Yes
PQ320126,1,93.461,1a,94.491,26-93,Yes
PQ320127,3,74.150,3b,98.968,26-93,Yes
PQ320128,1,93.269,1a,94.508,26-93,Yes
PQ320129,3,73.519,3b,97.661,26-93,Yes
PQ320130,1,77.724,1b,99.448,26-93,Yes
PQ335035,,,,,,
PQ335036,,,,,,
PQ335037,,,,,,
PQ335038,,,,,,
PQ335039,,,,,,
PQ335040,,,,,,
PQ335041,,,,,,
PQ335042,,,,,,
PQ335043,,,,,,
PQ335044,,,,,,
PQ335045,,,,,,
PQ335046,,,,,,
PQ335047,,,,,,
PQ335048,,,,,,
PQ335049,,,,,,
PQ335050,,,,,,
PQ335051,,,,,,
PQ335052,,,,,,
PQ335053,,,,,,
PQ335054,,,,,,
PQ335055,,,,,,
PQ335056,,,,,,
PQ335057,,,,,,
PQ335058,,,,,,
PQ335059,,,,,,
PQ335060,,,,,,
PQ335061,,,,,,
PQ335062,,,,,,
PQ335063,,,,,,
PQ335064,,,,,,
PQ335065,,,,,,
PQ335066,,,,,,
PQ335067,,,,,,
PQ335068,,,,,,
PQ335069,,,,,,
PQ335070,,,,,,
PQ335071,,,,,,
PQ335072,,,,,,
PQ335073,,,,,,
PQ335074,,,,,,
PQ335075,,,,,,
PQ335076,,,,,,
PQ335077,,,,,,
PQ335078,,,,,,
PQ335079,,,,,,
PQ335080,,,,,,
PQ335081,,,,,,
PQ335082,,,,,,
PQ335083,,,,,,
PQ335084,,,,,,
PQ335085,,,,,,
PQ335086,,,,,,
PQ335087,,,,,,
PQ335088,,,,,,
PQ335089,,,,,,
PQ335090,,,,,,
PQ335091,,,,,,
PQ335092,,,,,,
PQ335093,,,,,,
PQ335094,,,,,,
PQ335095,,,,,,
PQ335096,,,,,,
PQ335097,,,,,,
PQ335098,,,,,,
PQ335099,,,,,,
PQ335100,,,,,,
PQ335101,,,,,,
PQ335102,,,,,,
PQ335103,,,,,,
PQ335104,,,,,,
PQ335105,,,,,,
PQ335106,,,,,,
PQ335107,,,,,,
PQ335108,,,,,,
PQ335109,,,,,,
PQ335110,,,,,,
PQ335111,,,,,,
PQ335112,,,,,,
PQ335113,,,,,,
PQ335114,,,,,,
PQ335115,,,,,,
PQ335116,,,,,,
PQ335117,,,,,,
PQ335118,,,,,,
PQ335119,,,,,,
PQ335120,,,,,,
PQ335121,,,,,,
PQ335122,,,,,,
PQ335123,,,,,,
PQ335124,,,,,,
PQ335125,,,,,,
PQ335126,,,,,,
PQ335127,,,,,,
PQ335128,,,,,,
