Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
MW205506,,,,,,
MW205507,,,,,,
MW221786,,,,,,
MW221787,,,,,,
MW221788,,,,,,
MW221789,,,,,,
MW221790,,,,,,
MW221791,,,,,,
MW221792,,,,,,
MW221793,,,,,,
MW221794,,,,,,
MW221795,,,,,,
MW221796,,,,,,
MW221797,,,,,,
MW221798,,,,,,
MW221799,,,,,,
MW221800,,,,,,
MW221801,,,,,,
MW221802,,,,,,
MW221803,,,,,,
MW221804,,,,,,
MW221805,,,,,,
MW221806,,,,,,
MW221807,,,,,,
MW221808,,,,,,
MW221809,,,,,,
MW221810,,,,,,
MW221811,,,,,,
MW221812,,,,,,
MW221813,,,,,,
MW221814,,,,,,
MW221815,,,,,,
MW221816,,,,,,
MW221817,,,,,,
MW221818,,,,,,
MW221819,,,,,,
MW221820,,,,,,
MW221821,,,,,,
MW234382,,,,,,
MW234383,,,,,,
MW234384,,,,,,
MW234385,,,,,,
MW234386,,,,,,
MW234387,,,,,,
MW234388,,,,,,
MW234389,,,,,,
MW234390,,,,,,
MW234391,,,,,,
MW234392,,,,,,
MW234393,,,,,,
MW234394,,,,,,
MW234395,,,,,,
MW234396,,,,,,
MW234397,,,,,,
MW234398,,,,,,
MW234399,,,,,,
MW234400,,,,,,
MW234401,,,,,,
MW234402,,,,,,
MW234403,,,,,,
MW234404,,,,,,
MW234405,,,,,,
MW234406,,,,,,
MW281563,,,,,,
MW307936,,,,,,
MW357752,,,,,,
MW357753,,,,,,
MW357754,,,,,,
MW357755,,,,,,
MW357756,,,,,,
MW357757,,,,,,
MW357758,,,,,,
MW357759,,,,,,
MW357760,,,,,,
MW357761,,,,,,
MW357762,,,,,,
MW357763,,,,,,
MW357764,,,,,,
MW357765,,,,,,
MW357766,,,,,,
MW357767,,,,,,
MW357768,,,,,,
MW357769,,,,,,
MW357770,,,,,,
MW357771,,,,,,
MW357772,,,,,,
MW357773,,,,,,
MW357774,,,,,,
MW357775,,,,,,
MW357776,,,,,,
MW357777,,,,,,
MW357778,,,,,,
MW357779,,,,,,
MW357780,,,,,,
MW357781,,,,,,
MW357782,,,,,,
MW357783,,,,,,
MW357784,,,,,,
MW357785,,,,,,
MW357786,,,,,,
MW357787,,,,,,
MW357788,,,,,,
MW357789,,,,,,
MW357790,,,,,,
MW357791,,,,,,
MW357792,,,,,,
MW357793,,,,,,
MW357794,,,,,,
MW357795,,,,,,
MW357796,,,,,,
MW357797,,,,,,
MW357798,,,,,,
MW357799,,,,,,
MW357800,,,,,,
MW357801,,,,,,
MW357802,,,,,,
MW357803,,,,,,
MW357804,,,,,,
MW357805,,,,,,
MW357806,,,,,,
MW357807,,,,,,
MW357808,,,,,,
MW357809,,,,,,
MW357810,,,,,,
MW357811,,,,,,
MW357812,,,,,,
MW357813,,,,,,
MW357814,,,,,,
MZ325443,3,93.027,3a,92.567,36-175,Yes
MZ325444,3,93.027,3a,92.567,36-175,Yes
MZ327730,3,94.083,3a,91.987,36-175,Yes
MZ327731,1,92.287,1a,93.291,36-175,Yes
MZ327732,1,93.925,1a,94.083,36-175,Yes
MZ327733,1,91.337,1a,91.442,36-175,Yes
MZ327734,1,93.661,1a,93.767,36-175,Yes
MZ327735,3,94.559,3a,93.045,36-175,Yes
MZ327736,1,91.178,1a,91.759,36-175,Yes
MZ327737,1,93.450,1a,93.555,36-175,Yes
MZ327738,3,94.876,3a,92.782,36-175,Yes
MZ327739,1,93.027,1a,93.238,36-175,Yes
MZ327740,1,92.816,1a,93.027,36-175,Yes
MZ327741,1,91.231,1a,91.653,36-175,Yes
MZ327742,1,92.287,1a,92.129,36-175,Yes
MZ327743,1,88.325,1a,89.118,36-175,Yes
MZ327744,1,91.918,1a,92.076,36-175,Yes
MZ327745,3,93.027,3a,93.309,36-175,Yes
MZ327746,1,91.389,1a,91.653,36-175,Yes
MZ327747,1,94.876,1a,95.298,36-175,Yes
MZ327748,3,93.714,3a,92.571,36-175,Yes
MZ327749,1,93.978,1a,94.189,36-175,Yes
MZ327750,3,94.506,3a,93.200,36-175,Yes
MZ327751,1,93.397,1a,93.502,36-175,Yes
MZ327752,4,81.300,4a,80.728,36-175,Yes
MZ327753,1,80.517,1b,93.431,36-175,Yes
MZ327754,3,94.770,3a,93.098,36-175,Yes
MZ327755,2,77.801,2b,91.495,36-175,Yes
MZ327756,3,92.182,3a,92.040,36-175,Yes
MZ327757,3,93.238,3a,92.409,36-175,Yes
MZ327758,1,91.865,1a,92.129,36-175,Yes
MZ327759,3,92.974,3a,92.725,36-175,Yes
MZ327760,1,94.189,1a,94.189,36-175,Yes
MZ327761,1,94.031,1a,94.665,36-175,Yes
MZ327762,1,91.072,1a,91.178,36-175,Yes
MZ327763,1,93.404,1a,93.457,36-175,Yes
MZ327764,3,93.925,3a,93.042,36-175,Yes
MZ327765,1,92.446,1a,92.340,36-175,Yes
MZ327766,1,92.235,1a,92.974,36-175,Yes
MZ327767,1,93.872,1a,94.189,36-175,Yes
MZ327768,1,91.231,1a,92.657,36-175,Yes
MZ327769,1,79.325,1b,90.597,36-175,Yes
MZ327770,1,93.714,1a,93.978,36-175,Yes
MZ327771,1,91.231,1a,91.337,36-175,Yes
MZ327772,3,93.080,3a,92.511,36-175,Yes
MZ327773,3,92.974,3a,91.935,36-175,Yes
MZ327774,1,79.926,1b,91.808,36-175,Yes
MZ327775,1,80.232,1b,90.909,36-175,Yes
MZ327776,1,93.185,1a,93.608,36-175,Yes
MZ327777,1,90.438,1a,90.438,36-175,Yes
MZ327778,1,95.034,1a,95.193,36-175,Yes
MZ327779,3,93.397,3a,92.936,36-175,Yes
MZ327780,3,92.710,3a,92.462,36-175,Yes
MZ327781,3,93.502,3a,91.618,36-175,Yes
MZ327782,1,94.242,1a,94.876,36-175,Yes
MZ327783,3,92.604,3a,91.724,36-175,Yes
MZ327784,2,78.488,2b,91.653,36-175,Yes
MZ327785,1,94.136,1a,94.400,36-175,Yes
MZ327786,3,92.868,3a,91.935,36-175,Yes
MZ327787,1,96.566,1a,96.513,36-175,Yes
MZ327788,1,91.970,1a,92.340,36-175,Yes
MZ327789,3,92.710,3a,92.251,36-175,Yes
MZ327790,1,91.601,1a,91.759,36-175,Yes
MZ327791,1,80.548,1b,90.803,36-175,Yes
MZ327792,1,92.816,1a,93.450,36-175,Yes
MZ327793,1,94.031,1a,94.083,36-175,Yes
MZ327794,3,93.502,3a,91.882,36-175,Yes
MZ327795,1,92.710,1a,92.393,36-175,Yes
MZ327796,3,94.823,3a,93.414,36-175,Yes
MZ327797,1,90.967,1a,91.918,36-175,Yes
MZ327798,1,91.495,1a,91.601,36-175,Yes
MZ327799,3,94.612,3a,92.989,36-175,Yes
MZ327800,2,77.748,2b,90.016,36-175,Yes
MZ356313,,,,,,
MZ356314,,,,,,
MZ356315,,,,,,
MZ356316,,,,,,
MZ356317,,,,,,
MZ356318,,,,,,
MZ356319,,,,,,
MZ356320,,,,,,
MZ356321,,,,,,
MZ356322,,,,,,
MZ356323,,,,,,
MZ356324,,,,,,
MZ356325,,,,,,
MZ356326,,,,,,
MZ356327,,,,,,
MZ356328,,,,,,
MZ356329,,,,,,
MZ356330,,,,,,
MZ356331,,,,,,
PP457742,,,,,,
PP457743,,,,,,
PP457744,,,,,,
PP457745,,,,,,
PP457746,,,,,,
PP457747,,,,,,
PP457748,,,,,,
PP457749,,,,,,
PP457750,,,,,,
PP457751,,,,,,
PP457752,,,,,,
PP457753,,,,,,
PP457754,,,,,,
PP457755,,,,,,
PP457756,,,,,,
PP457757,,,,,,
PP457758,,,,,,
PP457759,,,,,,
PP457760,,,,,,
PP457761,,,,,,
PP457762,,,,,,
PP457763,,,,,,
PP457764,,,,,,
PP457765,,,,,,
PP457766,,,,,,
PP457767,,,,,,
PP457768,,,,,,
PP457769,,,,,,
PP457770,,,,,,
PP457771,,,,,,
PP457772,,,,,,
PP457773,,,,,,
PP457774,,,,,,
PP457775,,,,,,
PP457776,,,,,,
PP457777,,,,,,
PP457778,,,,,,
PP457779,,,,,,
PP457780,,,,,,
PP457781,,,,,,
PP457782,,,,,,
PP457783,,,,,,
PP457784,,,,,,
PP457785,,,,,,
PP457786,,,,,,
PP457787,,,,,,
PP457788,,,,,,
PP457789,,,,,,
PP457790,,,,,,
PP457791,,,,,,
PP457792,,,,,,
PP457793,,,,,,
PP457794,,,,,,
PP457795,,,,,,
PP457796,,,,,,
PP457797,,,,,,
PP457798,,,,,,
PP457799,,,,,,
PP457800,,,,,,
PP457801,,,,,,
PP457802,,,,,,
PP484706,,,,,,
PP484707,,,,,,
PP484708,,,,,,
PP484709,,,,,,
PP484710,,,,,,
PP484711,,,,,,
PP484712,,,,,,
PP484713,,,,,,
PP484714,,,,,,
PP484715,,,,,,
PP484716,,,,,,
PP484717,,,,,,
PP484718,,,,,,
PP484719,,,,,,
PP484720,,,,,,
PP484721,,,,,,
PP484722,,,,,,
PP484723,,,,,,
PP484724,,,,,,
PP484725,,,,,,
PP484726,,,,,,
PP484727,,,,,,
PP484728,,,,,,
PP484729,,,,,,
PP484730,,,,,,
PP484731,,,,,,
PP484732,,,,,,
PP484733,,,,,,
PP484734,,,,,,
PP484735,,,,,,
PP484736,,,,,,
PP484737,,,,,,
PP484738,,,,,,
PP484739,,,,,,
PP484740,,,,,,
PP484741,,,,,,
PP484742,,,,,,
PP484743,,,,,,
PP484744,,,,,,
PP484745,,,,,,
PP484746,,,,,,
PP484747,,,,,,
PP484748,,,,,,
PP484749,,,,,,
PP484750,,,,,,
PP484751,,,,,,
PP484752,,,,,,
PP484753,,,,,,
PP484754,,,,,,
PP484755,,,,,,
PP484756,,,,,,
PP484757,,,,,,
PP484758,,,,,,
PP484759,,,,,,
PP484760,,,,,,
PP484761,,,,,,
PP484762,,,,,,
PP484763,,,,,,
PP484764,,,,,,
PP484765,,,,,,
PP484766,,,,,,
PP484767,,,,,,
PP484768,,,,,,
PP484769,,,,,,
PP484770,,,,,,
PP484771,,,,,,
PP484772,,,,,,
PP484773,,,,,,
PP484774,,,,,,
PP484775,,,,,,
PP484776,,,,,,
PP484777,,,,,,
PP484778,,,,,,
PP484779,,,,,,
PP484780,,,,,,
PP484781,,,,,,
PP484782,,,,,,
PP484783,,,,,,
PP484784,,,,,,
PP484785,,,,,,
PP484786,,,,,,
PP484787,,,,,,
PP484788,,,,,,
PP484789,,,,,,
PP484790,,,,,,
PP484791,,,,,,
PP484792,,,,,,
PP484793,,,,,,
PP484794,,,,,,
PP484795,,,,,,
PP484796,,,,,,
PP484797,,,,,,
PP484798,,,,,,
PP484799,,,,,,
PP484800,,,,,,
PP484801,,,,,,
PP484802,,,,,,
PP484803,,,,,,
PP484804,,,,,,
PP484805,,,,,,
PP484806,,,,,,
PP484807,,,,,,
PP484808,,,,,,
PP484809,,,,,,
PP484810,,,,,,
PP484811,,,,,,
PP484812,,,,,,
PP484813,,,,,,
PP484814,,,,,,
PP484815,,,,,,
PP484816,,,,,,
PP484817,,,,,,
PP484818,,,,,,
PP484819,,,,,,
PP484820,,,,,,
PP484821,,,,,,
PP484822,,,,,,
PP484823,,,,,,
PP484824,,,,,,
PP484825,,,,,,
PP484826,,,,,,
PP484827,,,,,,
PP484828,,,,,,
PP484829,,,,,,
PP484830,,,,,,
PP484831,,,,,,
PP484832,,,,,,
PP484833,,,,,,
PP484834,,,,,,
PP484835,,,,,,
PP484836,,,,,,
PP484837,,,,,,
PP484838,,,,,,
PP484839,,,,,,
PP484840,,,,,,
PP484841,,,,,,
PP484842,,,,,,
PP484843,,,,,,
PP484844,,,,,,
PP484845,,,,,,
PP484846,,,,,,
PP484847,,,,,,
PP484848,,,,,,
PP484849,,,,,,
PP484850,,,,,,
PP484851,,,,,,
PP484852,,,,,,
PP484853,,,,,,
PP484854,,,,,,
PP484855,,,,,,
PP484856,,,,,,
PP484857,,,,,,
PP484858,,,,,,
PP484859,,,,,,
PP484860,,,,,,
PP484861,,,,,,
PP484862,,,,,,
PP484863,,,,,,
PP484864,,,,,,
PP484865,,,,,,
PP484866,,,,,,
PP484867,,,,,,
PP484868,,,,,,
PP484869,,,,,,
PP484870,,,,,,
PP484871,,,,,,
PP484872,,,,,,
PP484873,,,,,,
PP484874,,,,,,
PP484875,,,,,,
PP484876,,,,,,
PP484877,,,,,,
PP583866,,,,,,
PP583867,,,,,,
PP583868,,,,,,
PP583869,,,,,,
PP583870,,,,,,
PP583871,,,,,,
PP583872,,,,,,
PP583873,,,,,,
PP583874,,,,,,
PP583875,,,,,,
PP583876,,,,,,
PP583877,,,,,,
PP583878,,,,,,
PP583879,,,,,,
PP583880,,,,,,
PP583881,,,,,,
PP583882,,,,,,
PP583883,,,,,,
PP583884,,,,,,
PP583885,,,,,,
PP583886,,,,,,
PP583887,,,,,,
PP583888,,,,,,
PP583889,,,,,,
PP583890,,,,,,
PP583891,,,,,,
PP583892,,,,,,
PP583893,,,,,,
PP583894,,,,,,
PP583895,,,,,,
PP583896,,,,,,
PP583897,,,,,,
PP583898,,,,,,
PP583899,,,,,,
PP583900,,,,,,
PP583901,,,,,,
PP583902,,,,,,
PP583903,,,,,,
PP583904,,,,,,
PP583905,,,,,,
PP583906,,,,,,
PP583907,,,,,,
PP583908,,,,,,
PP583909,,,,,,
PP583910,,,,,,
PP583911,,,,,,
PP583912,,,,,,
PP583913,,,,,,
PP583914,,,,,,
PP583915,,,,,,
PP583916,,,,,,
PP583917,,,,,,
PP583918,,,,,,
PP583919,,,,,,
PP583920,,,,,,
PP583921,,,,,,
PP583922,,,,,,
PP583923,,,,,,
PP583924,,,,,,
PP583925,,,,,,
PP583926,,,,,,
PP583927,,,,,,
PP583928,,,,,,
PP583929,,,,,,
PP583930,,,,,,
PP583931,,,,,,
PP583932,,,,,,
PP583933,,,,,,
PP583934,,,,,,
PP583935,,,,,,
PP583936,,,,,,
PP583937,,,,,,
PP583938,,,,,,
PP583939,,,,,,
PP583940,,,,,,
PP583941,,,,,,
PP583942,,,,,,
PP583943,,,,,,
PP583944,,,,,,
PP583945,,,,,,
PP583946,,,,,,
PP583947,,,,,,
PP583948,,,,,,
PP583949,,,,,,
PP583950,,,,,,
PP583951,,,,,,
PP583952,,,,,,
PP583953,,,,,,
PP583954,,,,,,
PP583955,,,,,,
PP583956,,,,,,
PP583957,,,,,,
PP583958,,,,,,
PP583959,,,,,,
PP583960,,,,,,
PP583961,,,,,,
PP583962,,,,,,
PP583963,,,,,,
PP583964,,,,,,
PP583965,,,,,,
PP583966,,,,,,
PP583967,,,,,,
PP583968,,,,,,
PP583969,,,,,,
PP583970,,,,,,
PP583971,,,,,,
PP583972,,,,,,
PP583973,,,,,,
PP583974,,,,,,
PP583975,,,,,,
PP583976,,,,,,
PP583977,,,,,,
PP583978,,,,,,
PP583979,,,,,,
PP583980,,,,,,
PP583981,,,,,,
PP583982,,,,,,
PP583983,,,,,,
PP583984,,,,,,
PP583985,,,,,,
PP583986,,,,,,
PP583987,,,,,,
PP583988,,,,,,
PP583989,,,,,,
PP583990,,,,,,
PP583991,,,,,,
PP583992,,,,,,
PP583993,,,,,,
PP583994,,,,,,
PP583995,,,,,,
PP583996,,,,,,
PP583997,,,,,,
PP583998,,,,,,
PP583999,,,,,,
PP584000,,,,,,
PP584001,,,,,,
PP584002,,,,,,
PP584003,,,,,,
PP584004,,,,,,
PP584005,,,,,,
PP584006,,,,,,
PP584007,,,,,,
PP584008,,,,,,
PP584009,,,,,,
PP584010,,,,,,
PP584011,,,,,,
PP584012,,,,,,
PP584013,,,,,,
PP584014,,,,,,
PQ212854,,,,,,
PQ212855,,,,,,
PQ212856,,,,,,
PQ212857,,,,,,
PQ212858,,,,,,
PQ212859,,,,,,
PQ212860,,,,,,
PQ320121,,,,,,
PQ320122,,,,,,
PQ320123,,,,,,
PQ320124,,,,,,
PQ320125,,,,,,
PQ320126,,,,,,
PQ320127,,,,,,
PQ320128,,,,,,
PQ320129,,,,,,
PQ320130,,,,,,
PQ335035,,,,,,
PQ335036,,,,,,
PQ335037,,,,,,
PQ335038,,,,,,
PQ335039,,,,,,
PQ335040,,,,,,
PQ335041,,,,,,
PQ335042,,,,,,
PQ335043,,,,,,
PQ335044,,,,,,
PQ335045,,,,,,
PQ335046,,,,,,
PQ335047,,,,,,
PQ335048,,,,,,
PQ335049,,,,,,
PQ335050,,,,,,
PQ335051,,,,,,
PQ335052,,,,,,
PQ335053,,,,,,
PQ335054,,,,,,
PQ335055,,,,,,
PQ335056,,,,,,
PQ335057,,,,,,
PQ335058,,,,,,
PQ335059,,,,,,
PQ335060,,,,,,
PQ335061,,,,,,
PQ335062,,,,,,
PQ335063,,,,,,
PQ335064,,,,,,
PQ335065,,,,,,
PQ335066,,,,,,
PQ335067,,,,,,
PQ335068,,,,,,
PQ335069,,,,,,
PQ335070,,,,,,
PQ335071,,,,,,
PQ335072,,,,,,
PQ335073,,,,,,
PQ335074,,,,,,
PQ335075,,,,,,
PQ335076,,,,,,
PQ335077,,,,,,
PQ335078,,,,,,
PQ335079,,,,,,
PQ335080,,,,,,
PQ335081,,,,,,
PQ335082,,,,,,
PQ335083,,,,,,
PQ335084,,,,,,
PQ335085,,,,,,
PQ335086,,,,,,
PQ335087,,,,,,
PQ335088,,,,,,
PQ335089,,,,,,
PQ335090,,,,,,
PQ335091,,,,,,
PQ335092,,,,,,
PQ335093,,,,,,
PQ335094,,,,,,
PQ335095,,,,,,
PQ335096,,,,,,
PQ335097,,,,,,
PQ335098,,,,,,
PQ335099,,,,,,
PQ335100,,,,,,
PQ335101,,,,,,
PQ335102,,,,,,
PQ335103,,,,,,
PQ335104,,,,,,
PQ335105,,,,,,
PQ335106,,,,,,
PQ335107,,,,,,
PQ335108,,,,,,
PQ335109,,,,,,
PQ335110,,,,,,
PQ335111,,,,,,
PQ335112,,,,,,
PQ335113,,,,,,
PQ335114,,,,,,
PQ335115,,,,,,
PQ335116,,,,,,
PQ335117,,,,,,
PQ335118,,,,,,
PQ335119,,,,,,
PQ335120,,,,,,
PQ335121,,,,,,
PQ335122,,,,,,
PQ335123,,,,,,
PQ335124,,,,,,
PQ335125,,,,,,
PQ335126,,,,,,
PQ335127,,,,,,
PQ335128,,,,,,
PQ335129,,,,,,
PQ335130,,,,,,
PQ335131,,,,,,
PQ335132,,,,,,
PQ335133,,,,,,
PQ335134,,,,,,
PQ335135,,,,,,
PQ335136,,,,,,
PQ335137,,,,,,
PQ335138,,,,,,
PQ335139,,,,,,
PQ335140,,,,,,
PQ335141,,,,,,
PQ335142,,,,,,
PQ335143,,,,,,
PQ335144,,,,,,
PQ335145,,,,,,
PQ335146,,,,,,
PQ335147,,,,,,
PQ335148,,,,,,
PQ335149,,,,,,
PQ335150,,,,,,
PQ335151,,,,,,
PQ335152,,,,,,
PQ335153,,,,,,
PQ335154,,,,,,
PQ335155,,,,,,
PQ335156,,,,,,
PQ335157,,,,,,
PQ335158,,,,,,
ON055295,,,,,,
ON055296,,,,,,
ON055297,,,,,,
ON055298,,,,,,
ON055299,,,,,,
ON055300,,,,,,
ON055301,,,,,,
ON055302,,,,,,
ON055303,,,,,,
ON055304,,,,,,
ON055305,,,,,,
ON055306,,,,,,
ON055307,,,,,,
ON055308,,,,,,
ON055309,,,,,,
ON055310,,,,,,
ON055311,,,,,,
ON055312,,,,,,
ON506742,,,,,,
ON506743,,,,,,
ON506744,,,,,,
ON506745,,,,,,
ON506746,,,,,,
ON506747,,,,,,
ON506748,,,,,,
ON506749,,,,,,
ON506750,,,,,,
ON506751,,,,,,
ON506752,,,,,,
ON506753,,,,,,
ON506754,,,,,,
ON506755,,,,,,
ON506756,,,,,,
ON506757,,,,,,
ON506758,,,,,,
ON506759,,,,,,
ON506760,,,,,,
ON506761,,,,,,
ON506762,,,,,,
ON506763,,,,,,
ON506764,,,,,,
ON506765,,,,,,
ON506766,,,,,,
ON506767,,,,,,
ON506768,,,,,,
ON506769,,,,,,
ON506770,,,,,,
ON506771,,,,,,
ON506772,,,,,,
ON506773,,,,,,
ON506774,,,,,,
ON506775,,,,,,
ON506776,,,,,,
ON506777,,,,,,
ON506778,,,,,,
ON506779,,,,,,
ON506780,,,,,,
ON506781,,,,,,
ON506782,,,,,,
ON506783,,,,,,
ON506784,,,,,,
ON506785,,,,,,
ON506786,,,,,,
ON506787,,,,,,
ON506788,,,,,,
ON506789,,,,,,
ON506790,,,,,,
ON506791,,,,,,
ON506792,,,,,,
ON506793,,,,,,
ON506794,,,,,,
ON506795,,,,,,
ON506796,,,,,,
ON506797,,,,,,
ON506798,,,,,,
ON506799,,,,,,
ON506800,,,,,,
ON506801,,,,,,
ON506802,,,,,,
ON506803,,,,,,
ON506804,,,,,,
ON506805,,,,,,
ON506806,,,,,,
ON506807,,,,,,
ON506808,,,,,,
ON506809,,,,,,
ON506810,,,,,,
ON506811,,,,,,
ON506812,,,,,,
ON506813,,,,,,
ON506814,,,,,,
ON506815,,,,,,
ON506816,,,,,,
ON506817,,,,,,
ON506818,,,,,,
ON506819,,,,,,
ON506820,,,,,,
ON506821,,,,,,
ON506822,,,,,,
ON506823,,,,,,
ON506824,,,,,,
ON506825,,,,,,
ON540737,,,,,,
ON540738,,,,,,
ON540739,,,,,,
ON540740,,,,,,
ON540743,,,,,,
ON540744,,,,,,
ON540745,,,,,,
ON540746,,,,,,
ON314812,2,76.927,2k,85.127,36-175,Yes
ON314813,2,80.085,2q,84.108,36-175,Yes
ON314814,2,80.560,2q,87.028,36-175,Yes
ON314815,2,80.718,2q,86.182,36-175,Yes
ON314816,2,80.814,2d,84.932,36-175,Yes
ON314817,2,80.761,2q,84.786,36-175,Yes
ON314818,2,80.032,2k,88.212,36-175,Yes
ON314819,2,80.338,2q,87.197,36-175,Yes
ON314820,2,80.761,2q,85.223,36-175,Yes
ON314821,2,80.391,2d,86.294,36-175,Yes
