name,virus,subtype,bootstrap support
MT863954,HCV,1a,100.0
MT863957,HCV,4d,100.0
MT863995,HCV,3a,100.0
MT863996,HCV,3a,100.0
MT863997,HCV,3a,100.0
MT864000,HCV,3a,100.0
MT863998,HCV,3a,100.0
MT897544,HCV,3a,100.0
MT897543,HCV,3a,100.0
MT897545,HCV,3a,100.0
MT897548,HCV,4a,100.0
MT897546,HCV,4a,100.0
MT897547,HCV,4d,100.0
MT897523,HCV,3a,100.0
MT897569,HCV,1b,100.0
MT897571,HCV,1b,100.0
MT897567,HCV,1b,100.0
MT897588,HCV,1b,100.0
MT897589,HCV,1b,100.0
MT897590,HCV,1b,100.0
MT897587,HCV,1b,100.0
MT897591,HCV,1b,100.0
MT897614,HCV,1b,100.0
MT897617,HCV,1b,100.0
MT897618,HCV,1b,100.0
MT897620,HCV,1b,100.0
MT897623,HCV,1b,100.0
MT897638,HCV,1b,100.0
MT897640,HCV,1b,100.0
MT897641,HCV,1b,100.0
MT897643,HCV,1b,100.0
MT897642,HCV,1b,100.0
MT897660,HCV,1b,100.0
MT897661,HCV,1b,100.0
MT897662,HCV,1b,100.0
MT897635,HCV,1b,100.0
MT897659,HCV,1b,100.0
MT897653,HCV,1b,100.0
MW205323,HCV,1g,100.0
MW205324,HCV,1g,100.0
MW205362,HCV,2j,75.0
MT897665,HCV,1b,100.0
MW205257,HCV,4c,100.0
MW205366,HCV,2j,99.0
MW205368,HCV,2k,93.0
MW205370,HCV,2q,41.0
MW205369,HCV,2j,33.0
MW205260,HCV,4n,100.0
MW205372,HCV,6e,100.0
MW205374,HCV,6t,81.0
MW205373,HCV,6e,100.0
MW205371,HCV,6e,100.0
MW205390,HCV,4a,100.0
MW205364,HCV,2j,87.0
MW205367,HCV,2j,61.0
MW205392,HCV,4r,100.0
MW205394,HCV,4r,100.0
MW205365,HCV,2j,68.0
MW205406,HCV,4n,100.0
MW205404,HCV,4k,100.0
MW205408,HCV,4n,100.0
MW205376,HCV,4v,100.0
MW205403,HCV,4k,100.0
MW205409,HCV,4n,100.0
MW205395,HCV,4r,100.0
MW205397,HCV,4k,70.0
MW205466,HCV,2k,100.0
MW205465,HCV,2a,83.0
MW205437,HCV,2j,68.0
MW205464,HCV,2a,100.0
MW205470,HCV,2j,100.0
MW234385,HCV,3a,100.0
MW205469,HCV,2b,65.0
MW234388,HCV,3a,100.0
MW234390,HCV,3a,100.0
MW205269,HCV,6a,100.0
MW205258,HCV,4c,99.0
MW205261,HCV,4o,100.0
MW205262,HCV,2c,100.0
MW205462,HCV,2j,100.0
MW205250,HCV,4r,100.0
MW205286,HCV,3b,100.0
MW205248,HCV,1c,100.0
MW205287,HCV,3b,100.0
MW205284,HCV,3b,100.0
MW205285,HCV,3b,100.0
MW205288,HCV,3k,100.0
MW205293,HCV,3b,100.0
MW205291,HCV,4f,100.0
MW205289,HCV,4k,100.0
MW205292,HCV,3b,100.0
MW205296,HCV,4k,100.0
MW205249,HCV,4r,100.0
MW205298,HCV,1c,100.0
MW205300,HCV,2k,100.0
MW205304,HCV,4k,100.0
MW205301,HCV,4t,87.0
MW205302,HCV,4o,79.0
MW205305,HCV,4l,52.0
MW205303,HCV,4o,100.0
MW205307,HCV,4v,77.0
MW205308,HCV,2q,91.0
MW205309,HCV,2j,96.0
MW205283,HCV,4k,100.0
MW205311,HCV,2j,96.0
MW205316,HCV,2a,89.0
MW205251,HCV,4n,100.0
MW205297,HCV,3k,100.0
MW205317,HCV,1g,94.0
MW205315,HCV,4v,99.0
MW205344,HCV,2a,88.0
MW205320,HCV,1g,100.0
MW205346,HCV,2j,100.0
MW205343,HCV,2j,61.0
MW205342,HCV,2j,90.0
MW205345,HCV,2j,57.0
MW205321,HCV,1g,100.0
MW205352,HCV,2j,42.0
MW205353,HCV,2j,92.0
MW205348,HCV,2e,36.0
MW205310,HCV,4v,100.0
MW205312,HCV,2j,100.0
MW205306,HCV,4v,100.0
MW205356,HCV,2j,100.0
MW205357,HCV,2j,100.0
MW205349,HCV,2e,85.0
MW205350,HCV,2j,86.0
MW205385,HCV,4v,78.0
MW205382,HCV,4o,100.0
MW205386,HCV,4a,88.0
MW205379,HCV,4v,57.0
MW205416,HCV,1l,64.0
MW205387,HCV,4c,71.0
MW205414,HCV,4n,100.0
MW205380,HCV,4v,65.0
MW205419,HCV,6e,100.0
MW205418,HCV,6e,100.0
MW205424,HCV,6a,100.0
MW205422,HCV,6a,100.0
MW205421,HCV,6e,100.0
MW205420,HCV,6e,100.0
MW205423,HCV,6a,100.0
MW205427,HCV,1g,99.0
MW205415,HCV,4d,61.0
MW205381,HCV,4o,100.0
MW205428,HCV,1g,100.0
MW205448,HCV,2i,79.0
MW205355,HCV,2j,100.0
MW205451,HCV,2c,100.0
MW205450,HCV,2j,94.0
MW205449,HCV,2i,100.0
MW205457,HCV,2b,58.0
MW205452,HCV,2c,100.0
MW205447,HCV,2i,97.0
MW205425,HCV,6a,100.0
MW205455,HCV,2r,100.0
MW205458,HCV,2j,68.0
MW205460,HCV,2a,89.0
MW205456,HCV,2a,100.0
MW205426,HCV,1g,100.0
MW205453,HCV,2c,100.0
MW205454,HCV,2r,94.0
MW205413,HCV,4n,100.0
MW205476,HCV,2j,100.0
MW205384,HCV,4v,33.0
MW205478,HCV,2j,98.0
MW205480,HCV,2b,54.0
MW205461,HCV,2a,77.0
MW205484,HCV,2j,92.0
MW205494,HCV,2j,49.0
MW205474,HCV,2k,100.0
MW205496,HCV,2i,100.0
MW205497,HCV,2i,100.0
MW205500,HCV,3b,100.0
MW205499,HCV,3b,100.0
MW234398,HCV,3b,100.0
MW205498,HCV,2i,92.0
MW205479,HCV,2j,62.0
MW205482,HCV,2j,52.0
MW234400,HCV,3a,100.0
MW234402,HCV,2b,100.0
MW234404,HCV,2b,100.0
MW234405,HCV,3a,100.0
MW281563,HCV,1a,100.0
MW205501,HCV,3b,100.0
MZ356313,HCV,1b,100.0
MW205502,HCV,3b,100.0
MW205477,HCV,2j,73.0
MZ356320,HCV,1b,100.0
PP583879,HCV,4k,32.0
PP583881,HCV,1e,100.0
PP583884,HCV,2j,100.0
PP583882,HCV,2j,89.0
PP583886,HCV,4f,100.0
PP583892,HCV,2j,78.0
MW234401,HCV,2b,100.0
PP583895,HCV,4f,100.0
MZ356315,HCV,1b,99.0
PP583893,HCV,4v,99.0
PP583894,HCV,4f,100.0
PP583896,HCV,1e,100.0
PP583898,HCV,1h,100.0
PP583900,HCV,1e,100.0
MZ356316,HCV,1b,100.0
PP583902,HCV,1l,100.0
PP583903,HCV,4f,100.0
PP583906,HCV,4f,100.0
PP583883,HCV,1e,100.0
PP583907,HCV,1h,100.0
PP583904,HCV,2j,100.0
PP583909,HCV,4f,79.0
PP583885,HCV,4v,70.0
PP583910,HCV,4f,100.0
PP583911,HCV,4f,100.0
PP583880,HCV,2a,56.0
PP583914,HCV,1l,100.0
PP583913,HCV,4f,100.0
PP583917,HCV,4a,100.0
PP583916,HCV,4v,74.0
PP583912,HCV,1l,100.0
PP583915,HCV,1l,100.0
PP583918,HCV,2j,91.0
PP583919,HCV,4f,100.0
PP583925,HCV,4f,100.0
PP583923,HCV,1e,94.0
PP583901,HCV,1l,100.0
PP583927,HCV,4p,88.0
PP583924,HCV,4f,100.0
PP583926,HCV,1e,100.0
PP583929,HCV,1e,100.0
PP583899,HCV,1h,100.0
PP583905,HCV,2j,100.0
PP583932,HCV,4v,77.0
PP583934,HCV,4f,100.0
PP583928,HCV,2q,44.0
PP583933,HCV,1l,100.0
PP583935,HCV,1l,100.0
PP583936,HCV,1h,100.0
PP583937,HCV,2q,87.0
PP583938,HCV,1e,100.0
PP583939,HCV,4f,100.0
PP583897,HCV,4r,31.0
PP583921,HCV,4v,100.0
PP583944,HCV,4f,100.0
PP583945,HCV,1e,100.0
PP583946,HCV,4m,57.0
PP583942,HCV,2a,67.0
PP583947,HCV,1l,97.0
PP583949,HCV,2j,99.0
PP583908,HCV,4f,100.0
PP583951,HCV,4f,100.0
PP583953,HCV,2a,81.0
PP583952,HCV,1e,97.0
PP583950,HCV,1l,100.0
PP583955,HCV,4f,100.0
PP583958,HCV,4v,98.0
PP583956,HCV,1e,100.0
PP583941,HCV,4f,100.0
PP583960,HCV,1e,100.0
PP583959,HCV,2a,76.0
PP583961,HCV,4f,100.0
PP583963,HCV,1h,100.0
PP583965,HCV,2j,73.0
PP583968,HCV,4p,59.0
PP583969,HCV,2j,100.0
PP583971,HCV,4f,100.0
PP583970,HCV,1e,100.0
PP583930,HCV,4f,100.0
PP583931,HCV,2j,60.0
PP583954,HCV,4f,100.0
PP583972,HCV,1l,100.0
PP583975,HCV,1h,100.0
PP583977,HCV,1e,100.0
PP583978,HCV,4f,100.0
PP583979,HCV,2j,68.0
PP583982,HCV,4f,100.0
PP583983,HCV,1l,100.0
PP583957,HCV,2a,42.0
PP583964,HCV,4t,97.0
PP583962,HCV,1a,97.0
PP583984,HCV,1e,100.0
PP583986,HCV,1l,100.0
PP583985,HCV,1l,100.0
PP583988,HCV,4f,100.0
PP583989,HCV,1e,100.0
PP583990,HCV,4f,100.0
PP583991,HCV,2j,71.0
PP583992,HCV,1e,100.0
PP583996,HCV,1l,100.0
PP583995,HCV,4l,41.0
PP583980,HCV,1l,100.0
PP583973,HCV,1l,76.0
PP583999,HCV,2j,69.0
PP583993,HCV,1l,100.0
PP583998,HCV,1l,100.0
PP584000,HCV,1l,100.0
PP584001,HCV,4f,100.0
PP583976,HCV,2j,82.0
PP584003,HCV,4t,56.0
PP584002,HCV,4f,100.0
PP584005,HCV,1e,100.0
PP584004,HCV,1l,100.0
PP583981,HCV,2r,57.0
PQ212856,HCV,1a,100.0
PQ212857,HCV,1a,100.0
PQ212859,HCV,1a,100.0
PQ212858,HCV,1a,100.0
PQ212854,HCV,1a,100.0
PP583997,HCV,2j,70.0
PP584006,HCV,4f,100.0
PP584008,HCV,4t,64.0
PP583994,HCV,4t,50.0
ON055296,HCV,1a,100.0
ON055295,HCV,3a,100.0
ON540739,HCV,1b,100.0
PQ320124,HCV,1a,100.0
PQ320129,HCV,3b,100.0
ON540746,HCV,1a,100.0
ON540745,HCV,2b,100.0
ON125369,HCV,6n,100.0
PQ320130,HCV,1b,100.0
PQ424136,HCV,3a,100.0
PQ419895,HCV,1e,100.0
PQ419896,HCV,1g,100.0
PQ424139,HCV,3a,100.0
PQ419894,HCV,1g,100.0
PQ424138,HCV,3a,100.0
PQ320128,HCV,1a,100.0
PQ424142,HCV,3a,100.0
ON540743,HCV,2b,100.0
PQ419898,HCV,1g,100.0
PQ424149,HCV,1a,100.0
PQ424146,HCV,3a,100.0
PQ424148,HCV,1a,100.0
PQ424151,HCV,1a,100.0
PQ442791,HCV,4b,100.0
PQ442792,HCV,4b,100.0
PQ424150,HCV,1a,100.0
PQ424144,HCV,3a,100.0
PQ442798,HCV,4k,100.0
PQ442799,HCV,4k,100.0
PQ442801,HCV,4k,100.0
PQ442800,HCV,4k,100.0
PQ442803,HCV,4q,88.0
PQ442802,HCV,4v,87.0
PQ442804,HCV,4r,100.0
PQ442806,HCV,4r,100.0
PQ442807,HCV,4r,100.0
PQ442809,HCV,4v,100.0
PQ442805,HCV,4r,100.0
PQ442810,HCV,4v,100.0
PQ442808,HCV,4v,100.0
PQ424145,HCV,3a,100.0
PQ320126,HCV,1a,100.0
ON540744,HCV,2b,76.0
PQ442813,HCV,4k,100.0
PQ442814,HCV,4f,83.0
PQ424147,HCV,1a,100.0
PQ419897,HCV,1e,100.0
PQ442815,HCV,4v,100.0
PQ442816,HCV,4f,69.0
PQ442820,HCV,4k,100.0
PQ442819,HCV,4k,100.0
PQ442821,HCV,4b,79.0
PQ442818,HCV,4k,100.0
PQ442831,HCV,4k,100.0
PQ442832,HCV,4k,100.0
PQ442834,HCV,4k,100.0
PQ442833,HCV,4k,100.0
PQ442826,HCV,4k,100.0
PQ442836,HCV,4k,100.0
PQ442835,HCV,4k,100.0
PQ442838,HCV,4k,100.0
PQ442811,HCV,4v,100.0
PQ442841,HCV,4k,100.0
PQ442812,HCV,4k,100.0
PQ442842,HCV,4k,100.0
PQ442846,HCV,4v,100.0
PQ442849,HCV,4r,100.0
PQ442848,HCV,4r,100.0
PQ442851,HCV,4r,100.0
PQ442850,HCV,4r,100.0
PQ442853,HCV,4v,100.0
PQ442852,HCV,4r,100.0
PQ442854,HCV,4v,100.0
PQ442840,HCV,4k,100.0
PQ442823,HCV,4b,82.0
PQ442855,HCV,4v,100.0
PQ442859,HCV,4k,100.0
PQ442860,HCV,4k,100.0
PQ442861,HCV,4k,100.0
PQ442862,HCV,4k,100.0
PQ442863,HCV,4k,100.0
PQ442864,HCV,4k,100.0
PQ442857,HCV,4k,100.0
PQ442866,HCV,4k,100.0
PQ442868,HCV,4k,100.0
PQ442867,HCV,4k,100.0
PQ442869,HCV,4k,100.0
PQ442870,HCV,4v,100.0
PQ442871,HCV,4v,100.0
PQ442872,HCV,4q,79.0
PQ442873,HCV,4v,100.0
PQ442874,HCV,4v,100.0
PQ442877,HCV,4v,100.0
PQ442876,HCV,4v,100.0
PQ442879,HCV,4v,100.0
PQ442844,HCV,4k,100.0
PQ442880,HCV,4v,100.0
PQ442878,HCV,4v,100.0
PQ442885,HCV,4k,100.0
PQ442886,HCV,4k,100.0
PQ442856,HCV,4k,100.0
PQ442794,HCV,4k,100.0
PQ442891,HCV,4v,99.0
PQ442890,HCV,4v,99.0
PQ442892,HCV,4r,100.0
PQ442889,HCV,4v,100.0
PQ442893,HCV,4r,100.0
PQ442895,HCV,4r,100.0
PQ442894,HCV,4r,100.0
PQ442888,HCV,4v,100.0
PQ442896,HCV,4r,100.0
PQ442897,HCV,4r,100.0
PQ442914,HCV,4k,100.0
PQ442912,HCV,4k,100.0
PQ442915,HCV,4k,100.0
PQ442884,HCV,4k,100.0
PQ442918,HCV,4r,100.0
PQ442916,HCV,4r,100.0
PQ442920,HCV,4r,100.0
PQ442925,HCV,4r,100.0
PQ442924,HCV,4r,100.0
PQ442922,HCV,4r,100.0
PQ442923,HCV,4r,100.0
PQ442921,HCV,4r,100.0
PQ442919,HCV,4r,100.0
PQ442926,HCV,4r,100.0
PQ442927,HCV,4r,100.0
PQ442928,HCV,4r,100.0
PQ442898,HCV,4r,100.0
PQ442931,HCV,4r,100.0
PQ442903,HCV,4r,100.0
PQ442865,HCV,4k,100.0
MT863870,HCV,3a,100.0
MT863873,HCV,3a,100.0
MT863872,HCV,3a,100.0
MT863874,HCV,1a,100.0
MT863875,HCV,1a,100.0
MT863876,HCV,1a,100.0
MT863879,HCV,1a,100.0
PQ442917,HCV,4r,100.0
MT863880,HCV,1a,100.0
MT863881,HCV,1a,100.0
MT863871,HCV,3a,100.0
MT863882,HCV,4d,100.0
MT863884,HCV,4d,100.0
PQ442932,HCV,4v,100.0
MT863888,HCV,4d,100.0
MT863889,HCV,4d,100.0
MT863891,HCV,1a,100.0
MT863890,HCV,1a,100.0
MT863892,HCV,3a,100.0
MT863894,HCV,3a,100.0
MT863895,HCV,3a,100.0
MT863893,HCV,3a,100.0
MT863897,HCV,4d,100.0
MT863896,HCV,4d,100.0
MT863898,HCV,1a,100.0
MT863899,HCV,1a,100.0
MT863886,HCV,1a,100.0
PQ442911,HCV,4k,100.0
MT863907,HCV,4d,100.0
MT863877,HCV,1a,100.0
MT863908,HCV,1a,100.0
MT863910,HCV,1a,100.0
MT863912,HCV,1a,100.0
MT863911,HCV,1a,100.0
MT863913,HCV,1a,100.0
MT863916,HCV,1a,100.0
MT863915,HCV,3a,100.0
MT863917,HCV,1a,100.0
MT863924,HCV,1a,100.0
MT863925,HCV,1a,100.0
MT863904,HCV,1a,100.0
MT863929,HCV,3a,100.0
MT863931,HCV,3a,100.0
MT863930,HCV,3a,100.0
MT863903,HCV,3a,100.0
MT863932,HCV,3a,100.0
MT863902,HCV,3a,100.0
MT863933,HCV,3a,100.0
MT863909,HCV,1a,100.0
MT863938,HCV,3a,100.0
MT863935,HCV,1a,100.0
MT863939,HCV,3a,100.0
MT863940,HCV,3a,100.0
MT863941,HCV,3a,100.0
MT863937,HCV,3a,100.0
MT863943,HCV,1a,100.0
MT863942,HCV,1a,100.0
MT863944,HCV,4d,100.0
MT863945,HCV,1a,100.0
MT863927,HCV,3a,100.0
MT863947,HCV,1a,100.0
MT863948,HCV,1a,100.0
MT863946,HCV,1a,100.0
MT863922,HCV,1a,100.0
MT863926,HCV,3a,100.0
MT863950,HCV,4d,100.0
MT863953,HCV,4d,100.0
MT863958,HCV,1a,100.0
MT863956,HCV,4d,100.0
MT863959,HCV,1a,100.0
MT863960,HCV,3a,100.0
MT863961,HCV,3a,100.0
MT863962,HCV,3a,100.0
MT863963,HCV,3a,100.0
MT863964,HCV,4d,100.0
MT863936,HCV,3a,100.0
MT863965,HCV,4d,100.0
MT863967,HCV,1a,100.0
MT863969,HCV,4d,100.0
MT863968,HCV,4d,100.0
MT863934,HCV,1a,100.0
MT863971,HCV,3a,100.0
MT863970,HCV,3a,100.0
MT863972,HCV,1a,100.0
MT863949,HCV,1a,100.0
MT863974,HCV,4d,100.0
MT863975,HCV,4d,100.0
MT863977,HCV,1a,100.0
MT863976,HCV,1a,100.0
MT863952,HCV,4d,100.0
MT863981,HCV,1a,100.0
MT863980,HCV,1a,100.0
MT863973,HCV,1a,100.0
MT863982,HCV,3a,100.0
MT863983,HCV,3a,100.0
MT863986,HCV,4d,100.0
MT863979,HCV,1a,100.0
MT863988,HCV,1a,100.0
MT863987,HCV,4d,100.0
MT863966,HCV,1a,100.0
MT863928,HCV,3a,100.0
MT863990,HCV,1a,100.0
MT863991,HCV,1a,100.0
MT863993,HCV,1a,100.0
MT863992,HCV,1a,100.0
MT863994,HCV,3a,100.0
MT863999,HCV,3a,100.0
MT863985,HCV,3a,100.0
MT864002,HCV,1a,100.0
MT864001,HCV,3a,100.0
MT864005,HCV,3a,100.0
MT897489,HCV,2j,63.0
MT897490,HCV,2a,100.0
MT897493,HCV,2c,100.0
MT897496,HCV,2c,100.0
MT897495,HCV,2c,100.0
MT897497,HCV,2c,100.0
MT863984,HCV,1a,100.0
MT863989,HCV,1a,100.0
MT863978,HCV,1a,100.0
MT897499,HCV,2c,100.0
MT897500,HCV,2c,100.0
MT863955,HCV,1a,100.0
MT897501,HCV,2c,100.0
MT897503,HCV,2c,100.0
MT897502,HCV,2c,100.0
MT897505,HCV,2c,100.0
MT897506,HCV,2c,100.0
MT897504,HCV,2a,93.0
MT897507,HCV,2c,100.0
MT897509,HCV,2c,100.0
MT897508,HCV,2c,100.0
MT897510,HCV,2c,100.0
MT897511,HCV,2c,100.0
MT897513,HCV,2c,100.0
MT897515,HCV,2c,100.0
MT897514,HCV,2c,100.0
MT897516,HCV,2c,100.0
MT864004,HCV,3a,100.0
MT897520,HCV,2c,100.0
MT897518,HCV,2j,85.0
MT897519,HCV,2a,54.0
MT897492,HCV,2k,48.0
MT897491,HCV,2j,96.0
MT897521,HCV,2c,100.0
MT897524,HCV,3a,100.0
MT897494,HCV,2c,100.0
MT897525,HCV,3a,100.0
MT864003,HCV,1a,100.0
MT897526,HCV,3a,100.0
MT897528,HCV,3a,100.0
MT897498,HCV,2c,100.0
MT897527,HCV,3a,100.0
MT897530,HCV,3a,100.0
MT897531,HCV,3a,100.0
MT897533,HCV,3a,100.0
MT897534,HCV,3a,100.0
MT897535,HCV,3a,100.0
MT897536,HCV,3a,100.0
MT897537,HCV,3a,100.0
MT897538,HCV,3a,100.0
MT897539,HCV,3a,100.0
MT897541,HCV,3a,100.0
MT897540,HCV,3a,100.0
MT897517,HCV,2c,100.0
MT897512,HCV,2c,100.0
MT897542,HCV,3a,100.0
MT897522,HCV,3a,100.0
MT897552,HCV,4a,100.0
MT897551,HCV,4a,100.0
MT897553,HCV,4d,100.0
MT897555,HCV,4d,100.0
MT897554,HCV,4r,100.0
MT897556,HCV,4a,100.0
MT897529,HCV,3a,100.0
MT897558,HCV,1b,100.0
MT897560,HCV,1b,100.0
MT897559,HCV,1b,100.0
MT897561,HCV,1b,100.0
MT897562,HCV,1b,100.0
MT897563,HCV,1b,100.0
MT897564,HCV,1b,100.0
MT897565,HCV,1b,100.0
MT897572,HCV,1b,100.0
MT897574,HCV,1b,100.0
MT897573,HCV,1b,100.0
MT897550,HCV,4a,87.0
MT897575,HCV,1b,100.0
MT897577,HCV,1b,100.0
MT897576,HCV,1b,100.0
MT897578,HCV,1b,100.0
MT897557,HCV,4d,100.0
MT897579,HCV,1b,100.0
MT897580,HCV,1b,100.0
MT897532,HCV,3a,100.0
MT897582,HCV,1b,100.0
MT897585,HCV,1b,100.0
MT897583,HCV,1b,100.0
MT897586,HCV,1b,100.0
MT897592,HCV,1a,100.0
MT897593,HCV,1b,100.0
MT897594,HCV,1b,100.0
MT897595,HCV,1b,100.0
MT897597,HCV,1b,100.0
MT897598,HCV,1b,100.0
MT897596,HCV,1b,100.0
MT897600,HCV,1b,100.0
MT897607,HCV,1b,100.0
MT897606,HCV,1b,100.0
MT897609,HCV,1b,100.0
MT897608,HCV,1b,100.0
MT897610,HCV,1b,100.0
MT897611,HCV,1b,100.0
MT897612,HCV,1b,100.0
MT897613,HCV,1b,100.0
MT897624,HCV,1b,100.0
MT897616,HCV,1a,100.0
MT897599,HCV,1b,100.0
MT897626,HCV,1b,100.0
MT897622,HCV,1b,100.0
MT897627,HCV,1b,100.0
MT897628,HCV,1a,100.0
MT897629,HCV,1b,100.0
MT897625,HCV,1b,100.0
MT897631,HCV,1b,100.0
MT897630,HCV,1b,100.0
MT897632,HCV,1b,100.0
MT897633,HCV,1b,100.0
MT897636,HCV,1b,100.0
MT897634,HCV,1b,100.0
MT897637,HCV,1b,100.0
MT897639,HCV,1b,100.0
MT897615,HCV,1b,100.0
MT897644,HCV,1b,100.0
MT897646,HCV,1b,100.0
MT897647,HCV,1b,100.0
MT897648,HCV,1b,100.0
MT897619,HCV,1b,100.0
MT897651,HCV,1b,100.0
MT897652,HCV,1b,100.0
MT897650,HCV,1b,100.0
MT897621,HCV,1b,100.0
MT897654,HCV,1b,100.0
MT897602,HCV,1b,100.0
MT897656,HCV,1b,100.0
MT897658,HCV,1b,100.0
MT897657,HCV,1a,100.0
MT897655,HCV,1b,100.0
MT897664,HCV,1b,100.0
MT897663,HCV,1b,100.0
MT897666,HCV,1b,100.0
MT897668,HCV,1b,100.0
MT897671,HCV,1b,100.0
MT897605,HCV,1b,100.0
MT897670,HCV,1b,100.0
MT897672,HCV,1b,100.0
MT897673,HCV,1a,100.0
MT897674,HCV,1b,100.0
MT897675,HCV,1b,100.0
MT897676,HCV,1b,100.0
MT897677,HCV,1b,100.0
MT897645,HCV,1b,100.0
MT897649,HCV,1b,100.0
MW205327,HCV,2i,100.0
MW205328,HCV,2i,100.0
MW205326,HCV,2i,100.0
MW205325,HCV,2i,100.0
MW205329,HCV,2c,99.0
MT897667,HCV,1b,99.0
MT897669,HCV,1b,100.0
MW205333,HCV,2b,44.0
MW205331,HCV,2c,61.0
MW205334,HCV,2b,54.0
MW205336,HCV,2j,48.0
MW205338,HCV,2j,100.0
