Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype7aDistance,Subtype7bDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
HM348940,207,7,31.401,,7a,31.401,,
HM348941,207,7,31.401,,7a,31.401,,
HM348942,194,7,31.959,,7a,31.959,,
HM348943,207,7,31.401,,7a,31.401,,
HM348944,207,7,31.401,,7a,31.401,,
HM348945,206,7,31.553,,7a,31.553,,
HM348946,206,7,31.553,,7a,31.553,,
HM348947,207,7,31.401,,7a,31.401,,
HM348948,207,7,31.401,,7a,31.401,,
HM348949,207,7,31.401,,7a,31.401,,
HM348950,207,7,31.401,,7a,31.401,,
HM348951,207,7,31.401,,7a,31.401,,
HM348952,207,7,31.401,,7a,31.401,,
HM348953,207,7,30.918,,7a,30.918,,
HM348954,207,7,31.401,,7a,31.401,,
HM348955,207,7,31.401,,7a,31.401,,
HM348957,207,7,31.401,,7a,31.401,,
HM348958,207,7,31.401,,7a,31.401,,
HM348959,207,7,31.401,,7a,31.401,,
HM348960,207,7,31.401,,7a,31.401,,
HM348961,207,7,31.884,,7a,31.884,,
HM348962,207,7,31.401,,7a,31.401,,
HM348963,207,7,31.401,,7a,31.401,,
HM348964,207,7,31.401,,7a,31.401,,
HM348965,207,7,31.401,,7a,31.401,,
HM348967,207,7,31.401,,7a,31.401,,
HM348969,207,7,31.401,,7a,31.401,,
HM348970,207,7,31.884,,7a,31.884,,
HM348972,207,7,31.401,,7a,31.401,,
HM348973,207,7,31.401,,7a,31.401,,
HM348974,207,7,31.884,,7a,31.884,,
HM348977,207,7,31.401,,7a,31.401,,
HM348978,207,7,31.884,,7a,31.884,,
HM348979,207,7,31.401,,7a,31.401,,
HM348980,207,7,30.918,,7a,30.918,,
HM348981,207,7,31.401,,7a,31.401,,
HM348982,207,7,31.401,,7a,31.401,,
HM348983,207,7,31.401,,7a,31.401,,
HM348984,207,7,31.401,,7a,31.401,,
HM348985,207,7,31.401,,7a,31.401,,
HM348986,207,7,31.401,,7a,31.401,,
HM348987,207,7,30.435,,7a,30.435,,
HM348988,207,7,31.401,,7a,31.401,,
HM348989,207,7,31.401,,7a,31.401,,
HM348990,207,7,31.401,,7a,31.401,,
HM348991,207,7,31.401,,7a,31.401,,
HM348994,207,7,31.401,,7a,31.401,,
HM348995,207,7,31.401,,7a,31.401,,
HM348996,207,7,31.401,,7a,31.401,,
HM348997,207,7,31.401,,7a,31.401,,
HM348998,207,7,30.918,,7a,30.918,,
HM348999,207,7,31.401,,7a,31.401,,
HM349000,207,7,31.401,,7a,31.401,,
HM349001,207,7,31.401,,7a,31.401,,
HM349002,207,7,31.401,,7a,31.401,,
HM349003,207,7,31.401,,7a,31.401,,
HM349004,207,7,31.884,,7a,31.884,,
HM349005,207,7,31.401,,7a,31.401,,
HM349006,207,7,30.918,,7a,30.918,,
HM349009,207,7,30.918,,7a,30.918,,
HM349010,207,7,31.401,,7a,31.401,,
HM349011,207,7,31.401,,7a,31.401,,
HM349012,207,7,31.401,,7a,31.401,,
HM349013,207,7,30.918,,7a,30.918,,
HM349014,207,7,30.918,,7a,30.918,,
HM349015,207,7,31.884,,7a,31.884,,
HM349016,207,7,31.401,,7a,31.401,,
HM349017,207,7,30.918,,7a,30.918,,
HM349018,207,7,31.401,,7a,31.401,,
HM349019,207,7,31.401,,7a,31.401,,
HM349020,207,7,31.884,,7a,31.884,,
HM349021,207,7,32.367,,7a,32.367,,
HM349022,207,7,31.401,,7a,31.401,,
HM349023,207,7,31.401,,7a,31.401,,
HM349024,207,7,30.435,,7a,30.435,,
HM349025,207,7,31.401,,7a,31.401,,
HM349026,207,7,31.401,,7a,31.401,,
HM349027,207,7,31.401,,7a,31.401,,
HM349028,207,7,30.435,,7a,30.435,,
HM349029,207,7,30.918,,7a,30.918,,
HM349030,207,7,30.918,,7a,30.918,,
HM349031,207,7,31.401,,7a,31.401,,
HM349032,207,7,30.918,,7a,30.918,,
HM349033,207,7,31.401,,7a,31.401,,
HM349035,207,7,30.918,,7a,30.918,,
HM349037,207,7,31.401,,7a,31.401,,
HM349038,207,7,31.401,,7a,31.401,,
HM349039,207,7,32.367,,7a,32.367,,
HM349040,207,7,34.300,,7a,34.300,,
HM349041,207,7,32.367,,7a,32.367,,
HM349043,207,7,31.884,,7a,31.884,,
HM349044,207,7,31.884,,7a,31.884,,
HM349045,207,7,31.884,,7a,31.884,,
HM349046,207,7,31.401,,7a,31.401,,
HM349047,207,7,32.367,,7a,32.367,,
HM349048,207,7,31.401,,7a,31.401,,
HM349049,207,7,31.884,,7a,31.884,,
HM349050,206,7,31.068,,7a,31.068,,
HM349051,207,7,33.333,,7a,33.333,,
HM349052,207,7,32.850,,7a,32.850,,
HM349053,207,7,31.884,,7a,31.884,,
HM349054,207,7,30.918,,7a,30.918,,
HM349056,207,7,33.333,,7a,33.333,,
HM349057,207,7,30.918,,7a,30.918,,
HM349058,207,7,31.401,,7a,31.401,,
HM349059,207,7,31.401,,7a,31.401,,
HM349060,207,7,31.401,,7a,31.401,,
HM349061,207,7,31.884,,7a,31.884,,
HM349062,207,7,31.401,,7a,31.401,,
HM349063,207,7,30.918,,7a,30.918,,
HM349064,207,7,31.401,,7a,31.401,,
HM349065,207,7,31.401,,7a,31.401,,
HM349066,207,7,31.401,,7a,31.401,,
HM349067,207,7,31.401,,7a,31.401,,
HM349068,206,7,31.068,,7a,31.068,,
HM349069,207,7,31.884,,7a,31.884,,
HM349071,207,7,31.401,,7a,31.401,,
HM349072,207,7,31.401,,7a,31.401,,
HM349073,207,7,32.367,,7a,32.367,,
HM349074,207,7,30.918,,7a,30.918,,
HM349075,207,7,30.918,,7a,30.918,,
HM349077,207,7,31.401,,7a,31.401,,
HM349078,207,7,30.435,,7a,30.435,,
HM349079,207,7,31.884,,7a,31.884,,
HM349080,207,7,30.918,,7a,30.918,,
HM349081,207,7,31.884,,7a,31.884,,
HM349082,207,7,31.401,,7a,31.401,,
HM349083,207,7,31.401,,7a,31.401,,
HM349085,207,7,31.401,,7a,31.401,,
HM349086,207,7,31.884,,7a,31.884,,
HM349087,207,7,31.401,,7a,31.401,,
HM349088,207,7,30.918,,7a,30.918,,
HM349089,207,7,31.401,,7a,31.401,,
HM349090,207,7,31.401,,7a,31.401,,
HM349091,207,7,31.401,,7a,31.401,,
HM349092,207,7,31.401,,7a,31.401,,
HM349093,207,7,31.401,,7a,31.401,,
HM349094,207,7,30.918,,7a,30.918,,
HM349095,207,7,31.401,,7a,31.401,,
HM349096,207,7,31.401,,7a,31.401,,
HM349098,207,7,31.401,,7a,31.401,,
HM349099,207,7,31.401,,7a,31.401,,
HM349101,207,7,30.918,28.205,7a,30.918,7b,28.205
HM349102,207,7,31.401,,7a,31.401,,
HM349103,207,7,30.918,,7a,30.918,,
HM349104,207,7,31.884,,7a,31.884,,
HM349105,207,7,32.850,,7a,32.850,,
HM349106,207,7,33.333,,7a,33.333,,
HM349107,207,7,30.918,,7a,30.918,,
HM349108,207,7,31.884,,7a,31.884,,
HM349109,207,7,32.367,,7a,32.367,,
HM349110,207,7,33.816,,7a,33.816,,
HM349111,207,7,31.401,,7a,31.401,,
HM349112,206,7,31.553,,7a,31.553,,
HM349113,207,7,31.884,,7a,31.884,,
HM349114,207,7,30.918,,7a,30.918,,
HM349115,207,7,31.401,,7a,31.401,,
HM349116,207,7,31.401,,7a,31.401,,
HM349117,207,7,31.884,,7a,31.884,,
HM349118,205,7,33.171,,7a,33.171,,
HM349119,207,7,31.401,,7a,31.401,,
HM349120,207,7,30.435,,7a,30.435,,
HM349121,207,7,31.401,,7a,31.401,,
GU049364,307,7,31.596,,7a,31.596,,
JX102881,297,7,28.620,31.418,7a,28.620,7b,31.418
JX103085,308,7,30.519,,7a,30.519,,
KJ470298,335,7,26.269,33.952,7a,26.269,7b,33.952
KP324204,378,7,27.513,31.907,7a,27.513,7b,31.907
KX789412,293,7,27.915,11.604,7b,11.604,7a,27.915
KY569753,257,7,29.961,32.075,7a,29.961,7b,32.075
KU861171,9474,7,28.995,29.544,7a,28.995,7b,29.544
KX092342,9382,7,29.167,0.000,7b,0.000,7a,29.167
KX172138,9383,7,29.705,19.706,7b,19.706,7a,29.705
