Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
MW205383,4,81.536,4o,90.251,2111-2179,
MW205384,4,78.746,4q,83.384,2111-2179,
MW205385,4,77.863,4v,82.628,2111-2179,
MW205386,4,83.832,4c,90.936,2111-2179,
MW205387,4,85.094,4c,92.735,2111-2179,
MW205388,4,84.938,4c,91.446,2111-2179,
MW205389,4,82.126,4c,89.352,2111-2179,
MW205390,4,84.370,4c,88.746,2111-2179,
MW205391,4,77.844,4t,89.505,2111-2179,
MW205392,4,75.804,4r,89.740,2111-2179,
MW205393,4,77.458,4r,90.592,2111-2179,
MW205394,4,75.771,4r,88.416,2111-2179,
MW205395,4,75.477,4r,90.469,2111-2179,
MW205396,4,77.083,4g,80.149,2111-2179,
MW205397,4,77.266,4l,81.353,2111-2179,
MW205398,4,76.054,4k,80.514,2111-2179,
MW205399,4,76.712,4k,89.458,2111-2179,
MW205400,4,75.923,4k,86.414,2111-2179,
MW205401,4,75.190,4k,90.677,2111-2179,
MW205402,4,74.926,4k,90.118,2111-2179,
MW205403,4,76.702,4k,91.654,2111-2179,
MW205404,4,77.519,4k,90.578,2111-2179,
MW205405,4,77.419,4f,90.455,2111-2179,
MW205406,4,80.258,4n,92.128,2111-2179,
MW205407,4,80.477,4n,92.934,2111-2179,
MW205408,4,80.901,4n,92.979,2111-2179,
MW205409,4,79.872,4n,90.678,2111-2179,
MW205410,4,79.176,4n,90.792,2111-2179,
MW205411,4,81.046,4n,91.863,2111-2179,
MW205412,4,82.646,4n,91.006,2111-2179,
MW205413,4,80.911,4n,91.221,2111-2179,
MW205414,4,78.970,4n,89.149,2111-2179,
MW205415,6,71.329,6f,76.868,2111-2179,
MW205416,4,70.024,4d,73.381,2111-2179,
MW205417,6,76.443,6e,81.765,2111-2179,
MW205418,6,72.356,6e,91.346,2111-2179,
MW205419,6,72.530,6e,92.736,2111-2179,
MW205420,6,69.903,6e,90.534,2111-2179,
MW205421,6,72.222,6e,85.437,2111-2179,
MW205422,6,75.232,6a,93.538,2111-2179,
MW205423,6,76.757,6a,93.750,2111-2179,
MW205424,6,74.405,6a,92.560,2111-2179,
MW205425,6,77.419,6a,95.342,2123-2179,
MW205426,1,79.302,1g,92.326,2111-2179,
MW205427,1,79.817,1g,92.202,2111-2179,
MW205428,1,80.275,1g,92.202,2111-2179,
MW205429,1,76.279,1g,89.535,2111-2179,
MW205430,3,74.174,3b,85.185,2111-2179,
MW205431,3,72.549,3b,87.328,2111-2179,
MW205432,3,74.652,3b,86.685,2111-2179,
MW205433,3,73.720,3b,84.566,2111-2179,
MW205434,3,71.886,3b,88.291,2111-2179,
MW205435,3,71.913,3k,90.508,2116-2179,
MW205436,2,82.175,2i,84.592,2111-2179,
MW205437,2,80.374,2i,83.747,2111-2179,
MW205438,2,83.988,2i,84.592,2111-2179,
MW205439,2,78.540,2v,82.522,2111-2179,
MW205440,2,83.082,2u,83.587,2111-2179,
MW205441,2,80.174,2i,83.514,2111-2179,
MW205442,2,74.755,2d,79.756,2111-2179,
MW205443,2,77.778,2v,82.063,2111-2179,
MW205444,2,82.558,2e,90.173,2111-2179,
MW205445,2,79.956,2u,83.224,2111-2179,
MW205446,2,81.882,2i,91.375,2111-2179,
MW205447,2,84.870,2i,91.943,2111-2179,
MW205448,2,84.688,2i,91.250,2111-2179,
MW205449,2,81.004,2i,88.865,2111-2179,
MW205450,2,80.706,2i,84.000,2111-2179,
MW205451,2,79.680,2c,88.356,2111-2179,
MW205452,2,79.266,2c,89.655,2111-2179,
MW205453,2,78.478,2c,87.284,2111-2179,
MW205454,2,81.779,2r,91.361,2111-2179,
MW205455,2,80.952,2r,90.713,2111-2179,
MW205456,2,82.393,2f,83.973,2111-2179,
MW205457,2,80.126,2q,83.175,2111-2179,
MW205458,2,80.952,2f,86.853,2111-2179,
MW205459,2,78.139,2f,89.224,2111-2179,
MW205460,2,81.798,2f,85.934,2111-2179,
MW205461,2,80.952,2i,82.505,2111-2179,
MW205462,2,78.994,2q,83.436,2111-2179,
MW205463,2,77.419,2u,79.032,2111-2179,
MW205464,2,78.556,2q,81.739,2111-2179,
MW205465,2,77.027,2i,81.279,2111-2179,
MW205466,2,76.573,2k,86.422,2111-2179,
MW205467,2,82.887,2c,83.905,,
MW205468,2,82.292,2v,83.756,,
MW205469,2,82.414,2v,84.328,,
MW205470,2,83.360,2v,83.520,,
MW205471,2,84.673,2u,86.140,,
MW205472,2,82.362,2c,83.832,,
MW205473,2,84.418,2k,85.930,,
MW205474,2,83.159,2k,92.399,,
MW205475,2,83.159,2k,84.948,,
MW205476,2,85.097,2j,86.736,,
MW205477,2,83.159,2u,84.352,,
MW205478,2,83.036,2j,85.268,,
MW205479,2,84.054,2a,85.991,,
MW205480,2,80.838,2f,89.820,,
MW205481,2,83.186,2f,95.126,,
MW205482,2,82.861,2f,87.034,,
MW205483,2,82.256,2d,86.917,,
MW205484,2,81.763,2d,85.866,,
MW205485,2,82.116,2r,91.654,,
MW205486,2,82.036,2r,89.970,,
MW205487,2,83.308,2q,84.948,,
MW205488,2,83.159,2k,86.289,,
MW205489,2,83.131,2v,85.562,,
MW205490,2,80.861,2v,83.308,,
MW205491,2,81.915,2e,90.274,,
MW205492,2,82.635,2c,93.114,,
MW205493,2,81.371,2c,91.654,,
MW205494,2,81.571,2r,83.384,,
MW205495,2,83.435,2i,91.489,,
MW205496,2,82.712,2i,91.952,,
MW205497,2,82.219,2i,90.578,,
MW205498,2,83.458,2i,90.760,,
MW205499,3,81.833,3b,90.671,,
MW205500,3,82.787,3b,90.164,,
MW205501,3,82.430,3b,93.103,,
MW205502,3,81.848,3b,93.679,,
MW205503,3,82.658,3b,91.086,,
MW205504,3,81.506,3b,92.308,,
MW205505,3,82.947,3b,92.219,,
MW205506,3,82.701,3b,92.109,,
MW205507,3,82.028,3b,90.798,,
MW221786,4,83.713,4d,96.091,,
MW221787,3,95.440,3a,90.584,,
MW221788,3,96.091,3a,92.532,,
MW221789,3,95.114,3a,90.909,,
MW221790,3,95.765,3a,90.909,,
MW221791,1,95.114,1a,94.463,,
MW221792,3,95.765,3a,90.909,,
MW221793,3,94.788,3a,90.584,,
MW221794,3,95.114,3a,90.909,,
MW221795,3,96.417,3a,91.883,,
MW221796,3,96.091,3a,91.883,,
MW221797,3,95.765,3a,90.909,,
MW221798,4,84.365,4d,95.440,,
MW221799,4,90.099,4a,90.099,,
MW221800,4,90.759,4a,90.759,,
MW221801,3,95.440,3a,90.260,,
MW221802,3,94.137,3a,90.541,,
MW221803,3,94.137,3a,91.234,,
MW221804,3,94.788,3a,90.584,,
MW221805,3,95.765,3a,90.909,,
MW221806,3,95.765,3a,92.208,,
MW221807,1,96.417,1a,95.765,,
MW221808,3,95.440,3a,91.234,,
MW221809,4,84.691,4d,96.091,,
MW221810,3,92.182,3a,87.987,,
MW221811,3,93.485,3a,90.260,,
MW221812,3,92.508,3a,88.961,,
MW221813,3,95.114,3a,91.234,,
MW221814,1,94.788,1a,94.137,,
MW221815,1,94.788,1a,94.137,,
MW221816,3,93.811,3a,89.935,,
MW221817,4,90.429,4a,90.429,,
MW221818,4,84.039,4d,95.440,,
MW221819,3,94.463,3a,90.228,,
MW221820,1,81.788,1b,94.788,,
MW221821,3,93.811,3a,89.286,,
MW234382,2,80.000,2b,94.534,,
MW234383,2,80.000,2b,93.248,,
MW234384,3,92.208,3a,89.644,,
MW234385,3,94.249,3a,91.401,,
MW234386,3,92.857,3a,89.968,,
MW234387,3,92.605,3a,89.423,,
MW234388,3,92.971,3a,89.490,,
MW234389,2,81.290,2b,93.569,,
MW234390,3,93.791,3a,91.205,,
MW234391,2,80.968,2b,94.855,,
MW234392,3,94.551,3a,93.291,,
MW234393,3,92.926,3a,89.103,,
MW234394,3,93.291,3a,90.127,,
MW234395,3,80.519,3b,91.234,,
MW234396,3,93.248,3a,91.346,,
MW234397,3,91.693,3a,90.446,,
MW234398,3,80.000,3b,92.027,,
MW234399,3,92.652,3a,89.490,,
MW234400,3,93.688,3a,90.759,,
MW234401,2,78.205,2b,92.926,,
MW234402,2,80.449,2b,95.498,,
MW234403,3,80.519,3b,91.722,,
MW234404,2,81.935,2b,93.248,,
MW234405,3,91.857,3a,88.179,,
MW234406,3,91.987,3a,89.457,,
MW281563,1,96.234,1a,95.397,,
MW307936,4,81.842,4o,93.963,,
MW357752,1,79.934,1b,92.974,,
MW357753,1,79.934,1b,92.974,,
MW357754,1,79.255,1b,90.829,,
MW357755,1,79.934,1b,92.157,,
MW357756,1,79.822,1b,92.464,,
MW357757,1,80.592,1b,92.974,,
MW357758,1,80.921,1b,94.118,,
MW357759,1,80.428,1b,92.647,,
MW357760,1,80.592,1b,92.647,,
MW357761,1,81.086,1b,91.830,,
MW357762,1,81.414,1b,94.281,,
MW357763,1,80.438,1b,93.114,,
MW357764,1,80.099,1b,92.484,,
MW357765,1,80.428,1b,91.830,,
MW357766,1,81.743,1b,92.810,,
MW357767,1,80.757,1b,91.503,,
MW357768,1,79.868,1b,92.459,,
MW357769,1,78.489,1b,91.148,,
MW357770,1,81.172,1b,91.319,,
MW357771,1,80.488,1b,92.683,,
MW357772,1,80.592,1b,92.974,,
MW357773,1,79.938,1b,92.000,,
MW357774,1,80.680,1b,93.509,,
MW357775,1,80.592,1b,91.830,,
MW357776,1,80.921,1b,91.830,,
MW357777,1,80.401,1b,92.462,,
MW357778,1,80.788,1b,92.647,,
MW357779,1,79.934,1b,92.647,,
MW357780,1,81.086,1b,91.830,,
MW357781,1,80.921,1b,93.791,,
MW357782,1,79.812,1b,92.391,,
MW357783,1,80.345,1b,92.321,,
MW357784,1,80.331,1b,92.611,,
MW357785,1,80.921,1b,92.320,,
MW357786,1,80.597,1b,92.484,,
MW357787,1,80.865,1b,93.719,,
MW357788,1,81.250,1b,91.830,,
MW357789,1,79.636,1b,91.283,,
MW357790,1,81.289,1b,93.458,,
MW357791,1,79.338,1b,93.849,,
MW357792,1,80.639,1b,92.871,,
MW357793,1,76.829,1b,90.754,2111-2179,
MW357794,1,78.832,1b,91.241,2111-2179,
MW357795,1,78.589,1b,92.457,2111-2179,
MW357796,1,78.780,1b,91.241,2111-2179,
MW357797,1,79.756,1b,93.187,2111-2179,
MW357798,1,79.756,1b,93.187,2111-2179,
MW357799,1,78.293,1b,91.727,2111-2179,
MW357800,1,78.378,1b,93.857,2111-2179,
MW357801,1,78.061,1b,91.071,2111-2179,
MW357802,1,78.049,1b,91.089,2111-2179,
MW357803,1,80.049,1b,91.707,2111-2179,
MW357804,1,78.832,1b,94.161,2111-2179,
MW357805,1,79.710,1b,93.431,2111-2179,
MW357806,1,78.049,1b,92.214,2111-2179,
MW357807,1,79.756,1b,93.674,2111-2179,
MW357808,1,78.293,1b,92.457,2111-2179,
MW357809,1,80.000,1b,93.917,2111-2179,
MW357810,1,78.986,1b,90.268,2111-2179,
MW357811,1,78.345,1b,93.187,2111-2179,
MW357812,1,78.676,1b,91.176,2111-2179,
MW357813,1,77.340,1b,92.840,2111-2179,
MW357814,1,79.319,1b,92.944,2111-2179,
MZ325443,3,92.871,3a,92.103,2111-2179,
MZ325444,3,92.850,3a,92.082,2111-2179,
MZ327730,3,93.619,3a,92.183,2111-2179,
MZ327731,1,91.981,1a,91.959,2111-2179,
MZ327732,1,94.367,1a,94.302,2111-2179,
MZ327733,1,91.605,1a,91.389,2111-2179,
MZ327734,1,92.979,1a,92.675,2111-2179,
MZ327735,3,93.577,3a,92.089,2111-2179,
MZ327736,1,91.549,1a,91.769,2111-2179,
MZ327737,1,93.317,1a,93.067,2111-2179,
MZ327738,3,94.188,3a,92.376,2111-2179,
MZ327739,1,93.281,1a,92.923,2111-2179,
MZ327740,1,92.838,1a,92.447,2111-2179,
MZ327741,1,91.627,1a,91.518,2111-2179,
MZ327742,1,92.024,1a,91.797,2111-2179,
MZ327743,1,87.474,1a,87.654,2111-2179,
MZ327744,1,91.959,1a,91.634,2111-2179,
MZ327745,3,92.903,3a,92.539,2111-2179,
MZ327746,1,91.515,1a,91.114,2111-2179,
MZ327747,1,95.246,1a,95.162,2111-2179,
MZ327748,3,93.594,3a,92.883,2111-2179,
MZ327749,1,93.402,1a,93.196,2111-2179,
MZ327750,3,93.811,3a,92.432,2111-2179,
MZ327751,1,93.086,1a,92.749,2111-2179,
MZ327752,4,80.377,4d,94.922,2111-2179,
MZ327753,1,79.160,1b,90.942,2111-2179,
MZ327754,3,93.994,3a,92.333,2111-2179,
MZ327755,2,76.899,2b,91.527,2111-2179,
MZ327756,3,93.034,3a,92.429,2111-2179,
MZ327757,3,92.925,3a,92.213,2111-2179,
MZ327758,1,91.981,1a,91.688,2111-2179,
MZ327759,3,93.077,3a,92.584,2111-2179,
MZ327760,1,93.816,1a,93.480,2111-2179,
MZ327761,1,93.934,1a,93.771,2111-2179,
MZ327762,1,91.349,1a,91.175,2111-2179,
MZ327763,1,92.716,1a,92.495,2111-2179,
MZ327764,3,93.118,3a,92.353,2111-2179,
MZ327765,1,91.791,1a,91.700,2111-2179,
MZ327766,1,92.683,1a,92.400,2111-2179,
MZ327767,1,94.128,1a,93.922,2111-2179,
MZ327768,1,91.785,1a,91.882,2111-2179,
MZ327769,1,79.226,1b,90.603,2111-2179,
MZ327770,1,93.403,1a,93.045,2111-2179,
MZ327771,1,91.495,1a,91.334,2111-2179,
MZ327772,3,92.752,3a,92.203,2111-2179,
MZ327773,3,93.468,3a,92.191,2111-2179,
MZ327774,1,78.467,1b,91.032,2111-2179,
MZ327775,1,78.959,1b,90.853,2111-2179,
MZ327776,1,93.413,1a,93.250,2111-2179,
MZ327777,1,91.334,1a,91.205,2111-2179,
MZ327778,1,94.530,1a,94.346,2111-2179,
MZ327779,3,92.460,3a,91.773,2111-2179,
MZ327780,3,92.762,3a,92.041,2111-2179,
MZ327781,3,93.745,3a,92.084,2111-2179,
MZ327782,1,94.267,1a,94.188,2111-2179,
MZ327783,3,92.418,3a,91.946,2111-2179,
MZ327784,2,77.054,2b,92.107,2111-2179,
MZ327785,1,94.323,1a,94.367,2111-2179,
MZ327786,3,93.258,3a,92.613,2111-2179,
MZ327787,1,95.789,1a,95.323,2111-2179,
MZ327788,1,92.273,1a,92.091,2111-2179,
MZ327789,3,92.382,3a,91.766,2111-2179,
MZ327790,1,91.927,1a,91.645,2111-2179,
MZ327791,1,79.254,1b,90.184,2111-2179,
MZ327792,1,93.359,1a,93.348,2111-2179,
MZ327793,1,93.701,1a,93.862,,
MZ327794,3,93.637,3a,92.063,2111-2179,
MZ327795,1,91.714,1a,91.237,2111-2179,
MZ327796,3,94.568,3a,93.070,2111-2179,
MZ327797,1,91.350,1a,91.487,2111-2179,
MZ327798,1,91.951,1a,91.636,2111-2179,
MZ327799,3,93.692,3a,92.052,2111-2179,
MZ327800,2,76.915,2b,90.914,2111-2179,
MZ356313,1,81.373,1b,94.771,,
MZ356314,2,90.909,2a,91.212,,
MZ356315,1,82.410,1d,94.175,,
MZ356316,1,80.921,1d,92.763,,
MZ356317,2,82.012,2i,93.902,,
MZ356318,1,82.188,1d,93.168,,
MZ356319,1,84.000,1d,93.688,,
MZ356320,1,79.495,1b,93.060,,
MZ356321,2,76.603,2l,86.859,,
MZ356322,3,95.033,3a,90.429,,
MZ356323,1,82.903,1d,95.484,,
MZ356324,1,82.692,1d,94.231,,
MZ356325,2,81.731,2i,91.987,,
MZ356326,2,82.353,2i,94.481,,
MZ356327,1,79.288,1b,92.880,,
MZ356328,2,83.442,2i,90.584,,
MZ356329,1,81.875,1d,92.835,,
MZ356330,1,82.581,1b,93.548,,
MZ356331,2,83.828,2i,90.554,,
PP457742,2,92.183,2a,93.801,,
PP457743,2,91.467,2a,92.800,,
PP457744,2,90.064,2a,92.903,,
PP457745,2,91.560,2a,92.583,,
PP457746,2,91.467,2a,92.533,,
PP457747,2,91.560,2a,92.583,,
PP457748,2,90.127,2a,92.675,,
PP457749,2,92.188,2a,92.288,,
PP457750,2,91.645,2a,92.408,,
PP457751,2,91.718,2a,92.331,,
PP457752,2,92.013,2a,92.971,,
PP457753,2,90.997,2a,93.226,,
PP457754,2,90.354,2a,92.581,,
PP457755,2,92.434,2a,93.421,,
PP457756,2,92.605,2a,93.871,,
PP457757,2,91.318,2a,92.258,,
PP457758,2,88.026,2a,89.968,,
PP457759,2,92.063,2a,93.333,,
PP457760,2,92.381,2a,93.458,,
PP457761,2,91.884,2a,92.754,,
PP457762,2,91.531,2a,92.308,,
PP457763,2,91.103,2a,92.171,,
PP457764,2,91.148,2a,92.208,,
PP457765,2,91.554,2a,92.568,,
PP457766,2,91.935,2a,91.935,,
PP457767,2,92.053,2a,93.160,,
PP457768,2,91.176,2a,90.554,,
PP457769,2,90.909,2a,91.374,,
PP457770,2,92.105,2a,93.506,,
PP457771,2,91.776,2a,92.857,,
PP457772,2,92.013,2a,92.971,,
PP457773,2,92.068,2a,92.635,,
PP457774,2,91.919,2a,93.243,,
PP457775,2,90.997,2a,91.613,,
PP457776,2,92.642,2a,93.624,,
PP457777,2,91.111,2a,91.720,,
PP457778,2,92.308,2a,93.871,,
PP457779,2,92.105,2a,93.464,,
PP457780,2,91.083,2a,92.994,,
PP457781,2,90.970,2a,92.977,,
PP457782,2,91.054,2a,92.652,,
PP457783,2,91.892,2a,93.243,,
PP457784,2,89.235,2a,90.085,,
PP457785,2,92.532,2a,92.857,,
PP457786,2,90.476,2a,89.206,,
PP457787,2,91.722,2a,93.046,,
PP457788,2,91.883,2a,92.926,,
PP457789,2,92.182,2a,92.628,,
PP457790,2,92.027,2a,92.027,,
PP457791,2,91.640,2a,92.903,,
PP457792,2,91.611,2a,92.953,,
PP457793,2,90.643,2a,91.813,,
PP457794,2,89.241,2a,90.190,,
PP457795,2,90.159,2a,91.429,,
PP457796,2,90.288,2a,93.165,,
PP457797,2,91.586,2a,93.528,,
PP457798,2,90.190,2a,92.405,,
PP457799,2,92.105,2a,93.182,,
PP457800,2,91.054,2a,90.415,,
PP457801,2,89.068,2a,91.318,,
PP457802,2,92.351,2a,92.351,,
PP484706,4,81.119,4f,93.310,,
PP484707,2,84.155,2u,88.339,,
PP484708,1,81.469,1d,87.762,,
PP484709,1,85.612,1l,86.282,,
PP484710,2,84.452,2u,87.279,,
PP484711,4,80.769,4f,90.141,,
PP484712,2,81.690,2u,86.926,,
PP484713,4,81.338,4t,92.308,,
PP484714,4,82.168,4p,91.958,,
PP484715,2,85.211,2u,89.046,,
PP484716,4,82.867,4p,91.958,,
PP484717,4,83.099,4t,90.909,,
PP484718,1,81.338,1h,93.662,,
PP484719,2,82.394,2u,86.572,,
PP484720,4,82.168,4f,92.606,,
PP484721,4,82.867,4f,91.901,,
PP484722,4,83.217,4m,87.273,,
PP484723,4,81.469,4l,84.266,,
PP484724,2,85.211,2u,88.339,,
PP484725,4,81.119,4f,93.662,,
PP484726,4,83.099,4f,93.007,,
PP484727,1,84.266,1e,92.308,,
PP484728,1,86.364,1e,93.007,,
PP484729,2,84.155,2a,85.211,,
PP484730,4,80.070,4f,91.901,,
PP484731,2,84.507,2u,87.633,,
PP484732,2,85.563,2u,87.986,,
PP484733,4,80.420,4f,92.958,,
PP484734,4,83.566,4f,96.831,,
PP484735,1,85.664,1e,94.056,,
PP484736,4,82.867,4f,91.901,,
PP484737,2,85.211,2u,88.339,,
PP484738,1,83.217,1e,95.105,,
PP484739,4,82.168,4f,93.662,,
PP484740,4,81.949,4m,84.643,,
PP484741,4,83.217,4m,87.273,,
PP484742,4,79.371,4f,91.197,,
PP484743,4,80.769,4f,91.549,,
PP484744,4,83.217,4p,87.413,,
PP484745,1,80.427,1o,84.342,,
PP484746,1,83.746,1o,84.698,,
PP484747,4,83.099,4t,92.143,,
PP484748,1,83.566,1e,93.357,,
PP484749,1,84.266,1l,94.755,,
PP484750,2,86.219,2u,93.007,,
PP484751,1,84.342,1e,95.730,,
PP484752,4,82.517,4p,90.559,,
PP484753,2,83.803,2u,87.633,,
PP484754,4,82.014,4t,90.909,,
PP484755,4,79.720,4f,90.141,,
PP484756,2,79.245,2u,82.264,,
PP484757,2,84.452,2u,95.105,,
PP484758,1,84.266,1e,95.804,,
PP484759,1,85.315,1e,94.056,,
PP484760,4,82.007,4f,90.493,,
PP484761,4,81.469,4f,93.310,,
PP484762,4,81.818,4l,88.462,,
PP484763,1,84.266,1e,94.406,,
PP484764,1,83.566,1e,92.308,,
PP484765,4,81.119,4f,91.197,,
PP484766,1,83.217,1e,93.706,,
PP484767,1,85.765,1l,92.657,,
PP484768,4,83.451,4t,91.958,,
PP484769,2,85.211,2u,87.279,,
PP484770,1,83.566,1e,92.657,,
PP484771,2,85.211,2r,85.664,,
PP484772,4,81.469,4f,91.549,,
PP484773,1,84.615,1l,96.503,,
PP484774,1,85.664,1l,94.406,,
PP484775,4,81.469,4l,88.112,,
PP484776,1,81.469,1c,85.091,,
PP484777,2,83.099,2u,86.219,,
PP484778,1,84.615,1e,93.357,,
PP484779,2,84.266,2u,95.105,,
PP484780,1,86.833,1l,96.113,,
PP484781,1,85.053,1l,94.755,,
PP484782,4,82.517,4p,95.455,,
PP484783,1,84.266,1e,93.706,,
PP484784,1,85.053,1l,94.406,,
PP484785,2,82.394,2u,86.926,,
PP484786,2,83.803,2u,86.219,,
PP484787,1,84.965,1l,94.056,,
PP484788,4,81.469,4f,92.254,,
PP484789,1,83.916,1e,93.357,,
PP484790,2,84.507,2u,87.986,,
PP484791,4,79.371,4f,90.493,,
PP484792,1,84.615,1l,94.755,,
PP484793,1,84.698,1e,93.238,,
PP484794,2,83.099,2u,86.926,,
PP484795,2,86.268,2u,87.063,,
PP484796,4,81.295,4t,91.958,,
PP484797,1,84.965,1e,93.357,,
PP484798,4,80.986,4t,87.857,,
PP484799,4,82.867,4p,91.608,,
PP484800,1,80.070,1h,93.357,,
PP484801,4,80.070,4f,92.958,,
PP484802,4,87.063,4c,87.762,,
PP484803,2,84.211,2u,86.364,,
