Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
MT032269,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032270,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032272,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032273,6N,6N,1A,1A,,4,GenBank,2,1A;6N,AvailableCallsDisagree
MT032275,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032276,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032278,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032279,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032280,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT632124,1B,1B,1B,1B,1B-BASAL,5,,2,1B;1B-BASAL,AllFiveDisagree
MK252834,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252839,6N,6N,1G,1G,,4,GenBank,2,1G;6N,AvailableCallsDisagree
MK252847,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252854,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252858,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252866,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252867,6N,6N,1A,1A,,4,GenBank,2,1A;6N,AvailableCallsDisagree
MK252869,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252870,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252872,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252881,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252888,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK327981,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327985,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327987,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327989,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK327990,6W,6W,6N,6R,,4,GenBank,3,6N;6R;6W,AvailableCallsDisagree
MK327991,6W,6W,6XA,6XG,,4,GenBank,3,6W;6XA;6XG,AvailableCallsDisagree
MK327993,1B,4K,6XD,6R,,4,GenBank,4,1B;4K;6R;6XD,AvailableCallsDisagree
MK327994,6W,6W,8A,6XH,,4,GenBank,3,6W;6XH;8A,AvailableCallsDisagree
MK327995,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327996,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK327998,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327999,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328001,6W,6A,6XA,6R,,4,GenBank,4,6A;6R;6W;6XA,AvailableCallsDisagree
MK328002,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328003,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328004,6A,6E,6B,6P,,4,GenBank,4,6A;6B;6E;6P,AvailableCallsDisagree
MK328006,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328007,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328008,6W,6G,8A,6G,,4,GenBank,3,6G;6W;8A,AvailableCallsDisagree
MK328009,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328010,6W,6E,6XH,6XH,,4,GenBank,3,6E;6W;6XH,AvailableCallsDisagree
MK328012,1B,6G,6D,6G,,4,GenBank,3,1B;6D;6G,AvailableCallsDisagree
MK328014,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328018,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328020,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328021,6W,6W,6XA,6R,,4,GenBank,3,6R;6W;6XA,AvailableCallsDisagree
MK328023,6W,6W,6L,6N,,4,GenBank,3,6L;6N;6W,AvailableCallsDisagree
MK328026,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK527322,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527334,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527341,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527346,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527351,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527354,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527364,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527367,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527370,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527375,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527378,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527381,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527384,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527387,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527390,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527393,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527396,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527399,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527402,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527405,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527408,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527411,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527414,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527417,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527420,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527428,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527431,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527434,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527436,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MK527459,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
MN164845,1A,1C,1A,1O,,4,GenBank,3,1A;1C;1O,AvailableCallsDisagree
MN164849,1A,1C,1A,1C,,4,GenBank,2,1A;1C,AvailableCallsDisagree
MN164851,"UNASSIGNED_1, 1B-1A",1B,1B,1D,,4,GenBank,3,"1B;1D;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN164852,1A,1B,1A,1C,,4,GenBank,3,1A;1B;1C,AvailableCallsDisagree
MN164853,"UNASSIGNED_1, 1A-1B",1B,1A,1D,,4,GenBank,4,"1A;1B;1D;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
MN164855,"UNASSIGNED_1, 1B-1A",1B,1A,1D,,4,GenBank,4,"1A;1B;1D;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN164856,1A,1B,1A,1H,1P,5,,4,1A;1B;1H;1P,AllFiveDisagree
MN164858,1A,1C,1A,1O,,4,GenBank,3,1A;1C;1O,AvailableCallsDisagree
MN164863,1A,1B,1A,1B,,4,GenBank,2,1A;1B,AvailableCallsDisagree
MN164867,1A,1C,1A,1O,,4,GenBank,3,1A;1C;1O,AvailableCallsDisagree
MN164868,"UNASSIGNED_1, 1A-1B",1B,1A,1D,,4,GenBank,4,"1A;1B;1D;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
MN164871,1A,"UNASSIGNED_1, 1C-1B",1O,1O,,4,GenBank,3,"1A;1O;UNASSIGNED_1, 1C-1B",AvailableCallsDisagree
MN164872,1A,"UNASSIGNED_1, 1B-1A",1A,1C,,4,GenBank,3,"1A;1C;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN240359,6W,6A,6XA,6XA,,4,GenBank,3,6A;6W;6XA,AvailableCallsDisagree
LC773639,4F,4F,4C,4F,4E,5,,3,4C;4E;4F,AllFiveDisagree
LC773640,4A,4V,4C,4C,4E,5,,4,4A;4C;4E;4V,AllFiveDisagree
PQ899568,"UNASSIGNED_1, 5A-1C",5A,5B,5B,,4,GenBank,3,"5A;5B;UNASSIGNED_1, 5A-1C",AvailableCallsDisagree
PP092205,6W,3A,8A,8A,,4,GenBank,3,3A;6W;8A,AvailableCallsDisagree
MG879000,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MH492360,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH492361,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH492362,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH562171,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
MH590698,"UNASSIGNED_1, 2J-5A",6A,8A,8A,,4,GenBank,3,"6A;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590699,"UNASSIGNED_1, 2J-5A",6A,8A,8A,,4,GenBank,3,"6A;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590700,"UNASSIGNED_1, 1B-6W",2B,8A,8A,,4,GenBank,3,"2B;8A;UNASSIGNED_1, 1B-6W",AvailableCallsDisagree
MH590701,"UNASSIGNED_1, 2J-5A",6W,8A,8A,,4,GenBank,3,"6W;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH742362,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
MH742363,4Q,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
MH885469,1C,1C,1O,1O,,4,GenBank,2,1C;1O,AvailableCallsDisagree
MK139015,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139017,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139018,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139019,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139020,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139021,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139022,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
D84263,6D,6D,8A,6D,,4,GenBank,2,6D;8A,AvailableCallsDisagree
DQ278891,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ278893,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ835767,6M,6M,8A,6M,6M,5,,2,6M;8A,AllFiveDisagree
EF026073,2J,5A,5A,5A,,4,GenBank,2,2J;5A,AvailableCallsDisagree
OR497988,4Q,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
AJ851228,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
AM408911,2J,5A,5A,5A,,4,GenBank,2,2J;5A,AvailableCallsDisagree
AY878650,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
AY878651,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
HQ537007,1B,1B,1K,1E,,4,GenBank,3,1B;1E;1K,AvailableCallsDisagree
JF735127,4K,4V,4B,4B,,4,GenBank,3,4B;4K;4V,AvailableCallsDisagree
JF735132,4V,4A,4Q,4P,,4,GenBank,4,4A;4P;4Q;4V,AvailableCallsDisagree
JF735133,4V,4V,4V,4V,4Q,5,,2,4Q;4V,AllFiveDisagree
JF735134,4K,4K,4B,4B,,4,GenBank,2,4B;4K,AvailableCallsDisagree
JF735135,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JF735136,"UNASSIGNED_1, 4V-4G",4V,4S,4S,,4,GenBank,3,"4S;4V;UNASSIGNED_1, 4V-4G",AvailableCallsDisagree
JF735138,4K,4V,4B,4B,,4,GenBank,3,4B;4K;4V,AvailableCallsDisagree
PX386994,4A,4A,4A,4A,4C,5,,2,4A;4C,AllFiveDisagree
PX386995,4A,4A,4A,4A,4C,5,,2,4A;4C,AllFiveDisagree
EU408330,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU408331,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU408332,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
FJ025856,4W,4W,4W,4W,4B,5,,2,4B;4W,AllFiveDisagree
FJ462437,"UNASSIGNED_1, 4D-4O",4D,4D,4D,4D,5,,2,"4D;UNASSIGNED_1, 4D-4O",AllFiveDisagree
FJ872268,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
FJ872270,2A,2A,2L,2L,,4,GenBank,2,2A;2L,AvailableCallsDisagree
FJ872342,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
JX183549,6K,6L,8A,6XI,6K-RELATED,5,,5,6K;6K-RELATED;6L;6XI;8A,AllFiveDisagree
JX183550,6L,6L,6K,6XJ,6K-RELATED,5,,4,6K;6K-RELATED;6L;6XJ,AllFiveDisagree
JX183551,6L,6L,6XB,6XI,6K-RELATED,5,,4,6K-RELATED;6L;6XB;6XI,AllFiveDisagree
JX183552,6L,6L,6XB,6XB,6K-RELATED,5,,3,6K-RELATED;6L;6XB,AllFiveDisagree
JX183553,6L,6L,6L,6L,6L-RELATED,5,,2,6L;6L-RELATED,AllFiveDisagree
JX183554,6L,6L,8A,6L,6L-RELATED,5,,3,6L;6L-RELATED;8A,AllFiveDisagree
JX227964,4K,4K,4G,4K,,4,GenBank,2,4G;4K,AvailableCallsDisagree
KC844039,6W,6A,6XA,6XA,,4,GenBank,3,6A;6W;6XA,AvailableCallsDisagree
KC844040,6W,6W,6XD,6XA,,4,GenBank,3,6W;6XA;6XD,AvailableCallsDisagree
KF667838,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KJ148617,2J,2J,2L,2L,2L,5,,2,2J;2L,AllFiveDisagree
KJ148618,2A,2A,2L,2L,2L,5,,2,2A;2L,AllFiveDisagree
KJ439768,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
KJ439772,1B,1B,1I,1I,1I,5,,2,1B;1I,AllFiveDisagree
KJ439773,1A,1A,1J,1J,1J,5,,2,1A;1J,AllFiveDisagree
KJ439774,1A,1A,1K,1K,1K,5,,2,1A;1K,AllFiveDisagree
KJ439775,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439777,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
KJ439778,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ439779,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
KJ439780,1A,1A,1K,1M,,4,GenBank,3,1A;1K;1M,AvailableCallsDisagree
KJ439781,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439782,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ470618,3A,3A,3E,3E,3E,5,,2,3A;3E,AllFiveDisagree
KJ470619,3A,3A,3D,3D,3D,5,,2,3A;3D,AllFiveDisagree
KJ470623,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
KJ470625,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
KJ567644,6L,6L,6XB,6XI,,4,GenBank,3,6L;6XB;6XI,AvailableCallsDisagree
KJ567645,6L,6L,6XB,6XB,6XB,5,,2,6L;6XB,AllFiveDisagree
KJ567646,6E,6E,6XF,6XF,,4,GenBank,2,6E;6XF,AvailableCallsDisagree
KJ567647,6W,6E,6XF,6XF,,4,GenBank,3,6E;6W;6XF,AvailableCallsDisagree
KJ567648,6W,6E,6XF,6XF,,4,GenBank,3,6E;6W;6XF,AvailableCallsDisagree
KJ567649,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KJ567650,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KJ567651,6E,6E,6XC,6XC,6XC,5,,2,6E;6XC,AllFiveDisagree
KJ567652,6E,6E,6XC,6E,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KM252789,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252790,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252791,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252792,6N,6N,6XE,6XE,6XE,5,,2,6N;6XE,AllFiveDisagree
KM252793,6D,6D,1H,6D,,4,GenBank,2,1H;6D,AvailableCallsDisagree
KM252794,6W,6N,6H,6I,,4,GenBank,4,6H;6I;6N;6W,AvailableCallsDisagree
KM252797,6E,6E,6Q,6C,,4,GenBank,3,6C;6E;6Q,AvailableCallsDisagree
KM252798,6E,6E,8A,6XF,,4,GenBank,3,6E;6XF;8A,AvailableCallsDisagree
KM252799,6A,6A,6B,6XD,,4,GenBank,3,6A;6B;6XD,AvailableCallsDisagree
KM252800,6E,6E,6Q,6Q,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM504109,6N,6N,6N,6XG,,4,GenBank,2,6N;6XG,AvailableCallsDisagree
KM504111,6E,6E,6C,6C,,4,GenBank,2,6C;6E,AvailableCallsDisagree
KM504112,1B,6O,6P,6O,,4,GenBank,3,1B;6O;6P,AvailableCallsDisagree
KM504114,6O,6E,6Q,6Q,,4,GenBank,3,6E;6O;6Q,AvailableCallsDisagree
KM504117,6E,6E,6Q,6Q,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM504118,6W,6O,6XF,6XF,,4,GenBank,3,6O;6W;6XF,AvailableCallsDisagree
KM504120,6E,6E,6Q,6Q,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM504121,6W,6E,6Q,6C,,4,GenBank,4,6C;6E;6Q;6W,AvailableCallsDisagree
KM504123,6S,6S,1J,6S,6S,5,,2,1J;6S,AllFiveDisagree
KM504124,6C,6C,1H,6C,6C,5,,2,1H;6C,AllFiveDisagree
KY083758,2C,2C,2V,2V,,4,GenBank,2,2C;2V,AvailableCallsDisagree
KY608701,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
KY620879,3G,3G,3I,3I,,4,GenBank,2,3G;3I,AvailableCallsDisagree
LC435024,6R,6R,1K,6R,,4,GenBank,2,1K;6R,AvailableCallsDisagree
KT871773,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KU180713,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KU861171,2J,6A,7A,7A,,4,GenBank,3,2J;6A;7A,AvailableCallsDisagree
KU883433,4A,4A,4A,4A,4D,5,,2,4A;4D,AllFiveDisagree
KU883434,4A,4A,4A,4A,4D,5,,2,4A;4D,AllFiveDisagree
KX092342,2B,2B,7B,7B,,4,GenBank,2,2B;7B,AvailableCallsDisagree
KX172138,2J,4A,7B,7B,,4,GenBank,3,2J;4A;7B,AvailableCallsDisagree
OM525854,1B,1B,1K,1O,,4,GenBank,3,1B;1K;1O,AvailableCallsDisagree
OM525856,1A,1A,1A,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
OM525859,1B,1B,1N,1B,,4,GenBank,2,1B;1N,AvailableCallsDisagree
OM525862,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525864,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525865,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525868,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525871,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525872,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525875,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525876,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525888,1B,1A,1B,1A,,4,GenBank,2,1A;1B,AvailableCallsDisagree
OM525889,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525892,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525894,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525897,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525906,1B,1B,1B,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
OM525909,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
MZ171127,6L,6N,6XJ,6XJ,6XJ,5,,3,6L;6N;6XJ,AllFiveDisagree
MZ171128,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171129,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171130,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171131,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171132,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171133,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171134,6L,6K,6XJ,6XJ,6XJ,5,,3,6K;6L;6XJ,AllFiveDisagree
MZ504973,6L,6L,6XI,6XI,6XI,5,,2,6L;6XI,AllFiveDisagree
